Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
7630	-20.60171	-16.99529	-3.606419	0.1676615	0.8986289	0.3712966	4.134207	8.604269
7640	-18.05125	-16.73189	-1.319358	0.08065567	0.7910976	0.2389371	8.593905	9.593182
7650	-16.83244	-15.56605	-1.266383	0.07304078	0.7704617	0.2663505	9.489866	9.787245
7660	-20.37466	-17.70214	-2.672525	0.135768	0.8748517	0.2871158	5.105378	8.591148
7670	-20.38943	-17.83832	-2.551119	0.1064802	0.8406786	0.4734125	6.509637	8.711211
7680	-18.25156	-16.14756	-2.103999	0.1029386	0.8352699	0.3263595	6.733601	8.743714
7690	-18.38726	-16.28624	-2.101025	0.09875804	0.8284091	0.3555749	7.018641	9.197968
7700	-17.48851	-16.11782	-1.370692	0.06831727	0.7556756	0.3268021	10.146	9.509069
7710	-16.83817	-15.4216	-1.416568	0.07593851	0.7787433	0.2910538	9.127742	9.530428
7720	-17.18633	-16.20367	-0.9826673	0.05793825	0.7163427	0.2763237	11.96355	9.885334
7730	-20.07586	-17.72628	-2.349574	0.09832716	0.8276705	0.4600931	7.049397	8.851178
7740	-16.91834	-15.76966	-1.148679	0.06079279	0.7282319	0.3070504	11.4018	9.948602
7750	-17.82562	-16.18057	-1.645056	0.08828798	0.8085514	0.2814462	7.85098	9.418726
7760	-17.17756	-15.63256	-1.544994	0.07864239	0.7859858	0.3124855	8.813913	9.319915
7770	-21.8681	-18.93569	-2.932409	0.1488531	0.8858322	0.2820558	4.656585	8.707318
7780	-21.30011	-17.14094	-4.159167	0.1821299	0.9066791	0.4747225	3.805786	8.598229
7790	-17.61304	-15.93401	-1.679031	0.08015089	0.7898375	0.3460507	8.648028	9.416169
7800	-19.28306	-16.85815	-2.424908	0.1121541	0.8486569	0.3699454	6.180311	9.122751
7810	-16.61174	-15.34315	-1.268581	0.07100854	0.764306	0.2787	9.761463	9.76475
7820	-16.4085	-15.33425	-1.074248	0.06473811	0.7432732	0.2621354	10.70694	9.869523
7830	-18.79887	-17.02034	-1.778531	0.07773547	0.7836063	0.4023572	8.916743	9.589047
7840	-17.02552	-15.57521	-1.450307	0.07383549	0.7727892	0.31478	9.387724	9.659596
7850	-19.26101	-17.68495	-1.576056	0.06671846	0.7502721	0.4151526	10.38914	9.679868
7860	-17.80914	-16.41745	-1.391691	0.07220505	0.7679663	0.3073095	9.599706	9.215737
7870	-20.75148	-18.00125	-2.750226	0.1192742	0.8576249	0.4403564	5.811376	9.175442
7880	-18.05466	-16.35815	-1.696512	0.08032943	0.7902848	0.3508215	8.628808	9.101717
7890	-16.87521	-15.75276	-1.122453	0.06096136	0.7289065	0.2980341	11.37027	9.897064
7900	-17.16842	-16.10707	-1.061349	0.06222633	0.7338749	0.2729427	11.13913	9.685238
7910	-18.99562	-16.68814	-2.307474	0.1163793	0.8541077	0.3007452	5.955933	8.923146
7920	-18.24845	-16.17853	-2.069925	0.1041391	0.8371429	0.3074922	6.655973	9.059878
7930	-17.12231	-15.55277	-1.569542	0.0832375	0.7973271	0.2904985	8.327343	9.297532
7940	-18.632	-17.33199	-1.30001	0.08089888	0.7916997	0.2331523	8.568069	9.090746
7950	-17.10498	-15.74583	-1.35915	0.07600887	0.7789375	0.2744028	9.119294	9.743457
7960	-19.46474	-17.47806	-1.986676	0.08474785	0.8008117	0.4269569	8.178935	9.042094
7970	-17.21982	-15.62134	-1.598481	0.08536842	0.8022109	0.2858077	8.11948	9.244913
7980	-18.85777	-16.95283	-1.904938	0.08519185	0.8018147	0.3897567	8.136308	8.951884
7990	-18.82671	-16.81947	-2.007241	0.09090196	0.8139088	0.382473	7.625217	8.822356
8000	-18.36367	-17.06414	-1.299531	0.07950291	0.788199	0.240047	8.718513	9.104686
8010	-17.68978	-16.72333	-0.9664578	0.06889203	0.7575666	0.2154922	10.06136	9.650258
8020	-16.63503	-15.36586	-1.269176	0.06895145	0.7577606	0.2913082	10.05268	9.872228
8030	-17.82289	-16.48195	-1.340941	0.06292342	0.7365441	0.3556908	11.01573	9.885421
8040	-17.80936	-15.9639	-1.845466	0.09259128	0.8172214	0.3138877	7.486096	9.282673
8050	-18.03786	-16.09669	-1.941165	0.09038092	0.8128639	0.3619977	7.669176	9.112431
8060	-18.3495	-17.46178	-0.8877145	0.06650139	0.7495218	0.2095391	10.42305	9.606632
8070	-16.36493	-15.28867	-1.076256	0.06571716	0.7467768	0.2572616	10.54743	9.951254
8080	-17.7695	-16.16654	-1.602959	0.0854806	0.8024619	0.2864078	8.108824	9.523226
8090	-16.57664	-15.37331	-1.203331	0.065692	0.7466879	0.2922772	10.55147	9.858134
8100	-16.62926	-15.56955	-1.059711	0.06111923	0.7295355	0.2789733	11.3409	9.911432
8110	-17.47825	-16.05812	-1.42013	0.06892458	0.7576729	0.338968	10.0566	9.610635
8120	-19.1045	-17.28136	-1.823135	0.07820884	0.7848544	0.4165053	8.862773	9.366997
8130	-21.15598	-19.55407	-1.601911	0.08300437	0.796779	0.3015434	8.350731	8.513384
8140	-18.32781	-16.1844	-2.143413	0.1081336	0.8430871	0.3040445	6.410097	8.944687
8150	-18.16473	-16.62123	-1.543496	0.07784002	0.7838831	0.317376	8.904766	9.919634
8160	-21.1121	-17.59803	-3.514066	0.153351	0.8891767	0.4586633	4.520005	8.285846
8170	-18.07102	-17.25778	-0.8132361	0.06217611	0.7336808	0.2131965	11.14813	9.753247
8180	-21.30474	-17.00094	-4.303798	0.1922579	0.9115943	0.4425017	3.605298	8.448621
8190	-17.22256	-15.71056	-1.511993	0.08359115	0.7981533	0.2722021	8.292112	9.242997
8200	-20.90972	-18.64295	-2.266772	0.1018332	0.833508	0.3931647	6.806693	9.579346
8210	-17.69244	-16.27206	-1.420375	0.080086	0.7896745	0.2675499	8.655036	9.100841
8220	-18.45022	-16.14524	-2.304985	0.1066878	0.8409849	0.368495	6.496968	8.869526
8230	-17.9187	-16.02919	-1.889508	0.09062003	0.8133448	0.342033	7.64894	8.963198
8240	-17.12984	-15.90779	-1.222045	0.07540083	0.7772486	0.2423529	9.192832	9.561246
8250	-19.4158	-16.42325	-2.992552	0.1388675	0.8776381	0.3702361	4.991428	8.623234
8260	-17.14176	-15.61218	-1.529582	0.07783303	0.7838646	0.3130367	8.905565	9.570227
8270	-18.7353	-16.95536	-1.779939	0.09236658	0.8167873	0.295384	7.504307	8.709113
8280	-18.31561	-16.11041	-2.2052	0.1079903	0.8428811	0.324408	6.418603	8.982651
8290	-21.85783	-17.28827	-4.569559	0.1998327	0.914945	0.491503	3.468637	8.595458
8300	-17.18887	-15.65263	-1.536244	0.0766596	0.7807188	0.3230747	9.041884	9.521511
8310	-19.85353	-16.91125	-2.942282	0.128625	0.8679253	0.437561	5.388898	8.771155
8320	-18.18775	-16.27403	-1.91372	0.0982359	0.8275133	0.2981243	7.055946	8.782672
8330	-18.77434	-16.77747	-1.996866	0.08897929	0.8099966	0.3942879	7.789983	9.370614
8340	-16.92236	-15.5872	-1.335168	0.07295456	0.7702065	0.2858387	9.501081	9.436158
8350	-17.49261	-16.05093	-1.441674	0.07075683	0.7635225	0.3331423	9.796187	9.977039
8360	-18.72221	-16.67534	-2.046868	0.1081949	0.843175	0.2757042	6.406466	8.800966
8370	-18.31988	-16.30692	-2.012953	0.09667986	0.8247892	0.3402781	7.16951	8.762697
8380	-16.45883	-15.44631	-1.012519	0.06367046	0.739352	0.2520904	10.88648	9.884419
8390	-16.91436	-15.46175	-1.45261	0.07642677	0.7800846	0.2986254	9.069429	9.552503
8400	-17.14014	-15.59586	-1.544279	0.0798472	0.7890725	0.3043802	8.680921	9.285278
8410	-25.88229	-19.69558	-6.186709	0.2560764	0.9336257	0.7507934	2.706798	8.672328
8420	-20.35811	-18.6312	-1.726908	0.1020005	0.8337771	0.228335	6.795525	8.843695
8430	-17.42967	-16.3891	-1.040566	0.0710884	0.7645536	0.2215008	9.750496	9.725548
8440	-18.60035	-16.23346	-2.366891	0.1129872	0.849763	0.3429757	6.134742	8.659483
8450	-20.65906	-17.53841	-3.120649	0.1394647	0.8781608	0.4155349	4.970055	8.960976
8460	-17.3132	-15.62447	-1.688725	0.08751409	0.8069086	0.298877	7.920407	9.190169
8470	-18.86078	-16.86444	-1.99634	0.09468854	0.8211801	0.3491166	7.320286	9.449205
8480	-17.71093	-15.88984	-1.821095	0.09276217	0.8175503	0.3052215	7.472304	9.242748
8490	-17.83523	-16.37106	-1.464172	0.08590336	0.8034022	0.2470668	8.068918	9.305071
8500	-16.88831	-16.03238	-0.8559347	0.0621048	0.7334047	0.2228338	11.16093	9.956075
8510	-18.53519	-16.39294	-2.142246	0.0970139	0.825381	0.3845091	7.144824	9.091316
8520	-18.23586	-16.3112	-1.924666	0.1014422	0.832876	0.281581	6.83293	9.047966
8530	-18.77672	-16.94107	-1.835649	0.0828168	0.796336	0.3824633	8.369644	8.978475
8540	-18.12086	-16.19556	-1.925306	0.08907044	0.8101856	0.3663492	7.782011	9.082489
8550	-17.13829	-15.72659	-1.411704	0.08068982	0.7911823	0.2618631	8.590268	9.380512
8560	-19.73453	-17.08792	-2.64661	0.1274397	0.8667018	0.3338517	5.43902	8.946843
8570	-19.79303	-17.45522	-2.337808	0.1010372	0.8322166	0.4292995	6.860317	9.260239
8580	-20.03961	-17.31789	-2.721722	0.1235494	0.8625241	0.3908647	5.610284	8.361443
8590	-21.59464	-17.775	-3.819636	0.1798927	0.9055188	0.3544871	3.853114	8.379813
8600	-18.72407	-17.13985	-1.584218	0.07543776	0.7773519	0.3478545	9.188332	9.005824
8610	-17.97794	-16.39638	-1.581561	0.07272863	0.7695354	0.3674604	9.530595	9.590504
8620	-17.38592	-15.9162	-1.469717	0.07176753	0.76664	0.3353469	9.658228	9.541705
8630	-17.28523	-16.07538	-1.20985	0.06819928	0.7552841	0.2789455	10.16356	9.438556
8640	-18.48795	-16.77523	-1.712719	0.07647431	0.7802144	0.3869477	9.063791	9.351056
8650	-19.39315	-16.92303	-2.470116	0.1091604	0.8445472	0.4124391	6.349803	8.62991
8660	-16.64289	-15.48081	-1.162085	0.07010968	0.7614861	0.25537	9.886612	9.66997
8670	-17.57327	-15.85429	-1.718984	0.08950471	0.8110812	0.2953173	7.744254	9.003417
8680	-17.87928	-16.02788	-1.851403	0.0890487	0.8101405	0.3404082	7.783911	9.34927
8690	-17.60825	-15.90942	-1.698822	0.08621019	0.8040794	0.3103803	8.040201	9.447911
8700	-18.09283	-16.48168	-1.611151	0.07347113	0.7717275	0.3725791	9.434279	9.560317
8710	-16.56889	-15.36016	-1.208735	0.06541626	0.7457092	0.2955852	10.59595	9.956241
8720	-16.86774	-15.46081	-1.406927	0.07707969	0.7818548	0.2813647	8.992605	9.438639
8730	-19.19777	-16.94582	-2.251949	0.1000005	0.8305052	0.4027412	6.931434	9.228304
8740	-18.93834	-16.57953	-2.35881	0.1133169	0.8501964	0.3378437	6.116893	8.557515
8750	-17.67472	-15.81296	-1.861757	0.09560456	0.8228579	0.2992815	7.250148	9.004846
8760	-17.04549	-15.50537	-1.540123	0.0807636	0.7913652	0.2972803	8.582421	9.374708
8770	-18.40325	-16.84085	-1.562396	0.07920422	0.7874357	0.3142028	8.751392	8.932014
8780	-17.68566	-16.12137	-1.564289	0.08320636	0.7972541	0.2891675	8.33046	9.020556
8790	-17.93434	-16.59474	-1.3396	0.07428832	0.7740961	0.2790964	9.3305	9.135207
8800	-20.23907	-17.82554	-2.413527	0.1150546	0.8524407	0.3439252	6.024504	8.336927
8810	-18.7621	-16.34753	-2.414576	0.1177501	0.8557943	0.3251464	5.886593	8.886906
8820	-19.30028	-18.23655	-1.06373	0.07538412	0.7772019	0.2069413	9.19487	9.791197
8830	-16.83357	-15.7436	-1.089976	0.0621459	0.7335638	0.2813488	11.15355	9.795176
8840	-19.39238	-16.62959	-2.762787	0.1334006	0.8726372	0.3304268	5.195984	8.737728
8850	-16.84914	-15.96219	-0.8869467	0.0632181	0.7376582	0.2244861	10.96438	9.927834
8860	-19.2753	-16.81746	-2.457838	0.1239047	0.8629163	0.2979538	5.594198	8.653745
8870	-16.76833	-15.68693	-1.0814	0.06802121	0.7546911	0.2462496	10.19016	9.670959
8880	-17.55224	-16.06927	-1.48297	0.07088501	0.763922	0.3462447	9.778474	9.829626
8890	-20.08107	-18.68232	-1.398748	0.05790085	0.7161809	0.4192417	11.97128	9.764033
8900	-17.8128	-16.04971	-1.763086	0.08382137	0.7986877	0.3481916	8.269337	9.443171
8910	-16.9681	-16.03128	-0.9368245	0.06161087	0.7314779	0.2441535	11.2504	9.808908
8920	-17.81754	-15.96306	-1.854488	0.09716665	0.8256503	0.2874267	7.133592	8.983288
8930	-18.29223	-16.89877	-1.393461	0.06672558	0.7502966	0.3458135	10.38803	9.393361
8940	-18.85278	-16.43368	-2.419093	0.1087884	0.8440213	0.3950288	6.371515	8.861378
8950	-21.63288	-20.65463	-0.9782478	0.06108199	0.7293874	0.2573516	11.34782	9.12916
8960	-17.39632	-16.21666	-1.179657	0.06589171	0.7473925	0.2842318	10.51949	9.489404
8970	-18.43077	-16.29266	-2.138114	0.0976466	0.8264913	0.3778169	7.098529	9.074592
8980	-16.94767	-15.68404	-1.263638	0.07290458	0.7700584	0.2663893	9.507595	9.847183
8990	-19.99992	-17.05376	-2.946158	0.1303783	0.8696947	0.4232186	5.316432	8.899275
9000	-16.94986	-15.48023	-1.469625	0.07654613	0.7804101	0.3029815	9.055288	9.483188
9010	-20.02037	-17.56975	-2.450619	0.1031055	0.8355328	0.4599317	6.7227	8.84592
9020	-17.45623	-15.72968	-1.726548	0.0848149	0.8009638	0.3286956	8.172469	9.226215
9030	-18.5752	-16.53229	-2.042909	0.1064391	0.8406178	0.2850396	6.512148	9.011643
9040	-18.69483	-17.24145	-1.453377	0.06494091	0.7440061	0.3813381	10.67351	9.597077
9050	-18.2481	-17.13837	-1.109729	0.05497865	0.7030183	0.334099	12.60757	9.949668
9060	-21.48039	-18.78523	-2.695163	0.1158365	0.853429	0.4483036	5.983843	8.212286
9070	-18.3332	-16.96549	-1.367711	0.07786704	0.7839545	0.2660618	8.901676	9.90854
9080	-20.82004	-17.96965	-2.850388	0.1432487	0.8813728	0.2926593	4.838768	8.692954
9090	-20.45566	-17.22806	-3.227598	0.1385172	0.8773294	0.4718308	5.00405	8.615041
9100	-16.72162	-15.82321	-0.898412	0.05879291	0.7199972	0.2494308	11.78964	9.981547
9110	-16.8202	-15.70989	-1.110317	0.05988106	0.7245315	0.3012668	11.5754	9.999003
9120	-19.82207	-17.62648	-2.195592	0.09430568	0.8204697	0.4295689	7.350004	9.409182
9130	-17.26455	-15.92973	-1.334816	0.07587019	0.7785544	0.2685954	9.135962	9.791423
9140	-19.2626	-17.79941	-1.463189	0.08974169	0.8115665	0.2275174	7.723804	9.310327
9150	-16.78786	-15.63647	-1.151383	0.0713856	0.7654708	0.2459029	9.709903	9.704984
9160	-24.04375	-17.57855	-6.465201	0.2872008	0.9408187	0.5124293	2.413458	8.496529
9170	-17.34361	-16.27515	-1.068458	0.07144965	0.7656676	0.2260265	9.701197	9.778499
9180	-21.66087	-17.59921	-4.061657	0.1734127	0.9019895	0.5181152	3.997095	8.411382
9190	-16.83294	-15.87638	-0.9565588	0.06599256	0.7477469	0.2269097	10.50341	9.985291
9200	-17.08304	-15.60028	-1.482762	0.08168695	0.7936285	0.2752612	8.485409	9.375599
9210	-18.26164	-16.39282	-1.868827	0.09230903	0.8166758	0.3232369	7.508986	9.414187
9220	-17.19191	-15.69859	-1.493324	0.0751194	0.7764588	0.3197842	9.227273	9.422871
9230	-22.16887	-18.17559	-3.993277	0.1713481	0.900809	0.5055417	4.045258	8.851891
9240	-18.6611	-16.15609	-2.505014	0.1177083	0.8557434	0.3562384	5.888684	8.718617
9250	-16.53294	-15.34357	-1.18937	0.06526217	0.7451594	0.2908658	10.62096	9.902105
9260	-18.47514	-16.68606	-1.789079	0.09800859	0.8271204	0.264461	7.072311	9.145406
9270	-20.07778	-17.30426	-2.773522	0.1238285	0.8628324	0.4092143	5.597639	8.381827
9280	-18.98845	-16.26752	-2.720937	0.1272851	0.8665406	0.3607928	5.445626	8.701565
9290	-19.49544	-16.79592	-2.699517	0.1223036	0.8611311	0.3925221	5.667432	8.488312
9300	-17.10135	-15.55492	-1.546431	0.08238158	0.795301	0.2890645	8.413862	9.381876
9310	-17.2286	-15.83929	-1.389303	0.07290007	0.770045	0.3020883	9.508183	9.925658
9320	-16.4024	-15.30383	-1.098572	0.06402382	0.7406616	0.2726917	10.8264	9.90668
9330	-17.66032	-16.45903	-1.201292	0.05956579	0.7232312	0.3321748	11.63667	9.872908
9340	-16.81002	-15.83805	-0.9719717	0.06628252	0.7487611	0.2290207	10.45747	9.988307
9350	-19.14878	-18.01638	-1.132398	0.07512055	0.7764621	0.2228938	9.227132	9.170779
9360	-17.77222	-15.84892	-1.923303	0.09283481	0.8176897	0.3375469	7.466457	9.034954
9370	-20.96498	-18.44098	-2.524006	0.1031011	0.8355258	0.495	6.722988	9.176786
9380	-16.54952	-15.32365	-1.225866	0.06805081	0.7547898	0.2843437	10.18573	9.773854
9390	-19.15443	-16.56357	-2.590855	0.1272518	0.8665057	0.317009	5.447054	8.641611
9400	-19.3108	-16.7288	-2.582001	0.1199508	0.858423	0.3668682	5.778598	8.488502
9410	-17.52653	-16.37145	-1.155084	0.07227528	0.7681779	0.2421986	9.590377	9.375935
9420	-18.31212	-17.1543	-1.157823	0.06789308	0.7542627	0.2665301	10.20939	9.263325
9430	-18.96545	-17.34171	-1.623741	0.09125775	0.814616	0.2586841	7.595489	8.795738
9440	-18.23004	-16.31231	-1.917732	0.08946927	0.8110084	0.3605209	7.747321	9.374021
9450	-19.94022	-18.07691	-1.863304	0.100314	0.8310262	0.2712386	6.909777	9.355714
9460	-17.90176	-16.02257	-1.879183	0.09856481	0.8280787	0.2860006	7.0324	8.996839
9470	-16.67871	-15.40061	-1.278097	0.0711004	0.7645907	0.2808167	9.74885	9.824659
9480	-18.40155	-17.43551	-0.9660404	0.07082696	0.7637412	0.2067371	9.786488	9.883367
9490	-21.28683	-18.3488	-2.938027	0.1227035	0.8615813	0.4940399	5.648961	8.372246
9500	-19.94253	-16.91721	-3.025322	0.1318912	0.8711843	0.4436114	5.255448	8.633316
9510	-18.30665	-16.14626	-2.160399	0.09997163	0.830457	0.3677332	6.933439	9.012141
9520	-17.65501	-16.01746	-1.63755	0.08808966	0.8081329	0.2805197	7.868655	9.373862
9530	-16.80017	-15.42093	-1.379236	0.07523157	0.7767742	0.2846266	9.213515	9.499047
9540	-18.12114	-15.97885	-2.142293	0.1063825	0.8405341	0.3152019	6.515613	8.868536
9550	-20.08271	-17.46329	-2.61942	0.1177284	0.8557678	0.3992472	5.887681	8.372278
9560	-17.64821	-15.95379	-1.694422	0.08916179	0.8103747	0.2902565	7.774038	8.981094
9570	-16.57496	-15.58754	-0.9874181	0.06551618	0.7460646	0.2363988	10.57979	9.997904
9580	-20.62611	-17.07718	-3.548925	0.1642188	0.896505	0.3771193	4.220877	8.686197
9590	-16.96918	-15.49493	-1.474252	0.0763641	0.7799132	0.3055647	9.076872	9.489738
9600	-17.17047	-16.01024	-1.160223	0.07245239	0.76871	0.2425332	9.566933	9.841678
9610	-18.87817	-16.39923	-2.478931	0.1156318	0.8531715	0.3627021	5.994435	8.958645
9620	-17.69758	-16.42951	-1.268075	0.07218112	0.7678941	0.2717132	9.602888	9.242023
9630	-18.98531	-17.30874	-1.676577	0.07283893	0.7698635	0.4031426	9.516163	9.908367
9640	-17.65023	-15.9946	-1.655631	0.0789584	0.7868036	0.3467103	8.778638	9.328373
9650	-17.73606	-16.5126	-1.22346	0.06014029	0.7255927	0.3355055	11.5255	9.8361
9660	-17.85135	-15.982	-1.869349	0.08845175	0.8088956	0.3509905	7.836444	9.245483
9670	-21.11544	-19.34107	-1.774377	0.07898201	0.7868644	0.3902294	8.776013	8.548342
9680	-17.72798	-16.3695	-1.358482	0.07946598	0.7881049	0.2548232	8.722565	9.149966
9690	-17.28987	-15.99285	-1.297012	0.0735193	0.7718684	0.2718602	9.428098	9.30326
9700	-17.96345	-16.31302	-1.650424	0.07826572	0.7850035	0.3500167	8.856332	9.17966
9710	-21.26762	-18.99548	-2.27214	0.09875556	0.8284049	0.421957	7.018817	8.304022
9720	-20.55382	-17.72311	-2.830702	0.1417487	0.8801199	0.2962346	4.889971	8.536201
9730	-17.89224	-16.40028	-1.491953	0.07441247	0.7744519	0.3241727	9.314934	9.173808
9740	-17.50452	-15.89566	-1.608854	0.0839724	0.7990369	0.2974708	8.254464	9.514983
9750	-23.23118	-21.50183	-1.729349	0.06937413	0.7591323	0.4574125	9.991436	8.524704
9760	-19.84144	-16.90957	-2.931873	0.1333667	0.872605	0.3915796	5.197302	8.413222
9770	-17.02819	-16.14183	-0.8863652	0.06431693	0.741739	0.2191849	10.77706	9.911691
9780	-23.13203	-20.54304	-2.58899	0.1035748	0.8362677	0.5229517	6.692237	8.159907
9790	-22.70992	-20.51909	-2.190823	0.08146635	0.7930919	0.5614164	8.508386	9.046168
9800	-17.0803	-16.22108	-0.8592213	0.06346113	0.7385706	0.2172245	10.92239	9.928717
9810	-17.76764	-16.06836	-1.699283	0.08491788	0.801197	0.3191565	8.162558	8.995183
9820	-17.65972	-16.12906	-1.53066	0.0822051	0.7948785	0.285609	8.431924	9.043355
9830	-16.65267	-15.47524	-1.177426	0.06323796	0.7377329	0.3000269	10.96094	9.95122
9840	-18.84326	-17.22457	-1.618689	0.08446135	0.8001595	0.2973101	8.206679	8.776548
9850	-19.07336	-17.02426	-2.049102	0.1088297	0.8440798	0.2726239	6.369101	8.704347
9860	-17.53952	-15.9198	-1.619715	0.08123768	0.792533	0.3186862	8.532336	9.599236
9870	-22.43833	-20.12778	-2.31055	0.08802643	0.8079992	0.5505872	7.874307	8.82615
9880	-19.94295	-17.46448	-2.478467	0.1149352	0.8522886	0.3679324	6.030764	9.19954
9890	-17.67997	-16.71377	-0.9662026	0.06950277	0.759547	0.2126631	9.972944	9.767063
9900	-18.47956	-16.33132	-2.148245	0.1000795	0.8306368	0.3624603	6.925965	9.169411
9910	-21.17982	-18.75216	-2.427659	0.1284909	0.8677879	0.2622871	5.394524	8.822107
9920	-18.65698	-16.55335	-2.10363	0.09518127	0.8220863	0.384614	7.282391	9.233715
9930	-21.79918	-19.47007	-2.329107	0.09646822	0.8244123	0.4689088	7.185238	9.70801
9940	-18.12097	-16.00398	-2.11699	0.09960755	0.8298476	0.3548425	6.958781	8.980202
9950	-19.25362	-17.20907	-2.044551	0.0922556	0.8165722	0.3857708	7.513334	9.511256
9960	-17.1492	-15.74843	-1.40077	0.07543807	0.7773527	0.2895505	9.188295	9.301785
9970	-20.66168	-17.45747	-3.204214	0.1460888	0.8836751	0.3925125	4.744698	8.903465
9980	-20.10998	-17.76802	-2.34196	0.1075813	0.8422904	0.3751936	6.443008	9.354609
9990	-18.84743	-17.74885	-1.098587	0.0770231	0.7817024	0.2069574	8.999212	9.514923
10000	-18.40984	-17.54221	-0.8676308	0.05591333	0.7073423	0.2571103	12.39681	9.769038
10010	-18.64182	-16.65767	-1.984149	0.08889006	0.8098112	0.3900436	7.797803	9.339978
10020	-19.44406	-18.55155	-0.8925103	0.05158447	0.6863449	0.2889469	13.43713	9.80997
10030	-20.7852	-19.3859	-1.399301	0.05716167	0.7129489	0.4261048	12.12608	9.580682
10040	-16.56116	-15.33772	-1.223448	0.06853775	0.7564042	0.2807408	10.11336	9.915868
10050	-16.7086	-15.69476	-1.01384	0.05878951	0.7199828	0.2799699	11.79032	9.993801
10060	-18.35383	-16.9744	-1.379428	0.0788668	0.7865672	0.2635467	8.788833	9.858486
10070	-21.01414	-17.54281	-3.471327	0.1555132	0.890716	0.4197655	4.45716	8.260983
10080	-18.51869	-16.87239	-1.646293	0.07935469	0.7878208	0.3406114	8.734798	8.943916
10090	-18.80932	-16.46459	-2.344731	0.1051921	0.8387519	0.395801	6.589346	8.912068
10100	-17.90184	-16.91118	-0.9906587	0.05557134	0.705773	0.2928879	12.47311	9.863794
10110	-17.358	-15.88169	-1.476315	0.07426976	0.7740428	0.3201105	9.332832	9.346137
10120	-18.32789	-17.23636	-1.091523	0.05458003	0.7011403	0.3308582	12.69965	9.933346
10130	-18.34065	-16.72281	-1.617842	0.09038097	0.812864	0.2619919	7.669172	9.384039
10140	-16.92992	-15.69081	-1.239119	0.0708884	0.7639326	0.2712992	9.778005	9.471316
10150	-18.05861	-16.35973	-1.698886	0.0834752	0.7978831	0.3289476	8.303631	8.954104
10160	-17.24237	-15.82388	-1.418492	0.07196778	0.7672488	0.3172505	9.631355	9.910368
10170	-17.23797	-16.10824	-1.129732	0.06898344	0.7578649	0.2532199	10.04802	9.469407
10180	-20.26615	-18.02562	-2.240527	0.0943679	0.8205855	0.4487192	7.345159	8.686208
10190	-17.01375	-15.74978	-1.263965	0.07290858	0.7700702	0.2664538	9.507073	9.407594
10200	-16.88372	-15.78693	-1.096784	0.06892496	0.7576741	0.2453172	10.05655	9.612666
10210	-18.28313	-16.65066	-1.632474	0.08248241	0.7955416	0.3143645	8.403576	9.758754
10220	-17.33759	-15.66294	-1.674657	0.08719214	0.8062173	0.2967221	7.949652	9.132162
10230	-18.93563	-16.80288	-2.132748	0.109067	0.8444155	0.2949197	6.35524	8.622973
10240	-17.42043	-16.32386	-1.096568	0.06838775	0.7559089	0.248076	10.13555	9.462647
10250	-19.97281	-18.35631	-1.616496	0.06969204	0.7601548	0.405851	9.945859	9.103528
10260	-20.04066	-16.83137	-3.209288	0.1512029	0.8876041	0.3539379	4.584219	8.490231
10270	-18.1201	-16.53716	-1.582942	0.07389332	0.7729568	0.3589853	9.380377	9.907706
10280	-18.5273	-16.8992	-1.628098	0.07860166	0.78588	0.3398576	8.81848	8.956064
10290	-16.64989	-15.72055	-0.9293432	0.05924872	0.7219125	0.2547902	11.69894	9.972053
10300	-19.63115	-18.84197	-0.7891814	0.05531996	0.70461	0.240723	12.52979	9.686218
10310	-18.40203	-16.2961	-2.105933	0.1001643	0.8307778	0.3468192	6.920104	8.734459
10320	-20.41996	-18.23573	-2.184227	0.08960964	0.8112964	0.4692175	7.735185	9.399934
10330	-16.58539	-15.61214	-0.973254	0.06520546	0.7449565	0.2346159	10.6302	9.960428
10340	-18.70692	-16.38658	-2.320337	0.1119363	0.8483651	0.3347573	6.192336	9.016872
10350	-20.58156	-18.12175	-2.459807	0.1025465	0.8346491	0.4697156	6.759345	9.24585
10360	-19.17199	-17.70568	-1.46631	0.06712525	0.7516673	0.368805	10.32618	9.23394
10370	-19.47108	-16.94424	-2.526836	0.1134097	0.850318	0.3988714	6.111885	9.078322
10380	-17.75708	-16.90209	-0.854984	0.05538846	0.7049277	0.2567226	12.51429	9.913492
10390	-20.46881	-17.3526	-3.116212	0.1449432	0.8827572	0.368292	4.7822	8.323108
10400	-17.08472	-15.54474	-1.539978	0.07916831	0.7873435	0.3074714	8.755362	9.365856
10410	-19.26671	-17.9255	-1.341217	0.06742214	0.7526767	0.323395	10.2807	9.087346
10420	-16.42379	-15.35439	-1.069401	0.0618612	0.7324575	0.2772893	11.20488	9.978704
10430	-18.595	-17.22485	-1.370141	0.06631362	0.7488695	0.3408088	10.45256	9.302302
10440	-19.36502	-18.42999	-0.935028	0.05767555	0.7152026	0.2649412	12.01804	9.514814
10450	-20.55197	-17.97041	-2.581561	0.1072502	0.8418091	0.4801354	6.462898	9.05393
10460	-16.73872	-15.52049	-1.218227	0.06580296	0.7470798	0.2959656	10.53368	9.757108
10470	-20.63755	-18.62968	-2.007866	0.09129002	0.8146799	0.3795734	7.592804	9.816975
10480	-17.47397	-15.95507	-1.5189	0.07840806	0.7853757	0.3059546	8.840254	9.161841
