Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
4938	0	-17.4188	-16.03334	-1.385461	0.06748874	0.7529021	0.3375472	10.27056	9.688678
4939	1	-20.33934	-17.42858	-2.910763	0.142391	0.8806596	0.3165823	4.867913	8.76675
4940	0	-22.42681	-21.82778	-0.5990335	0.05206448	0.6887996	0.2132745	13.31324	9.744794
4941	1	-17.35046	-15.67408	-1.676378	0.08537082	0.8022163	0.3089456	8.119252	9.144102
4942	0	-18.37322	-16.74916	-1.624055	0.08353143	0.7980142	0.3048666	8.29804	9.737649
4943	1	-17.77631	-16.11273	-1.66358	0.07836978	0.7852757	0.3538697	8.844572	9.557487
4944	0	-16.82863	-15.94956	-0.8790712	0.05779233	0.7157104	0.2499031	11.99376	9.999718
4945	1	-17.91335	-16.19706	-1.716293	0.07967083	0.7886259	0.3628661	8.700137	9.41536
4946	0	-18.63183	-17.31749	-1.314336	0.06611163	0.7481643	0.3236952	10.4845	9.256027
4947	1	-18.61509	-17.27461	-1.340475	0.08396157	0.7990119	0.2275038	8.255529	9.43711
4948	0	-16.59979	-15.34731	-1.252485	0.06814134	0.7550914	0.2914538	10.1722	9.796896
4949	1	-16.90765	-15.58845	-1.319205	0.07646162	0.7801797	0.261137	9.065295	9.542598
4950	0	-17.40107	-15.89298	-1.508088	0.07347793	0.7717474	0.3360441	9.433406	9.738906
4951	1	-17.37357	-15.80576	-1.567805	0.07650611	0.7803011	0.3345216	9.060023	9.456016
4952	0	-19.78906	-17.14738	-2.641678	0.1146235	0.85189	0.4360359	6.047165	8.976674
4953	1	-18.37174	-17.06765	-1.304085	0.08148667	0.7931415	0.2312024	8.506264	9.158052
4954	0	-20.99924	-17.27741	-3.721825	0.1677172	0.8986626	0.4162246	4.132833	8.31246
4955	1	-16.93126	-15.48446	-1.4468	0.07889306	0.786635	0.2817569	8.785908	9.448302
4956	0	-20.35219	-18.4613	-1.890889	0.07966036	0.7885993	0.4321845	8.701281	9.977054
4957	1	-16.89554	-15.84582	-1.049719	0.06354273	0.7388757	0.2623547	10.90836	9.710617
4958	0	-17.9924	-16.26492	-1.727483	0.09486465	0.821505	0.2658181	7.306696	9.079777
4959	1	-16.76513	-15.39994	-1.365191	0.0746567	0.775149	0.2841015	9.284461	9.607827
4960	0	-18.26882	-16.44895	-1.819868	0.08857637	0.8091568	0.3331635	7.825419	9.51915
4961	1	-19.98916	-18.9374	-1.051757	0.064986	0.7441685	0.2549608	10.6661	9.171038
4962	0	-17.96049	-16.2575	-1.702981	0.07878592	0.786358	0.3648549	8.797856	9.372292
4963	1	-18.94404	-16.26446	-2.679578	0.125389	0.8645313	0.3603881	5.527976	8.650543
4964	0	-17.61455	-16.38483	-1.229714	0.06184726	0.7324031	0.3256003	11.2074	9.723739
4965	1	-19.11139	-16.84168	-2.269708	0.1111261	0.8472698	0.3237496	6.237486	8.530714
4966	0	-18.13899	-16.42071	-1.718281	0.07997158	0.7893865	0.3612754	8.667419	9.14958
4967	1	-17.9039	-16.10673	-1.797179	0.08545336	0.802401	0.3480044	8.111409	9.063264
4968	0	-20.89285	-17.64324	-3.249608	0.1369179	0.8759	0.498981	5.062502	8.66436
4969	1	-17.77484	-16.18715	-1.587693	0.07515752	0.7765661	0.3511473	9.222592	9.370802
4970	0	-17.91874	-16.06522	-1.853519	0.08671336	0.8051805	0.3584602	7.993545	9.215432
4971	1	-17.58131	-15.85061	-1.730701	0.0838985	0.7988662	0.3365448	8.261735	9.391169
4972	0	-16.93259	-15.4898	-1.442789	0.07870909	0.7861589	0.2817269	8.806444	9.479544
4973	1	-18.41496	-16.56133	-1.853633	0.08338848	0.7976806	0.3847083	8.312266	9.402251
4974	0	-18.03855	-16.27182	-1.766731	0.08904235	0.8101274	0.312814	7.784466	8.863951
4975	1	-17.58636	-15.75244	-1.833924	0.09082347	0.8137521	0.3221464	7.631807	9.055517
4976	0	-19.52264	-17.15222	-2.370424	0.122371	0.8612072	0.2820456	5.66431	8.737976
4977	1	-17.37601	-15.92698	-1.449025	0.07024431	0.7619123	0.33927	9.867663	9.695991
4978	0	-18.05715	-16.42578	-1.631374	0.09019338	0.812485	0.2666205	7.685122	8.936859
4979	1	-17.36879	-16.47756	-0.8912377	0.05514589	0.7038001	0.2675742	12.56934	9.995987
4980	0	-17.13152	-15.76221	-1.369317	0.07456002	0.7748736	0.2858621	9.296499	9.321919
4981	1	-17.47972	-15.77436	-1.705362	0.08308102	0.7969595	0.3338657	8.343026	9.343849
4982	0	-18.11197	-16.23526	-1.876707	0.0895245	0.8111218	0.3456246	7.742542	8.909108
4983	1	-17.94215	-16.13903	-1.803122	0.08404636	0.7992075	0.3606883	8.2472	9.356766
4984	0	-16.8704	-15.85793	-1.012472	0.0636279	0.7391935	0.2523063	10.89376	9.733383
4985	1	-17.52834	-15.9289	-1.599436	0.08842858	0.808847	0.2680939	7.838498	9.163797
4986	0	-18.48283	-16.64988	-1.832941	0.09099449	0.8140932	0.3206641	7.617463	9.504138
4987	1	-20.1256	-16.7627	-3.362894	0.1489393	0.8858982	0.4330096	4.653889	8.620027
4988	0	-17.70762	-15.78629	-1.921333	0.09494262	0.8216485	0.3221468	7.300696	9.106109
4989	1	-18.66729	-17.03466	-1.632632	0.09122658	0.8145543	0.2611671	7.598083	9.411225
4990	0	-17.68552	-15.86494	-1.820582	0.09409464	0.8200758	0.2965603	7.36649	9.167448
4991	1	-17.05278	-15.59023	-1.462546	0.0744135	0.7744549	0.3147715	9.314804	9.504796
4992	0	-17.61953	-15.84116	-1.778376	0.08567136	0.8028872	0.3399457	8.090769	9.278187
4993	1	-17.08704	-15.9282	-1.158847	0.07156709	0.7660277	0.2467927	9.685278	9.900282
4994	0	-18.57904	-17.31255	-1.26649	0.08154845	0.7932919	0.2223801	8.499821	9.485365
4995	1	-18.15158	-16.16001	-1.991566	0.0924621	0.8169721	0.3642632	7.496555	9.191583
4996	0	-17.50755	-16.07115	-1.436405	0.07189282	0.7670212	0.3234985	9.641397	9.992756
4997	1	-19.91456	-17.69636	-2.218195	0.1011181	0.8323486	0.3802491	6.854831	8.450675
4998	0	-17.45609	-15.91445	-1.541635	0.07575767	0.7782427	0.3310976	9.149531	9.729266
4999	1	-19.27144	-18.19696	-1.074474	0.07360578	0.7721209	0.2172211	9.417022	9.998229
5000	0	-19.05651	-18.24637	-0.8101392	0.06172609	0.7319296	0.2145766	11.2294	9.610976
5001	1	-22.99518	-18.41102	-4.584161	0.2025227	0.9160746	0.4710617	3.422565	8.137016
5002	0	-17.76932	-16.85282	-0.9164959	0.06746246	0.7528132	0.211304	10.27456	9.709074
5003	1	-17.07014	-15.78364	-1.286502	0.06708511	0.7515303	0.3083734	10.33235	9.618596
5004	0	-22.60828	-20.27051	-2.337765	0.09049412	0.8130919	0.5369132	7.659582	9.725671
5005	1	-17.90414	-16.60714	-1.297	0.06108099	0.7293834	0.3539718	11.348	9.899467
5006	0	-17.40777	-15.67108	-1.736689	0.08662155	0.8049804	0.3195572	8.002017	9.260115
5007	1	-16.91142	-15.52039	-1.391026	0.07164084	0.7662534	0.3108041	9.675308	9.711671
5008	0	-17.75096	-15.89121	-1.859752	0.09335083	0.8186743	0.3133133	7.425185	8.928206
5009	1	-21.86919	-18.64803	-3.221163	0.1379027	0.876784	0.4749579	5.026351	9.103167
5010	0	-19.40897	-17.45572	-1.953251	0.09996297	0.8304426	0.298985	6.93404	9.381148
5011	1	-18.59529	-16.17673	-2.418563	0.1177083	0.8557433	0.3267354	5.888687	8.751962
5012	0	-22.2291	-19.21327	-3.015838	0.1245053	0.8635745	0.513984	5.567208	9.211237
5013	1	-17.68357	-15.96791	-1.715657	0.0905025	0.8131087	0.2881699	7.658873	8.969494
5014	0	-16.90213	-16.01808	-0.8840536	0.06240527	0.7345647	0.2277319	11.10719	9.892994
5015	1	-20.66973	-17.69291	-2.976823	0.1290035	0.8683112	0.4493157	5.373087	8.34359
5016	0	-17.46192	-15.72025	-1.741668	0.08698375	0.8057673	0.3186932	7.968697	9.312644
5017	1	-16.8712	-15.6241	-1.247104	0.0644198	0.7421152	0.3137106	10.75985	9.909075
5018	0	-16.69308	-15.622	-1.071077	0.06846818	0.7561747	0.24142	10.12364	9.771373
5019	1	-19.70112	-17.61798	-2.083143	0.107377	0.8419938	0.2908941	6.455266	9.221741
5020	0	-17.33932	-16.30469	-1.034632	0.05837796	0.7182333	0.2883591	11.87344	9.838294
5021	1	-19.62179	-17.14417	-2.477616	0.1134076	0.8503152	0.379731	6.111997	8.444161
5022	0	-17.47641	-15.88806	-1.58835	0.08069271	0.7911895	0.3124381	8.589961	9.138297
5023	1	-17.2602	-16.032	-1.228197	0.07059161	0.7630056	0.2700477	9.819115	9.382694
5024	0	-17.80228	-16.57467	-1.227616	0.05917636	0.7216099	0.343865	11.71325	9.941102
5025	1	-19.98747	-16.94807	-3.039404	0.1353093	0.8744287	0.4184249	5.122685	8.436615
5026	0	-17.95847	-15.96665	-1.991826	0.09683808	0.82507	0.3320477	7.157796	8.874449
5027	1	-18.35947	-17.44312	-0.9163464	0.05613578	0.7083553	0.2686744	12.34769	9.742499
5028	0	-16.71341	-15.43809	-1.275317	0.07202263	0.767415	0.2746102	9.624019	9.79515
5029	1	-20.9758	-18.72943	-2.246371	0.08979251	0.8116703	0.497368	7.719432	8.974174
5030	0	-16.9023	-15.9538	-0.9485006	0.0644992	0.7424049	0.2323356	10.7466	9.795588
5031	1	-18.54253	-16.1419	-2.400626	0.1157553	0.853327	0.3345065	5.98804	8.713768
5032	0	-17.6778	-16.55629	-1.121503	0.07220309	0.7679604	0.2345594	9.599966	9.941411
5033	1	-19.18533	-16.81075	-2.374581	0.1042059	0.8372459	0.4164174	6.651705	8.99198
5034	0	-18.99813	-16.32095	-2.677178	0.1250631	0.86418	0.3620192	5.542381	8.798755
5035	1	-19.25667	-17.48693	-1.769742	0.07727905	0.78239	0.4027181	8.969406	9.082197
5036	0	-18.5712	-17.78681	-0.7843867	0.06418671	0.7412613	0.1984824	10.79892	9.767066
5037	1	-20.95544	-18.9461	-2.009334	0.09367062	0.8192794	0.3614054	7.399836	8.3488
5038	0	-19.61084	-18.72692	-0.883926	0.07075897	0.7635291	0.1907143	9.795891	9.865053
5039	1	-16.56527	-15.32713	-1.238134	0.07000116	0.7611415	0.2761833	9.901938	9.809413
5040	0	-17.53299	-16.16844	-1.364551	0.08079193	0.7914353	0.2492615	8.579411	9.233787
5041	1	-18.64758	-16.96181	-1.685764	0.081459	0.793074	0.3388508	8.509154	9.843378
5042	0	-17.08625	-15.67987	-1.406383	0.07895259	0.7867886	0.2702548	8.779283	9.300015
5043	1	-17.92086	-16.50672	-1.414141	0.07456593	0.7748904	0.2989295	9.295762	9.122186
5044	0	-21.88576	-17.71816	-4.167601	0.1856537	0.90845	0.4442508	3.733549	8.772428
5045	1	-20.07295	-18.47144	-1.601509	0.0962016	0.8239352	0.2277999	7.205153	9.207358
5046	0	-18.64074	-16.81998	-1.820768	0.1006618	0.8316007	0.2580316	6.885904	8.999615
5047	1	-17.39248	-16.33103	-1.061443	0.06789544	0.7542706	0.242029	10.20904	9.509207
5048	0	-22.40423	-20.29722	-2.10701	0.08140862	0.7929511	0.5169133	8.51442	8.684634
5049	1	-18.12643	-16.19546	-1.930973	0.08924357	0.8105436	0.3670802	7.766914	9.091018
5050	0	-17.0947	-16.11566	-0.9790434	0.0675323	0.7530494	0.2246095	10.26393	9.974039
5051	1	-21.69507	-19.30456	-2.390509	0.09340046	0.8187685	0.5321405	7.42124	9.208796
5052	0	-17.40406	-15.79192	-1.612146	0.08297697	0.7967144	0.3048228	8.353488	9.511379
5053	1	-16.8926	-15.62261	-1.269988	0.06504712	0.7443884	0.3167279	10.65608	9.949414
5054	0	-17.12907	-15.74395	-1.385121	0.07218981	0.7679204	0.3053958	9.601731	9.42334
5055	1	-17.50882	-16.14099	-1.36783	0.06789357	0.7542644	0.3288112	10.20932	9.52977
5056	0	-16.71718	-15.41473	-1.30245	0.06956637	0.7597516	0.29726	9.963826	9.851792
5057	1	-23.39283	-21.71714	-1.675691	0.07007061	0.7613621	0.4271555	9.892124	8.419978
5058	0	-18.89562	-16.28381	-2.611813	0.1196639	0.8580857	0.380278	5.792452	8.758432
5059	1	-18.50611	-16.94003	-1.56608	0.06970032	0.7601813	0.3858293	9.944677	9.974878
5060	0	-19.00327	-18.06013	-0.9431347	0.05139519	0.6853678	0.3051745	13.48662	9.908651
5061	1	-22.78244	-18.1144	-4.668035	0.1962957	0.9134126	0.5846423	3.531138	8.440024
5062	0	-18.47773	-16.62537	-1.852359	0.0868133	0.8053977	0.3572861	7.984343	8.873251
5063	1	-16.63213	-15.35225	-1.279883	0.07098059	0.7642192	0.2820349	9.765306	9.778606
5064	0	-17.92929	-16.48029	-1.448999	0.07980574	0.7889677	0.2769612	8.685431	9.032732
5065	1	-19.19633	-17.37725	-1.819082	0.07841965	0.785406	0.412969	8.838947	9.704702
5066	0	-17.94155	-16.27413	-1.66742	0.08634749	0.804381	0.2999099	8.027416	8.914832
5067	1	-17.05573	-15.9137	-1.142032	0.06303688	0.7369741	0.2908317	10.9959	9.706058
5068	0	-18.27201	-16.61189	-1.66013	0.07474808	0.7754088	0.3808216	9.273111	9.609757
5069	1	-16.4227	-15.28225	-1.140454	0.06720764	0.7519482	0.2657786	10.31352	9.856726
5070	0	-17.60876	-16.40782	-1.200941	0.07676437	0.7810032	0.2305245	9.029543	9.555902
5071	1	-18.25684	-16.50124	-1.7556	0.09252039	0.8170847	0.2873423	7.491831	9.382319
5072	0	-18.05229	-16.33532	-1.716969	0.09444913	0.8207365	0.2653674	7.338842	8.96786
5073	1	-17.79547	-16.17427	-1.621194	0.09025915	0.812618	0.263552	7.679523	9.051904
5074	0	-21.93665	-18.10421	-3.832438	0.1724446	0.9014394	0.4205332	4.019536	8.17833
5075	1	-16.53772	-15.3413	-1.196421	0.06617299	0.7483789	0.2873169	10.47478	9.835399
5076	0	-17.10036	-15.81566	-1.284698	0.0665983	0.7498573	0.311014	10.40788	9.638786
5077	1	-17.87198	-15.92516	-1.946817	0.09981215	0.8301906	0.2980197	6.944517	8.96808
5078	0	-18.1397	-16.80636	-1.333335	0.06468341	0.7430748	0.3400554	10.716	9.4954
5079	1	-17.12323	-16.22238	-0.9008501	0.06454597	0.7425753	0.2213046	10.73881	9.830429
5080	0	-21.46969	-18.79102	-2.678671	0.1192266	0.8575684	0.4103621	5.813695	8.162565
5081	1	-16.73065	-15.57822	-1.15243	0.06908931	0.7582096	0.258452	10.03263	9.61146
5082	0	-17.7457	-16.20343	-1.542274	0.08733425	0.806523	0.2591474	7.936716	9.328268
5083	1	-19.42705	-18.13765	-1.289401	0.05593564	0.7074442	0.3918197	12.39187	9.899811
5084	0	-21.9613	-18.9033	-3.058	0.1247277	0.8638165	0.5335947	5.557285	9.044711
5085	1	-16.97039	-15.79638	-1.174016	0.06117078	0.7297404	0.3124134	11.33134	9.951293
5086	0	-18.78099	-16.78157	-1.999424	0.09139069	0.8148789	0.3755795	7.58444	8.795417
5087	1	-18.85996	-16.42771	-2.432251	0.1159009	0.8535099	0.3441892	5.980516	8.582841
5088	0	-22.81819	-17.75118	-5.067013	0.2318401	0.926687	0.4098243	2.989764	8.454862
5089	1	-18.39333	-17.38689	-1.006442	0.05260419	0.6915205	0.3168842	13.17665	9.991694
5090	0	-19.84302	-18.67546	-1.167565	0.05293197	0.693153	0.3697042	13.09506	9.795185
5091	1	-18.25905	-16.55583	-1.703219	0.08635268	0.8043924	0.3108067	8.026933	9.613452
5092	0	-20.53317	-18.69695	-1.836228	0.07615121	0.7793294	0.4408282	9.102247	8.936451
5093	1	-20.26467	-17.37292	-2.891748	0.1295422	0.8688568	0.4079805	5.350742	9.009461
5094	0	-18.04184	-16.40014	-1.641699	0.07871652	0.7861782	0.3436728	8.805613	9.101279
5095	1	-18.93909	-17.1747	-1.764384	0.08551512	0.802539	0.3363355	8.105552	9.758364
5096	0	-17.09359	-16.10661	-0.9869852	0.06275823	0.735916	0.2505381	11.04472	9.712507
5097	1	-18.97571	-17.62626	-1.349452	0.05875587	0.7198405	0.3919003	11.79707	9.942971
5098	0	-16.90081	-15.44901	-1.4518	0.07663516	0.7806524	0.297067	9.044767	9.499533
5099	1	-20.52907	-17.08066	-3.448412	0.1523114	0.8884212	0.4390982	4.550856	8.75593
5100	0	-18.86979	-17.65903	-1.210759	0.06030273	0.726254	0.3301312	11.49446	9.463431
5101	1	-17.53673	-16.19369	-1.343037	0.08058769	0.7909287	0.2450156	8.601154	9.279616
5102	0	-22.66653	-18.58581	-4.080715	0.1835743	0.9074132	0.4256547	3.77584	8.126006
5103	1	-16.36996	-15.26724	-1.102718	0.06599213	0.7477454	0.2626232	10.50348	9.917883
5104	0	-16.83603	-15.59323	-1.242801	0.06598586	0.7477234	0.3021541	10.50448	9.737831
5105	1	-18.9299	-17.46954	-1.46036	0.06859375	0.7565886	0.3553689	10.10511	9.18666
5106	0	-23.28383	-17.82791	-5.455918	0.2341592	0.9274131	0.5756045	2.960154	8.349588
5107	1	-17.1392	-15.64644	-1.492755	0.07514671	0.7765357	0.3194172	9.223919	9.644239
5108	0	-17.73893	-16.01405	-1.724878	0.08232272	0.7951602	0.3459679	8.419877	9.47543
5109	1	-18.12343	-16.96343	-1.159997	0.05872378	0.7197046	0.3244833	11.80352	9.714898
5110	0	-18.9173	-17.06288	-1.854421	0.1004529	0.8312562	0.268048	6.900218	8.7308
5111	1	-19.65284	-17.38093	-2.271904	0.09681328	0.825026	0.4396078	7.159629	9.167017
5112	0	-21.82641	-17.66247	-4.163937	0.1787284	0.9049035	0.5126947	3.878216	8.333798
5113	1	-17.07086	-15.62282	-1.448048	0.07565389	0.7779544	0.3021815	9.162082	9.364434
5114	0	-20.79932	-17.88781	-2.911513	0.1351287	0.8742613	0.3696069	5.129533	9.036768
5115	1	-18.38239	-16.71313	-1.669259	0.08015418	0.7898458	0.3426614	8.647674	8.96653
5116	0	-19.15627	-17.22897	-1.927295	0.08751108	0.8069022	0.3794283	7.920679	9.643798
5117	1	-17.55219	-16.01911	-1.533087	0.0809019	0.7917071	0.2943308	8.567749	9.659525
5118	0	-18.19577	-16.30019	-1.895576	0.09960109	0.8298368	0.2844046	6.959233	9.121632
5119	1	-17.83775	-15.96611	-1.871637	0.09686629	0.82512	0.294268	7.155711	8.91455
5120	0	-17.79914	-16.03077	-1.768365	0.09274498	0.8175172	0.2896498	7.47369	9.259819
5121	1	-20.28063	-17.49439	-2.786236	0.1191186	0.8574402	0.4580121	5.818964	8.968576
5122	0	-17.45124	-15.92746	-1.523785	0.07451316	0.7747398	0.3339434	9.302346	9.401585
5123	1	-18.95439	-17.18409	-1.770298	0.0785272	0.7856863	0.3924097	8.826842	9.802431
5124	0	-17.71786	-16.46875	-1.24911	0.07648875	0.7802537	0.2433194	9.06208	9.765451
5125	1	-18.7315	-16.68601	-2.045491	0.09233742	0.8167309	0.3854637	7.506677	9.338293
5126	0	-17.70056	-15.96805	-1.732508	0.08940587	0.810878	0.2999669	7.752815	8.953799
5127	1	-18.60078	-16.15576	-2.445016	0.1180831	0.8561982	0.332836	5.869994	8.771906
5128	0	-17.38571	-16.4618	-0.9239026	0.06649874	0.7495126	0.2172731	10.42346	9.758688
5129	1	-18.26563	-16.64955	-1.616082	0.07273996	0.7695692	0.3802753	9.529111	9.705031
5130	0	-17.48117	-16.13161	-1.349561	0.07214634	0.7677891	0.294999	9.607517	9.283314
5131	1	-20.23032	-18.04554	-2.184787	0.09281347	0.8176487	0.4386237	7.468175	8.656277
5132	0	-17.69094	-15.99359	-1.697358	0.08059728	0.7909526	0.3491285	8.600131	9.312944
5133	1	-17.22264	-15.59485	-1.627797	0.08234502	0.7952136	0.3138112	8.417597	9.307986
5134	0	-18.01283	-16.33096	-1.681874	0.09215656	0.8163798	0.2689883	7.521409	9.270125
5135	1	-20.59535	-17.78332	-2.812027	0.1323815	0.8716598	0.3546918	5.235983	9.031492
5136	0	-16.8366	-15.43592	-1.400674	0.07417982	0.7737842	0.2973571	9.344147	9.543384
5137	1	-17.87152	-15.99031	-1.881212	0.09743034	0.8261133	0.2935643	7.114285	8.905206
5138	0	-18.72628	-17.41333	-1.312955	0.07282868	0.769833	0.2803073	9.517503	9.037433
5139	1	-18.0995	-16.89796	-1.201533	0.06177639	0.7321264	0.3170289	11.22026	9.542582
5140	0	-19.0007	-16.93562	-2.065079	0.09326572	0.8185126	0.3854211	7.431961	8.749356
5141	1	-18.61299	-16.76854	-1.844448	0.08160991	0.7934414	0.3958526	8.493419	9.311204
5142	0	-17.00363	-15.65992	-1.343707	0.06786653	0.7541738	0.3211585	10.21339	9.86457
5143	1	-16.7708	-15.4462	-1.324603	0.07424774	0.7739795	0.2751789	9.3356	9.675423
5144	0	-16.7336	-15.48128	-1.252323	0.07292413	0.7701163	0.2632829	9.505046	9.560775
5145	1	-18.06748	-16.0122	-2.055285	0.1023718	0.8343711	0.3146031	6.770878	9.051758
5146	0	-17.02751	-16.01642	-1.011085	0.05995082	0.7248178	0.2724033	11.56193	9.823794
5147	1	-16.60741	-15.5727	-1.03471	0.06704898	0.7514068	0.2399153	10.33792	9.893682
5148	0	-19.2034	-18.26749	-0.9359123	0.07208547	0.7676052	0.1953151	9.61563	9.742287
5149	1	-18.48159	-16.43293	-2.04866	0.09597504	0.8235279	0.3579617	7.222161	8.769467
5150	0	-23.62428	-19.37853	-4.245747	0.2039133	0.9166469	0.3260554	3.399225	8.446655
5151	1	-18.75881	-17.67807	-1.08074	0.05803	0.716739	0.3042039	11.94463	9.557496
5152	0	-18.59202	-17.26955	-1.322478	0.06096778	0.7289321	0.3639793	11.36907	9.676835
5153	1	-18.68839	-16.65522	-2.033169	0.09086998	0.813845	0.3927856	7.6279	9.279669
5154	0	-17.51047	-15.9274	-1.583071	0.07643102	0.7800962	0.3402091	9.068925	9.398783
5155	1	-16.99311	-15.76884	-1.224268	0.06645786	0.7493708	0.2936499	10.42988	9.604564
5156	0	-18.80255	-16.20043	-2.602115	0.121749	0.860502	0.3603081	5.693249	8.746935
5157	1	-16.7043	-15.44449	-1.25981	0.07096036	0.7641564	0.2765486	9.76809	9.861875
5158	0	-17.99116	-16.30538	-1.685778	0.09322963	0.818444	0.2639612	7.434838	8.993705
5159	1	-16.79674	-15.4229	-1.373839	0.07582016	0.7784159	0.2795808	9.141991	9.546291
5160	0	-17.41103	-15.80067	-1.610362	0.0832806	0.7974281	0.3023254	8.323033	9.50557
5161	1	-19.05584	-16.6052	-2.450638	0.1195638	0.8579676	0.3243591	5.797299	8.557025
5162	0	-17.59084	-16.14035	-1.450484	0.06908667	0.758201	0.3482152	10.03301	9.922722
5163	1	-17.91638	-16.1587	-1.757676	0.08438469	0.7999842	0.3421979	8.214135	9.034939
5164	0	-21.35264	-18.94824	-2.404403	0.09790949	0.8269486	0.4903504	7.079469	9.462497
5165	1	-17.41886	-16.11021	-1.308649	0.06771439	0.7536631	0.3110972	10.23634	9.474519
5166	0	-17.13611	-15.95674	-1.179373	0.06192749	0.7327158	0.3090883	11.19288	9.805207
5167	1	-18.84216	-16.42381	-2.418342	0.1202517	0.8587751	0.3095002	5.764138	8.725131
5168	0	-18.00922	-16.54411	-1.465113	0.06930943	0.7589233	0.3516804	10.00076	9.437578
5169	1	-17.26784	-15.75128	-1.51656	0.08181954	0.7939497	0.2839237	8.471658	9.1719
5170	0	-18.42133	-17.05907	-1.362262	0.07696085	0.7815345	0.2697534	9.00649	9.014496
5171	1	-18.05261	-16.2768	-1.775805	0.09365083	0.8192421	0.2862573	7.401399	9.294658
5172	0	-18.53897	-16.4993	-2.039677	0.09201835	0.8161107	0.3858329	7.532706	8.982489
5173	1	-18.5536	-16.11303	-2.44057	0.1164153	0.8541525	0.3432965	5.954089	8.740669
5174	0	-17.17398	-15.63601	-1.537969	0.07715183	0.7820487	0.3202695	8.984196	9.433064
5175	1	-25.46478	-22.52719	-2.937593	0.108555	0.8436895	0.666748	6.385214	9.578571
5176	0	-16.93954	-16.01186	-0.9276778	0.06509594	0.7445638	0.2246845	10.64809	9.855231
5177	1	-18.14248	-16.59135	-1.551124	0.07310797	0.7706602	0.3535867	9.481143	9.994416
5178	0	-23.22209	-19.8058	-3.41629	0.1370939	0.8760589	0.5872879	5.056002	8.210271
5179	1	-19.8935	-16.9054	-2.988102	0.1430295	0.8811914	0.3374352	4.846182	8.726612
5180	0	-18.01641	-16.06341	-1.952996	0.09776115	0.8266909	0.3132058	7.090211	9.184738
5181	1	-18.20855	-16.50621	-1.702339	0.08048378	0.7906701	0.3517177	8.612259	9.04679
5182	0	-19.09679	-17.24604	-1.850745	0.0834185	0.7977507	0.3833548	8.309275	8.865552
5183	1	-18.10161	-16.62322	-1.478389	0.0675732	0.7531875	0.3697552	10.25772	9.693298
5184	0	-20.00991	-18.08967	-1.920245	0.08021339	0.7899943	0.4398674	8.641291	9.767009
5185	1	-19.36291	-17.40496	-1.957949	0.08735416	0.8065658	0.3925445	7.934907	8.761069
5186	0	-20.83658	-17.32517	-3.511416	0.150554	0.8871203	0.4854221	4.603977	8.641968
5187	1	-17.89308	-16.38376	-1.509319	0.07334332	0.7713529	0.3374204	9.45072	9.989491
5188	0	-17.58454	-16.03601	-1.548525	0.07492657	0.7759147	0.3393184	9.25102	9.76601
5189	1	-16.9889	-15.6673	-1.321605	0.06684461	0.7507063	0.3210246	10.36953	9.877261
5190	0	-17.71115	-16.32145	-1.389696	0.06907507	0.7581633	0.3277589	10.03469	9.40329
5191	1	-18.63052	-16.9507	-1.679816	0.07880494	0.7864072	0.3563562	8.795732	9.893561
5192	0	-17.93081	-16.8156	-1.115208	0.0687383	0.7570634	0.2508706	10.08386	9.344743
5193	1	-17.21482	-15.97823	-1.236592	0.06762891	0.7533753	0.2899945	10.24927	9.483748
5194	0	-17.87929	-16.29379	-1.585492	0.07887616	0.7865913	0.3237902	8.78779	9.073813
5195	1	-19.2632	-17.94702	-1.316178	0.05815958	0.7172971	0.3839017	11.91802	9.744974
5196	0	-16.51336	-15.36576	-1.147606	0.06881296	0.7573081	0.258721	10.07292	9.832466
5197	1	-17.31472	-16.20479	-1.109934	0.06386996	0.7400929	0.2767098	10.85248	9.582595
5198	0	-17.24599	-16.15944	-1.086546	0.06270324	0.7357062	0.2770888	11.05441	9.64648
5199	1	-17.70075	-16.08924	-1.611504	0.0898518	0.8117912	0.2632767	7.714338	9.128579
5200	0	-17.27087	-16.29996	-0.9709084	0.05834136	0.7180767	0.2707674	11.88089	9.841228
5201	1	-17.17512	-16.13214	-1.042974	0.05865385	0.7194082	0.2890775	11.81759	9.871671
5202	0	-18.13227	-16.72445	-1.40782	0.08457726	0.8004238	0.240194	8.195432	9.423003
5203	1	-19.01066	-16.30768	-2.702983	0.1245569	0.8636306	0.3754946	5.564906	8.763912
5204	0	-16.97615	-15.64125	-1.334892	0.07377313	0.7726081	0.2808392	9.395659	9.392594
5205	1	-20.06885	-16.75927	-3.309587	0.1540764	0.889698	0.3681327	4.498724	8.647703
5206	0	-18.66113	-16.29058	-2.370545	0.1080771	0.8430058	0.3820329	6.413453	8.895293
5207	1	-19.87752	-18.63825	-1.239268	0.0830548	0.7968978	0.2096	8.345661	9.114371
5208	0	-17.17004	-15.63093	-1.539117	0.07834868	0.7852206	0.3125968	8.846954	9.329321
5209	1	-16.4309	-15.30482	-1.126076	0.06445429	0.7422411	0.2777472	10.75409	9.897379
5210	0	-18.46236	-16.39714	-2.065221	0.1051882	0.838746	0.2993113	6.58959	9.076535
5211	1	-17.58052	-15.7876	-1.792918	0.09336571	0.8187026	0.2929652	7.424001	9.065345
