Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
5251	1	-22.3646	-20.3221	-2.042506	0.0787124	0	1	0.7861675	0.2565792	8.806074	8.671292
5252	0	-23.14886	-20.92107	-2.227791	0.07099851	0	1	0.7642748	0.3637296	9.762841	8.51304
5253	1	-18.33427	-15.85894	-2.475334	0.09243761	0	1	0.8169248	0.295603	7.49854	9.217358
5254	0	-17.31721	-15.44634	-1.870871	0.0633981	0	1	0.7383345	0.2990982	10.93325	9.962091
5255	1	-19.11514	-16.83134	-2.283802	0.07068964	0	1	0.7633125	0.3872134	9.805499	9.730765
5256	0	-17.66614	-15.83297	-1.83317	0.07159258	0	1	0.7661058	0.2420595	9.681829	9.811017
5257	1	-18.22647	-16.22264	-2.003831	0.07733604	0	1	0.7825425	0.2541612	8.962797	9.227936
5258	0	-18.09712	-15.74107	-2.356057	0.08706698	0	1	0.8059472	0.2940368	7.96108	9.085263
5259	1	-19.88796	-17.94197	-1.945986	0.06854882	0	1	0.7564406	0.2890467	10.11173	9.073145
5260	0	-18.71762	-16.00182	-2.715806	0.09922837	0	1	0.8292085	0.3255087	6.985373	9.130125
5261	1	-20.08512	-16.88858	-3.196542	0.1169765	0	1	0.8548472	0.3612286	5.925525	9.069423
5262	0	-18.99222	-16.64726	-2.344955	0.07502947	0	1	0.7762054	0.3754171	9.238332	9.77465
5263	1	-23.40776	-21.55415	-1.853609	0.0840125	0	1	0.7991294	0.1898194	8.250524	9.007941
5264	0	-21.7617	-18.66886	-3.092845	0.09685016	0	1	0.8250914	0.4991438	7.156902	8.761078
5265	1	-18.86579	-16.10668	-2.75911	0.1004486	0	1	0.8312491	0.3312256	6.900513	9.142445
5266	0	-19.76004	-16.91229	-2.847754	0.09563737	0	1	0.8229174	0.4008306	7.24766	8.790261
5267	1	-18.88942	-16.59973	-2.289682	0.0891541	0	1	0.8103587	0.2632335	7.774709	8.924245
5268	0	-17.6125	-15.79742	-1.815072	0.06064576	0	1	0.7276412	0.2998783	11.42944	9.903667
5269	1	-17.94857	-15.97297	-1.975598	0.06386668	0	1	0.7400807	0.3288349	10.85303	9.834817
5270	0	-21.44821	-17.74175	-3.706467	0.1287266	0	1	0.8680291	0.4687639	5.384646	8.395103
5271	1	-19.34075	-17.44312	-1.897622	0.05702084	0	1	0.7123259	0.3517245	12.15603	9.794722
5272	0	-17.10134	-15.29531	-1.806036	0.06683029	0	1	0.7506571	0.260631	10.37175	9.890916
5273	1	-19.13054	-16.41201	-2.718529	0.09174153	0	1	0.8155694	0.3825975	7.555435	9.192789
5274	0	-19.71093	-17.68965	-2.021277	0.06937497	0	1	0.7591351	0.3062336	9.991315	9.062759
5275	1	-22.93006	-17.40972	-5.520343	0.2194776	0	1	0.9225576	0.4191552	3.158168	8.452131
5276	0	-23.75944	-17.35664	-6.402795	0.2523113	0	1	0.9326352	0.5046996	2.74719	8.46949
5277	1	-19.15972	-17.72215	-1.437564	0.05673827	0	1	0.7110685	0.2233602	12.21657	9.85564
5278	0	-22.26268	-18.46937	-3.793311	0.1542694	0	1	0.8898358	0.2973546	4.493095	8.450434
5279	1	-18.89131	-16.22541	-2.665904	0.09658729	0	1	0.8246246	0.327514	7.176381	9.26714
5280	0	-18.8887	-16.12771	-2.760989	0.09661768	0	1	0.8246787	0.3599523	7.174123	8.907103
5281	1	-19.46946	-16.29141	-3.178058	0.120893	0	1	0.8595199	0.3263329	5.733558	8.794007
5282	0	-17.50377	-15.49297	-2.0108	0.07017493	0	1	0.7616929	0.2979413	9.877418	9.606091
5283	1	-19.24004	-16.57076	-2.669281	0.09146628	0	1	0.8150281	0.3663451	7.578171	9.405887
5284	0	-18.71325	-15.97609	-2.737163	0.09686393	0	1	0.8251158	0.3496456	7.155885	9.083634
5285	1	-20.83776	-17.35703	-3.480738	0.1225739	0	1	0.8614357	0.426209	5.654933	8.411135
5286	0	-18.12218	-16.19056	-1.931616	0.07131493	0	1	0.7652533	0.2686801	9.719524	9.325925
5287	1	-18.08504	-15.91735	-2.16769	0.07550013	0	1	0.7775261	0.3113091	9.180742	9.825432
5288	0	-18.25955	-15.89749	-2.362058	0.08116807	0	1	0.7923623	0.3352513	8.539654	9.213459
5289	1	-18.10401	-16.15854	-1.945466	0.07710851	0	1	0.7819323	0.240912	8.989243	9.609601
5290	0	-20.68447	-17.93803	-2.746445	0.09709139	0	1	0.8255177	0.3512068	7.139121	9.579038
5291	1	-18.29078	-16.33921	-1.951566	0.07404291	0	1	0.7733895	0.2586781	9.361425	9.941765
5292	0	-17.43495	-15.41858	-2.016369	0.07443	0	1	0.7745021	0.2737384	9.312739	9.548408
5293	1	-23.51206	-18.81103	-4.701022	0.1645219	0	1	0.8966955	0.5929321	4.213101	8.360929
5294	0	-19.0229	-17.30749	-1.71541	0.05480634	0	1	0.702209	0.3072393	12.64721	9.835876
5295	1	-20.34198	-17.26093	-3.08105	0.10192	0	1	0.8336477	0.4429765	6.800894	8.919334
5296	0	-18.90029	-16.78611	-2.114186	0.07364671	0	1	0.7722402	0.3069275	9.411787	9.089909
5297	1	-18.05421	-15.94357	-2.11064	0.07840612	0	1	0.7853706	0.2764612	8.840473	9.188564
5298	0	-18.15717	-16.40629	-1.750882	0.07133139	0	1	0.765304	0.2241776	9.717281	9.820637
5299	1	-17.2001	-15.33009	-1.870002	0.06667454	0	1	0.7501206	0.2787669	10.39598	9.792244
5300	0	-19.71296	-17.72161	-1.991348	0.05973012	0	1	0.7239103	0.3647029	11.60465	9.597374
5301	1	-18.65968	-16.98863	-1.671047	0.05773267	0	1	0.7154512	0.2762117	12.00615	9.722033
5302	0	-17.75749	-15.73734	-2.020157	0.07277536	0	1	0.7696745	0.2845964	9.524477	9.381944
5303	1	-18.642	-16.20082	-2.441183	0.08558474	0	1	0.8026943	0.3303935	8.098958	8.958372
5304	0	-17.50581	-15.57746	-1.928351	0.06456316	0	1	0.7426379	0.309058	10.73595	9.883137
5305	1	-18.10249	-16.09716	-2.005327	0.07255141	0	1	0.7690065	0.2817427	9.553876	9.286535
5306	0	-19.28974	-16.37721	-2.912524	0.1057049	0	1	0.8395243	0.3453907	6.557381	9.120433
5307	1	-20.88112	-18.88029	-2.000828	0.05941461	0	1	0.7226038	0.37065	11.66627	9.322747
5308	0	-20.64097	-17.82195	-2.819024	0.09148745	0	1	0.8150698	0.4253317	7.576418	8.688669
5309	1	-20.22073	-17.82065	-2.400077	0.07511036	0	1	0.7764334	0.3960115	9.228383	9.004857
5310	0	-17.4969	-15.50281	-1.994095	0.06937121	0	1	0.7591229	0.2980457	9.991857	9.629414
5311	1	-19.1852	-16.82781	-2.357395	0.08021247	0	1	0.789992	0.3405273	8.641389	8.932416
5312	0	-17.94799	-16.16942	-1.778578	0.07119701	0	1	0.7648895	0.2311313	9.735622	9.845981
5313	1	-18.20256	-15.8414	-2.361163	0.08258782	0	1	0.7957927	0.3250107	8.39285	9.150994
5314	0	-19.36757	-16.97669	-2.39088	0.07443024	0	1	0.7745028	0.3980904	9.31271	9.639062
5315	1	-17.51878	-15.45123	-2.067551	0.07467771	0	1	0.7752088	0.2866033	9.281849	9.473861
5316	0	-20.46695	-16.69146	-3.775484	0.1395859	0	1	0.8782663	0.398889	4.965741	8.472939
5317	1	-23.50094	-19.43307	-4.06787	0.1589692	0	1	0.8930898	0.3541621	4.360261	8.982672
5318	0	-19.43104	-16.99115	-2.439895	0.08581138	0	1	0.8031984	0.3283849	8.077567	9.717533
5319	1	-19.14629	-16.67714	-2.469147	0.09736623	0	1	0.826001	0.2646069	7.118969	9.165171
5320	0	-19.61921	-17.65071	-1.968497	0.05658794	0	1	0.7103957	0.3810419	12.24903	9.970764
5321	1	-20.71139	-17.73411	-2.977284	0.1050109	0	1	0.8384772	0.373965	6.600715	9.391976
5322	0	-19.52281	-16.77844	-2.744372	0.09363069	0	1	0.8192041	0.3771857	7.402991	8.760457
5323	1	-18.41541	-16.10667	-2.308743	0.08720234	0	1	0.8062392	0.2796442	7.948723	9.428666
5324	0	-18.60225	-16.31291	-2.28934	0.07521292	0	1	0.7767219	0.3537289	9.215799	9.315511
5325	1	-19.27036	-17.32975	-1.940611	0.05713931	0	1	0.7128501	0.3662523	12.13083	9.934554
5326	0	-20.20587	-16.56424	-3.641629	0.13331	0	1	0.872551	0.3986168	5.199512	8.762224
5327	1	-17.66345	-15.50476	-2.158692	0.07922549	0	1	0.7874902	0.2850702	8.749042	9.360465
5328	0	-18.7108	-16.48096	-2.229846	0.07588962	0	1	0.7786082	0.3285461	9.133623	9.115479
5329	1	-18.07905	-16.39801	-1.681043	0.06071843	0	1	0.7279335	0.2618588	11.41576	9.708449
5330	0	-27.15315	-18.97964	-8.173509	0.3332017	0	1	0.9489891	0.5328211	2.080263	8.166775
5331	1	-18.36843	-16.68372	-1.684715	0.06107797	0	1	0.7293714	0.2608248	11.34856	9.636002
5332	0	-19.00557	-17.32674	-1.678831	0.05560444	0	1	0.7059255	0.2912297	12.46568	9.770689
5333	1	-18.31518	-15.88205	-2.433135	0.08774918	0	1	0.8074105	0.3130323	7.899187	9.004188
5334	0	-18.60788	-16.05634	-2.551538	0.0878914	0	1	0.8077129	0.3513179	7.886405	9.060384
5335	1	-18.58056	-16.31428	-2.266288	0.07285092	0	1	0.7698991	0.3634349	9.514597	9.686058
5336	0	-18.65002	-17.11575	-1.534276	0.05898045	0	1	0.720788	0.2346087	11.75215	9.765125
5337	1	-17.71183	-15.69482	-2.017012	0.06667653	0	1	0.7501275	0.3229006	10.39567	9.916534
5338	0	-17.24028	-15.33405	-1.90623	0.06700157	0	1	0.7512446	0.2870524	10.34524	9.811154
5339	1	-19.67071	-17.31928	-2.351427	0.09074937	0	1	0.8136039	0.2706792	7.638039	8.748604
5340	0	-18.83685	-16.21286	-2.623988	0.09477592	0	1	0.8213414	0.3263766	7.313537	8.801652
5341	1	-22.58047	-20.26176	-2.318708	0.06754965	0	1	0.753108	0.4285953	10.2613	8.788012
5342	0	-19.82172	-17.14201	-2.679717	0.08558628	0	1	0.8026978	0.4193832	8.098811	9.223415
5343	1	-18.55339	-16.40119	-2.152197	0.07566579	0	1	0.7779875	0.3054474	9.160641	9.114516
5344	0	-19.4615	-16.72262	-2.738881	0.09912891	0	1	0.82904	0.3338111	6.992382	8.631325
5345	1	-18.81851	-16.51656	-2.301946	0.07461776	0	1	0.7750382	0.3627689	9.289306	9.84282
5346	0	-17.61674	-15.95039	-1.666352	0.06192347	0	1	0.7327002	0.2515254	11.19361	9.785133
5347	1	-18.36666	-16.18771	-2.178946	0.07411984	0	1	0.7736114	0.3241905	9.35171	9.247964
5348	0	-20.31543	-18.10694	-2.20849	0.08330949	0	1	0.7974958	0.2747527	8.320147	9.874965
5349	1	-17.65338	-15.67663	-1.976744	0.07605427	0	1	0.7790627	0.2541898	9.113849	9.545083
5350	0	-18.32099	-15.88414	-2.436854	0.09152457	0	1	0.815143	0.2900089	7.573345	9.240615
5351	1	-18.62972	-16.13778	-2.491932	0.08872346	0	1	0.8094642	0.3251965	7.812445	8.911343
5352	0	-18.70233	-16.07311	-2.629224	0.091725	0	1	0.8155369	0.3500334	7.556796	8.960377
5353	1	-19.09075	-17.31858	-1.772163	0.07170593	0	1	0.7664522	0.2271867	9.666525	9.317499
5354	0	-19.35924	-16.27766	-3.081581	0.1099681	0	1	0.8456773	0.3736308	6.303168	8.729292
5355	1	-18.42499	-16.21245	-2.212541	0.07125851	0	1	0.7650794	0.3562539	9.727219	9.64668
5356	0	-22.57288	-17.96093	-4.611948	0.1697455	0	1	0.8998729	0.4854904	4.083449	8.841411
5357	1	-20.86455	-18.1867	-2.677856	0.1110207	0	1	0.8471262	0.2440097	6.243408	8.827266
5358	0	-19.40174	-16.48585	-2.915889	0.09960838	0	1	0.829849	0.3944168	6.958723	8.975955
5359	1	-19.73926	-17.18608	-2.553181	0.080352	0	1	0.7903412	0.4129476	8.626384	9.520933
5360	0	-19.81597	-17.40132	-2.414656	0.07879341	0	1	0.7863774	0.3716187	8.797019	9.964358
5361	1	-18.24871	-16.21961	-2.029107	0.06582245	0	1	0.7471485	0.332807	10.53056	9.62091
5362	0	-18.05353	-15.79536	-2.258168	0.08435997	0	1	0.7999277	0.2823812	8.216542	9.122162
5363	1	-18.62156	-16.63625	-1.985319	0.07779051	0	1	0.7837521	0.247105	8.910434	9.168242
5364	0	-17.40503	-15.51321	-1.891821	0.06475037	0	1	0.7433176	0.2967905	10.70491	9.816213
5365	1	-18.75844	-16.42123	-2.337211	0.07559008	0	1	0.7777768	0.3681159	9.169817	9.685759
5366	0	-17.74405	-15.61855	-2.125507	0.07625989	0	1	0.7796278	0.2936769	9.089276	9.700425
5367	1	-17.30468	-15.55592	-1.748755	0.06135857	0	1	0.7304843	0.2764235	11.29666	9.901428
5368	0	-19.86339	-17.0486	-2.814788	0.09496248	0	1	0.821685	0.3934263	7.299169	9.385877
5369	1	-18.00921	-15.68574	-2.323477	0.08169929	0	1	0.7936584	0.3189476	8.484127	9.456434
5370	0	-22.44767	-20.41914	-2.028528	0.06430884	0	1	0.7417094	0.3434711	10.77841	8.807987
5371	1	-19.01992	-16.33893	-2.680988	0.1032779	0	1	0.8358035	0.2884843	6.711478	9.0545
5372	0	-19.0712	-16.64151	-2.429686	0.09626793	0	1	0.8240542	0.2603664	7.200188	9.149537
5373	1	-21.35019	-18.59777	-2.752428	0.09010306	0	1	0.812302	0.4097923	7.692826	9.806545
5374	0	-22.25157	-18.97362	-3.277948	0.1050689	0	1	0.8385653	0.5045135	6.597071	8.471374
5375	1	-19.70832	-16.51897	-3.189343	0.1135487	0	1	0.8504997	0.3856959	6.104403	8.972945
5376	0	-20.43484	-18.16784	-2.267003	0.0661123	0	1	0.7481666	0.4196028	10.48439	9.460115
5377	1	-18.70785	-16.08449	-2.623361	0.09575779	0	1	0.8231356	0.3194465	7.238546	8.82842
5378	0	-17.22783	-15.3512	-1.876627	0.06617257	0	1	0.7483774	0.2836251	10.47484	9.806723
5379	1	-17.31802	-15.58914	-1.728882	0.06567607	0	1	0.7466315	0.2472609	10.55403	9.77574
5380	0	-18.95672	-16.35641	-2.600307	0.08993269	0	1	0.811956	0.3532387	7.707399	8.883395
5381	1	-18.20687	-16.11705	-2.089819	0.08032515	0	1	0.7902741	0.2599601	8.629267	9.171912
5382	0	-21.86181	-19.82124	-2.040573	0.06723327	0	1	0.7520354	0.3267161	10.30959	8.805878
5383	1	-17.18274	-15.33575	-1.846993	0.06837536	0	1	0.7558679	0.2627692	10.13738	9.777626
5384	0	-17.80826	-15.6667	-2.141564	0.07249593	0	1	0.7688405	0.3232444	9.561187	9.687725
5385	1	-17.56695	-15.6529	-1.914054	0.06374879	0	1	0.7396433	0.3099816	10.8731	9.873195
5386	0	-17.29325	-15.35261	-1.94064	0.07126333	0	1	0.7650943	0.2714128	9.726561	9.675587
5387	1	-17.56088	-15.52619	-2.034695	0.07657428	0	1	0.7804868	0.2663997	9.051958	9.488569
5388	0	-17.54355	-15.52408	-2.019471	0.07070397	0	1	0.7633573	0.297181	9.803511	9.562103
5389	1	-17.82185	-15.68406	-2.137791	0.07257619	0	1	0.7690806	0.321479	9.550613	9.754749
5390	0	-19.07413	-16.14903	-2.925103	0.106232	0	1	0.8403108	0.3458724	6.524846	8.732081
5391	1	-18.45662	-16.07094	-2.385688	0.08545182	0	1	0.8023976	0.3134403	8.111555	9.522866
5392	0	-19.3884	-17.09245	-2.295949	0.08695613	0	1	0.8057075	0.2775356	7.971229	9.624928
5393	1	-18.31429	-16.81365	-1.500642	0.05491519	0	1	0.7027206	0.247287	12.62214	9.988879
5394	0	-19.02129	-16.43314	-2.58815	0.0881864	0	1	0.8083373	0.3621447	7.860024	9.445426
5395	1	-18.63971	-16.65325	-1.986462	0.0652667	0	1	0.7451756	0.3226961	10.62023	9.451197
5396	0	-18.35062	-16.29618	-2.054445	0.07596334	0	1	0.7788119	0.2752587	9.124759	9.160336
5397	1	-18.96719	-16.57806	-2.389132	0.07996623	0	1	0.789373	0.3533492	8.667998	9.043952
5398	0	-17.51334	-15.81327	-1.700064	0.05814808	0	1	0.7172477	0.2818486	11.92038	9.992547
5399	1	-21.10189	-19.05825	-2.043645	0.05778606	0	1	0.7156832	0.4004676	11.99506	9.488686
5400	0	-21.29124	-16.93831	-4.352932	0.1631761	0	1	0.8958441	0.430758	4.247847	8.41141
5401	1	-21.09028	-18.33572	-2.754555	0.08508888	0	1	0.801583	0.456769	8.146155	8.880617
5402	0	-22.74415	-19.88154	-2.862604	0.1003498	0	1	0.8310856	0.368113	6.907309	9.754088
5403	1	-17.8615	-15.77579	-2.08571	0.07131779	0	1	0.7652621	0.3134233	9.719134	9.933425
5404	0	-17.03757	-15.29084	-1.746722	0.06333781	0	1	0.7381084	0.2645159	10.94365	9.947418
5405	1	-20.96502	-18.16184	-2.803185	0.1144075	0	1	0.8516126	0.2574094	6.058583	8.967147
5406	0	-20.10102	-17.68257	-2.418452	0.0725449	0	1	0.768987	0.4259229	9.554734	9.802075
5407	1	-17.38469	-15.40083	-1.983866	0.07326695	0	1	0.7711285	0.2716051	9.46057	9.591027
5408	0	-18.26693	-15.94008	-2.326846	0.08121397	0	1	0.7924749	0.3233367	8.534827	9.131691
5409	1	-18.90233	-17.1637	-1.73863	0.05752285	0	1	0.7145361	0.296843	12.04994	9.689677
5410	0	-17.63901	-15.60968	-2.029328	0.06806585	0	1	0.75484	0.3174052	10.18348	9.812195
5411	1	-20.80065	-17.12975	-3.670898	0.1317546	0	1	0.8710513	0.4242298	5.260894	8.910175
5412	0	-17.50299	-15.61272	-1.890274	0.06978218	0	1	0.7604433	0.2663216	9.933011	9.987576
5413	1	-18.93836	-16.84167	-2.096699	0.08195396	0	1	0.7942744	0.2528622	8.457764	9.023904
5414	0	-20.3383	-17.11504	-3.223262	0.1090214	0	1	0.844351	0.4392368	6.357902	8.76401
5415	1	-21.3325	-17.58849	-3.744014	0.1380661	0	1	0.8769295	0.3992003	5.020402	8.984411
5416	0	-18.64659	-17.02167	-1.624918	0.06234901	0	1	0.7343482	0.2391475	11.11721	9.601516
5417	1	-18.31635	-15.81001	-2.506341	0.09023256	0	1	0.8125643	0.3195185	7.681785	9.273126
5418	0	-17.87788	-15.69397	-2.183914	0.08217973	0	1	0.7948176	0.2745874	8.434528	9.438732
5419	1	-18.13151	-15.81431	-2.317204	0.08785409	0	1	0.8076336	0.2781468	7.889754	9.276671
5420	0	-18.23366	-15.86955	-2.364105	0.08100042	0	1	0.7919501	0.3371354	8.557329	9.481567
5421	1	-18.54298	-16.11539	-2.427594	0.0940398	0	1	0.8199732	0.2724019	7.370786	9.131194
5422	0	-19.05937	-16.33725	-2.722121	0.09786991	0	1	0.8268799	0.337151	7.082332	9.265143
5423	1	-18.72806	-16.19563	-2.532422	0.09033445	0	1	0.8127701	0.3272532	7.673121	9.41033
5424	0	-17.51332	-15.51246	-2.000863	0.07488314	0	1	0.7757918	0.2669473	9.256385	9.483329
5425	1	-18.83372	-16.90517	-1.928556	0.06931329	0	1	0.7589358	0.2794817	10.00021	9.22725
5426	0	-20.1988	-17.70966	-2.489134	0.07931515	0	1	0.7877198	0.3959451	8.739152	9.939615
5427	1	-18.36356	-15.96935	-2.394212	0.08267978	0	1	0.7960112	0.3352767	8.383515	9.130994
5428	0	-22.07173	-19.25111	-2.82062	0.08916173	0	1	0.8103745	0.4475629	7.774044	8.457128
5429	1	-17.60766	-16.03163	-1.57603	0.05822524	0	1	0.7175792	0.2485635	11.90458	9.959056
5430	0	-19.91843	-18.03416	-1.884277	0.05355996	0	1	0.6962396	0.3735091	12.94152	9.982625
5431	1	-19.47331	-16.83538	-2.637931	0.08792587	0	1	0.807786	0.3827389	7.883313	8.884962
5432	0	-21.4224	-19.16892	-2.253486	0.08439539	0	1	0.8000087	0.2808511	8.213093	9.967348
5433	1	-17.62493	-15.58033	-2.044603	0.06935854	0	1	0.759082	0.3135701	9.993682	9.869651
5434	0	-19.63279	-16.77347	-2.859315	0.09764507	0	1	0.8264886	0.3885788	7.09864	9.268945
5435	1	-20.60533	-17.59398	-3.011343	0.1064339	0	1	0.8406101	0.3754126	6.512467	9.344625
5436	0	-19.27969	-16.60936	-2.670333	0.08887831	0	1	0.8097868	0.3874336	7.798834	9.006368
5437	1	-19.61398	-16.68595	-2.928027	0.102491	0	1	0.8345608	0.3755449	6.763008	9.210856
5438	0	-18.78633	-16.7767	-2.009632	0.08226669	0	1	0.7950261	0.2302446	8.425612	9.301225
5439	1	-18.42516	-16.33863	-2.086529	0.07446374	0	1	0.7745986	0.2934235	9.308519	9.998327
5440	0	-17.08315	-15.26395	-1.819206	0.0656819	0	1	0.7466522	0.2706007	10.55309	9.88813
5441	1	-19.84432	-17.6582	-2.186126	0.06400252	0	1	0.740583	0.4047222	10.83	9.709265
5442	0	-17.20487	-15.31688	-1.887994	0.06609226	0	1	0.7480965	0.2873567	10.48757	9.872582
5443	1	-19.73544	-16.91048	-2.824959	0.1003928	0	1	0.8311568	0.3541898	6.904349	9.336945
5444	0	-18.6696	-16.52906	-2.140537	0.07546262	0	1	0.7774213	0.3032111	9.185306	9.091502
5445	1	-17.85509	-15.63555	-2.219539	0.08294524	0	1	0.7966395	0.2799609	8.356684	9.391072
5446	0	-17.94951	-15.7175	-2.232006	0.08164538	0	1	0.7935276	0.2914009	8.48973	9.176053
5447	1	-19.04355	-16.45491	-2.588648	0.1017352	0	1	0.8333501	0.2717918	6.813247	8.895971
5448	0	-20.16444	-17.14728	-3.017164	0.1205641	0	1	0.8591389	0.2797802	5.749201	8.704397
5449	1	-17.8346	-15.80294	-2.031661	0.07800652	0	1	0.7843226	0.2576422	8.88576	9.581452
5450	0	-18.11928	-16.1858	-1.933482	0.06121745	0	1	0.7299256	0.3335042	11.32271	9.914301
5451	1	-23.62599	-19.12627	-4.499721	0.1681526	0	1	0.8989248	0.4488709	4.122133	8.039518
5452	0	-19.50173	-17.65112	-1.850608	0.07072993	0	1	0.7634385	0.2508682	9.799913	9.158682
5453	1	-18.06657	-16.05244	-2.014128	0.07448751	0	1	0.7746666	0.2727925	9.305549	9.900774
5454	0	-19.19539	-16.08658	-3.108811	0.1146051	0	1	0.8518665	0.3479646	6.048136	8.808859
5455	1	-17.95666	-15.74132	-2.215339	0.0754465	0	1	0.7773763	0.3268733	9.187268	9.447368
5456	0	-18.64977	-16.32757	-2.322208	0.08655752	0	1	0.8048407	0.2873401	8.007938	9.527299
5457	1	-17.60136	-15.76987	-1.831487	0.06798152	0	1	0.7545585	0.2608974	10.19611	9.565837
5458	0	-26.74379	-19.13557	-7.608218	0.2969251	0	1	0.9427569	0.653723	2.334418	8.789774
5459	1	-21.18711	-18.57048	-2.616633	0.07686869	0	1	0.7812856	0.4737541	9.017289	9.457697
5460	0	-18.74976	-16.0673	-2.682461	0.09282834	0	1	0.8176773	0.3606302	7.466978	9.074264
5461	1	-17.87072	-15.55868	-2.312043	0.08358204	0	1	0.7981321	0.3029723	8.293016	9.303974
5462	0	-18.29398	-16.04874	-2.245243	0.07814144	0	1	0.7846775	0.3180759	8.870417	9.755074
5463	1	-18.98483	-16.03186	-2.952972	0.1070386	0	1	0.8415	0.3496114	6.475673	8.815298
5464	0	-21.35067	-18.59478	-2.755891	0.09136395	0	1	0.8148261	0.4003572	7.58666	9.790386
5465	1	-22.76779	-19.70983	-3.057957	0.09132751	0	1	0.8147541	0.5419623	7.589686	9.388168
5466	0	-20.7006	-17.71786	-2.98274	0.09555187	0	1	0.8227622	0.459592	7.254146	8.983124
5467	1	-19.62348	-16.41355	-3.209931	0.1149998	0	1	0.8523708	0.3817803	6.027379	8.923014
5468	0	-20.10229	-16.8661	-3.236188	0.1204946	0	1	0.8590582	0.3488013	5.752515	9.015051
5469	1	-19.74086	-16.31491	-3.425949	0.1254849	0	1	0.8646344	0.3793162	5.523751	8.670182
5470	0	-18.43764	-16.19823	-2.239407	0.08793721	0	1	0.8078101	0.2568747	7.882297	9.26357
5471	1	-17.2914	-15.43435	-1.857046	0.06309221	0	1	0.7371833	0.2969125	10.98626	9.966698
5472	0	-20.58045	-17.32546	-3.254987	0.1173096	0	1	0.8552565	0.3802723	5.908699	9.143429
5473	1	-21.13154	-19.06161	-2.069925	0.06644709	0	1	0.7493334	0.3421078	10.43157	8.934654
5474	0	-19.619	-16.38603	-3.232971	0.1165505	0	1	0.8543204	0.3780322	5.947182	8.636889
5475	1	-18.46849	-16.45903	-2.009467	0.06859984	0	1	0.7566086	0.3076573	10.10421	9.333257
5476	0	-20.21462	-17.40587	-2.808753	0.0982728	0	1	0.8275769	0.3645317	7.053296	8.522189
5477	1	-19.20707	-16.30762	-2.899455	0.1059591	0	1	0.8399045	0.3390723	6.541651	9.098539
5478	0	-17.73826	-15.89476	-1.843502	0.06853779	0	1	0.7564043	0.2609526	10.11336	9.509986
5479	1	-21.05192	-17.56938	-3.482537	0.1195115	0	1	0.8579058	0.455645	5.799838	9.009851
5480	0	-17.80815	-15.58042	-2.227725	0.07812819	0	1	0.7846427	0.3126402	8.871922	9.386237
5481	1	-18.29725	-16.03883	-2.258417	0.08355946	0	1	0.7980795	0.2872906	8.295256	9.039769
5482	0	-18.84951	-16.97907	-1.87044	0.05914742	0	1	0.7214888	0.3271897	11.71898	9.694043
5483	1	-22.31235	-19.79978	-2.512568	0.0692923	0	1	0.7588679	0.5013947	10.00323	9.364019
5484	0	-18.10364	-16.5038	-1.599846	0.05730981	0	1	0.7136018	0.2595474	12.09474	9.872042
5485	1	-17.31881	-15.4059	-1.912917	0.06519643	0	1	0.7449241	0.3002625	10.63167	9.976236
5486	0	-18.18449	-16.40777	-1.776726	0.067013	0	1	0.7512837	0.2521234	10.34347	9.473465
5487	1	-20.08281	-17.92553	-2.157281	0.08738595	0	1	0.806634	0.2394058	7.932021	9.538811
5488	0	-18.39408	-15.8445	-2.549583	0.08935523	0	1	0.8107738	0.3399077	7.757209	9.193792
5489	1	-17.31337	-15.41434	-1.899031	0.06976696	0	1	0.7603946	0.2687509	9.935178	9.640676
5490	0	-18.74146	-15.9464	-2.795061	0.1004845	0	1	0.8313084	0.3430887	6.898048	8.896053
5491	1	-18.16094	-16.01142	-2.149521	0.08181601	0	1	0.7939412	0.2673594	8.472023	9.141658
5492	0	-18.51328	-16.30439	-2.208889	0.07046341	0	1	0.7626031	0.360995	9.836981	9.742552
5493	1	-17.52427	-15.76884	-1.755426	0.06603554	0	1	0.7478977	0.2519827	10.49658	9.668544
5494	0	-18.80053	-15.94812	-2.852404	0.105181	0	1	0.8387351	0.3288733	6.590041	8.841079
5495	1	-20.19544	-17.61992	-2.575521	0.09059458	0	1	0.8132937	0.3397851	7.651089	9.688125
5496	0	-17.35373	-15.47508	-1.878648	0.07046181	0	1	0.7625981	0.2594741	9.837204	9.845373
5497	1	-17.94077	-15.94898	-1.991785	0.06394258	0	1	0.7403616	0.3336632	10.84015	9.931854
5498	0	-22.35433	-18.22064	-4.133685	0.1475943	0	1	0.8848599	0.4815191	4.696301	8.967653
5499	1	-18.96772	-16.10908	-2.858635	0.1075288	0	1	0.8422144	0.3148456	6.446151	8.970944
5500	0	-19.40125	-16.75654	-2.644704	0.09531606	0	1	0.8223327	0.329411	7.272093	8.668193
5501	1	-19.18173	-16.48912	-2.692613	0.0924788	0	1	0.8170044	0.3670222	7.495201	9.353078
5502	0	-18.57773	-15.85978	-2.717953	0.1007554	0	1	0.8317546	0.3158076	6.879506	8.97771
5503	1	-20.08099	-17.85649	-2.224494	0.07632321	0	1	0.7798013	0.3237995	9.081736	8.825418
5504	0	-18.49795	-16.28525	-2.212709	0.07206478	0	1	0.7675426	0.3502694	9.61839	9.913284
