Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
25350	-17.60876	-16.40782	-1.200941	0.07676437	0.7810032	0.2305245	9.029543	9.555902
25360	-18.05229	-16.33532	-1.716969	0.09444913	0.8207365	0.2653674	7.338842	8.96786
25370	-21.93665	-18.10421	-3.832438	0.1724446	0.9014394	0.4205332	4.019536	8.17833
25380	-17.10036	-15.81566	-1.284698	0.0665983	0.7498573	0.311014	10.40788	9.638786
25390	-18.1397	-16.80636	-1.333335	0.06468341	0.7430748	0.3400554	10.716	9.4954
25400	-21.46969	-18.79102	-2.678671	0.1192266	0.8575684	0.4103621	5.813695	8.162565
25410	-17.7457	-16.20343	-1.542274	0.08733425	0.806523	0.2591474	7.936716	9.328268
25420	-21.9613	-18.9033	-3.058	0.1247277	0.8638165	0.5335947	5.557285	9.044711
25430	-18.78099	-16.78157	-1.999424	0.09139069	0.8148789	0.3755795	7.58444	8.795417
25440	-22.81819	-17.75118	-5.067013	0.2318401	0.926687	0.4098243	2.989764	8.454862
25450	-19.84302	-18.67546	-1.167565	0.05293197	0.693153	0.3697042	13.09506	9.795185
25460	-20.53317	-18.69695	-1.836228	0.07615121	0.7793294	0.4408282	9.102247	8.936451
25470	-18.04184	-16.40014	-1.641699	0.07871652	0.7861782	0.3436728	8.805613	9.101279
25480	-17.09359	-16.10661	-0.9869852	0.06275823	0.735916	0.2505381	11.04472	9.712507
25490	-16.90081	-15.44901	-1.4518	0.07663516	0.7806524	0.297067	9.044767	9.499533
25500	-18.86979	-17.65903	-1.210759	0.06030273	0.726254	0.3301312	11.49446	9.463431
25510	-22.66653	-18.58581	-4.080715	0.1835743	0.9074132	0.4256547	3.77584	8.126006
25520	-16.83603	-15.59323	-1.242801	0.06598586	0.7477234	0.3021541	10.50448	9.737831
25530	-23.28383	-17.82791	-5.455918	0.2341592	0.9274131	0.5756045	2.960154	8.349588
25540	-17.73893	-16.01405	-1.724878	0.08232272	0.7951602	0.3459679	8.419877	9.47543
25550	-18.9173	-17.06288	-1.854421	0.1004529	0.8312562	0.268048	6.900218	8.7308
25560	-21.82641	-17.66247	-4.163937	0.1787284	0.9049035	0.5126947	3.878216	8.333798
25570	-20.79932	-17.88781	-2.911513	0.1351287	0.8742613	0.3696069	5.129533	9.036768
25580	-19.15627	-17.22897	-1.927295	0.08751108	0.8069022	0.3794283	7.920679	9.643798
25590	-18.19577	-16.30019	-1.895576	0.09960109	0.8298368	0.2844046	6.959233	9.121632
25600	-17.79914	-16.03077	-1.768365	0.09274498	0.8175172	0.2896498	7.47369	9.259819
25610	-17.45124	-15.92746	-1.523785	0.07451316	0.7747398	0.3339434	9.302346	9.401585
25620	-17.71786	-16.46875	-1.24911	0.07648875	0.7802537	0.2433194	9.06208	9.765451
25630	-17.70056	-15.96805	-1.732508	0.08940587	0.810878	0.2999669	7.752815	8.953799
25640	-17.38571	-16.4618	-0.9239026	0.06649874	0.7495126	0.2172731	10.42346	9.758688
25650	-17.48117	-16.13161	-1.349561	0.07214634	0.7677891	0.294999	9.607517	9.283314
25660	-17.69094	-15.99359	-1.697358	0.08059728	0.7909526	0.3491285	8.600131	9.312944
25670	-18.01283	-16.33096	-1.681874	0.09215656	0.8163798	0.2689883	7.521409	9.270125
25680	-16.8366	-15.43592	-1.400674	0.07417982	0.7737842	0.2973571	9.344147	9.543384
25690	-18.72628	-17.41333	-1.312955	0.07282868	0.769833	0.2803073	9.517503	9.037433
25700	-19.0007	-16.93562	-2.065079	0.09326572	0.8185126	0.3854211	7.431961	8.749356
25710	-17.00363	-15.65992	-1.343707	0.06786653	0.7541738	0.3211585	10.21339	9.86457
25720	-16.7336	-15.48128	-1.252323	0.07292413	0.7701163	0.2632829	9.505046	9.560775
25730	-17.02751	-16.01642	-1.011085	0.05995082	0.7248178	0.2724033	11.56193	9.823794
25740	-19.2034	-18.26749	-0.9359123	0.07208547	0.7676052	0.1953151	9.61563	9.742287
25750	-23.62428	-19.37853	-4.245747	0.2039133	0.9166469	0.3260554	3.399225	8.446655
25760	-18.59202	-17.26955	-1.322478	0.06096778	0.7289321	0.3639793	11.36907	9.676835
25770	-17.51047	-15.9274	-1.583071	0.07643102	0.7800962	0.3402091	9.068925	9.398783
25780	-18.80255	-16.20043	-2.602115	0.121749	0.860502	0.3603081	5.693249	8.746935
25790	-17.99116	-16.30538	-1.685778	0.09322963	0.818444	0.2639612	7.434838	8.993705
25800	-17.41103	-15.80067	-1.610362	0.0832806	0.7974281	0.3023254	8.323033	9.50557
25810	-17.59084	-16.14035	-1.450484	0.06908667	0.758201	0.3482152	10.03301	9.922722
25820	-21.35264	-18.94824	-2.404403	0.09790949	0.8269486	0.4903504	7.079469	9.462497
25830	-17.13611	-15.95674	-1.179373	0.06192749	0.7327158	0.3090883	11.19288	9.805207
25840	-18.00922	-16.54411	-1.465113	0.06930943	0.7589233	0.3516804	10.00076	9.437578
25850	-18.42133	-17.05907	-1.362262	0.07696085	0.7815345	0.2697534	9.00649	9.014496
25860	-18.53897	-16.4993	-2.039677	0.09201835	0.8161107	0.3858329	7.532706	8.982489
25870	-17.17398	-15.63601	-1.537969	0.07715183	0.7820487	0.3202695	8.984196	9.433064
25880	-16.93954	-16.01186	-0.9276778	0.06509594	0.7445638	0.2246845	10.64809	9.855231
25890	-23.22209	-19.8058	-3.41629	0.1370939	0.8760589	0.5872879	5.056002	8.210271
25900	-18.01641	-16.06341	-1.952996	0.09776115	0.8266909	0.3132058	7.090211	9.184738
25910	-19.09679	-17.24604	-1.850745	0.0834185	0.7977507	0.3833548	8.309275	8.865552
25920	-20.00991	-18.08967	-1.920245	0.08021339	0.7899943	0.4398674	8.641291	9.767009
25930	-20.83658	-17.32517	-3.511416	0.150554	0.8871203	0.4854221	4.603977	8.641968
25940	-17.58454	-16.03601	-1.548525	0.07492657	0.7759147	0.3393184	9.25102	9.76601
25950	-17.71115	-16.32145	-1.389696	0.06907507	0.7581633	0.3277589	10.03469	9.40329
25960	-17.93081	-16.8156	-1.115208	0.0687383	0.7570634	0.2508706	10.08386	9.344743
25970	-17.87929	-16.29379	-1.585492	0.07887616	0.7865913	0.3237902	8.78779	9.073813
25980	-16.51336	-15.36576	-1.147606	0.06881296	0.7573081	0.258721	10.07292	9.832466
25990	-17.24599	-16.15944	-1.086546	0.06270324	0.7357062	0.2770888	11.05441	9.64648
26000	-17.27087	-16.29996	-0.9709084	0.05834136	0.7180767	0.2707674	11.88089	9.841228
26010	-18.13227	-16.72445	-1.40782	0.08457726	0.8004238	0.240194	8.195432	9.423003
26020	-16.97615	-15.64125	-1.334892	0.07377313	0.7726081	0.2808392	9.395659	9.392594
26030	-18.66113	-16.29058	-2.370545	0.1080771	0.8430058	0.3820329	6.413453	8.895293
26040	-17.17004	-15.63093	-1.539117	0.07834868	0.7852206	0.3125968	8.846954	9.329321
26050	-18.46236	-16.39714	-2.065221	0.1051882	0.838746	0.2993113	6.58959	9.076535
26060	-16.6412	-15.57734	-1.063859	0.0671496	0.7517504	0.2464847	10.32243	9.746756
26070	-17.98394	-16.14375	-1.840188	0.0856882	0.8029247	0.3614922	8.089179	9.323305
26080	-18.70839	-17.59316	-1.115233	0.05419891	0.6993254	0.3415476	12.78895	9.898122
26090	-18.06229	-16.26837	-1.793929	0.0968682	0.8251233	0.2722558	7.15557	8.935108
26100	-17.34139	-15.98832	-1.353066	0.0656817	0.7466515	0.3395616	10.55312	9.98764
26110	-18.44112	-16.67492	-1.766199	0.08605383	0.8037349	0.3331167	8.054809	8.829179
26120	-17.05811	-16.0585	-0.9996153	0.06545604	0.7458508	0.2396054	10.58951	9.67308
26130	-18.62731	-17.10754	-1.519764	0.06647079	0.7494157	0.3944962	10.42785	9.926579
26140	-19.8516	-19.14707	-0.7045286	0.05541823	0.7050656	0.2207231	12.50757	9.762956
26150	-18.79491	-17.62449	-1.17042	0.05867369	0.7194924	0.3282318	11.81359	9.557474
26160	-16.68894	-15.39127	-1.297678	0.06930403	0.7589058	0.2974964	10.00154	9.808397
26170	-16.8886	-15.65927	-1.229328	0.0684863	0.7562345	0.2827052	10.12096	9.552497
26180	-16.62156	-15.53661	-1.08495	0.0607757	0.7281634	0.2881972	11.40501	9.969842
26190	-17.79332	-16.47123	-1.322095	0.06366427	0.739329	0.3436057	10.88754	9.70222
26200	-18.02014	-16.36023	-1.659907	0.08109332	0.7921787	0.3327738	8.547525	9.016606
26210	-18.5263	-16.76323	-1.763066	0.07891011	0.786679	0.3864295	8.784009	9.625697
26220	-17.19944	-15.66925	-1.530188	0.0828298	0.7963667	0.2817151	8.368331	9.206433
26230	-20.05415	-17.03925	-3.014896	0.1342337	0.8734253	0.417721	5.163733	8.412179
26240	-18.86625	-17.68026	-1.185987	0.06532214	0.7453736	0.289515	10.61121	9.227355
26250	-16.78429	-15.66625	-1.118033	0.06107476	0.7293586	0.2960067	11.34916	9.921702
26260	-17.7998	-16.08514	-1.71466	0.08208299	0.7945852	0.3441972	8.444468	9.138366
26270	-17.56805	-15.75047	-1.817584	0.08907866	0.8102026	0.3288796	7.781294	9.131339
26280	-19.7797	-16.98984	-2.789855	0.1301325	0.8694495	0.3638714	5.326471	8.939334
26290	-16.90598	-15.53427	-1.371708	0.07325203	0.7710846	0.2946109	9.462498	9.787557
26300	-18.13658	-16.8012	-1.335384	0.06546581	0.7458856	0.3351421	10.58793	9.439058
26310	-18.79033	-16.71656	-2.07377	0.1081873	0.843164	0.2832676	6.406917	9.010549
26320	-16.96881	-16.08006	-0.888752	0.05729971	0.7135574	0.2549857	12.09687	9.980065
26330	-16.7769	-15.51751	-1.259393	0.06559775	0.7463541	0.3097496	10.56663	9.975989
26340	-18.26616	-16.00769	-2.258474	0.1098724	0.8455443	0.3287633	6.308653	8.853785
26350	-19.64003	-18.14715	-1.492883	0.08091484	0.7917391	0.2826547	8.566379	9.993973
26360	-18.47533	-16.70594	-1.769394	0.08163431	0.7935007	0.3670396	8.49088	9.688286
26370	-16.51192	-15.32681	-1.185113	0.06842352	0.7560272	0.2708381	10.13025	9.743457
26380	-20.07645	-17.5512	-2.525249	0.1116729	0.8480107	0.4131899	6.206943	9.215137
26390	-17.3518	-16.1524	-1.199391	0.06123469	0.7299939	0.3200082	11.31952	9.821564
26400	-16.34304	-15.32775	-1.015282	0.064303	0.741688	0.2494175	10.77939	9.992834
26410	-18.37908	-16.54379	-1.835292	0.08467106	0.8006373	0.3675754	8.186353	9.543778
26420	-17.2462	-15.59412	-1.652078	0.08378183	0.7985961	0.311869	8.27324	9.301536
26430	-16.67435	-15.52748	-1.146872	0.06382502	0.7399263	0.2873958	10.86012	9.812528
26440	-20.24529	-17.95623	-2.289062	0.1152114	0.85264	0.3026669	6.016306	9.161485
26450	-18.49686	-16.86614	-1.63072	0.07537049	0.7771637	0.3649329	9.196532	9.14654
26460	-18.59806	-17.73529	-0.8627685	0.05223215	0.6896493	0.2766511	13.27051	9.926953
26470	-16.75744	-15.42557	-1.33187	0.07063252	0.7631338	0.2992873	9.813429	9.67309
26480	-18.08794	-16.89877	-1.189175	0.05818017	0.7173856	0.3379667	11.91381	9.82847
26490	-16.73611	-15.42737	-1.308746	0.07428367	0.7740827	0.2706434	9.331084	9.610126
26500	-16.64575	-15.6362	-1.009549	0.05909102	0.7212524	0.2769932	11.73016	9.99409
26510	-16.84996	-15.80226	-1.047698	0.06881004	0.7572985	0.2341365	10.07334	9.838427
26520	-18.36337	-16.07258	-2.290782	0.1120514	0.8485195	0.3242153	6.185974	8.847561
26530	-17.53384	-16.16405	-1.369785	0.0654658	0.7458855	0.3468721	10.58793	9.856322
26540	-16.99573	-15.8932	-1.102533	0.07115053	0.7647459	0.2353501	9.741982	9.745528
26550	-17.98257	-16.59417	-1.388396	0.06579274	0.7470438	0.3509452	10.53531	9.584817
26560	-18.20778	-17.20569	-1.002085	0.0709302	0.7640626	0.2138558	9.772244	9.939801
26570	-17.5413	-15.76841	-1.772891	0.09099952	0.8141033	0.3019427	7.617042	9.022252
26580	-16.39144	-15.28972	-1.101722	0.06570713	0.7467414	0.2639532	10.54904	9.872234
26590	-17.3335	-15.78833	-1.545174	0.08426297	0.7997054	0.2774026	8.226	9.147573
26600	-18.77643	-16.24144	-2.534988	0.1222272	0.8610448	0.333514	5.670975	8.741484
26610	-19.76935	-16.94544	-2.823906	0.1300517	0.8693686	0.3771214	5.329783	8.407675
26620	-18.70262	-17.47106	-1.231563	0.05718097	0.7130341	0.3601564	12.12199	9.824988
26630	-19.63113	-17.72646	-1.904673	0.09691164	0.8252002	0.3038592	7.152363	8.533961
26640	-19.3988	-16.57308	-2.825722	0.1307936	0.870107	0.3719058	5.299552	8.831553
26650	-18.24709	-16.65204	-1.595053	0.07286407	0.7699382	0.3713826	9.512881	9.886628
26660	-17.41574	-15.95416	-1.461575	0.07795376	0.7841835	0.2917076	8.891773	9.171205
26670	-17.97458	-16.23432	-1.740261	0.0920974	0.8162647	0.2855196	7.526241	9.326899
26680	-23.95089	-20.28576	-3.665137	0.1515157	0.8878359	0.5546474	4.574755	7.952053
26690	-21.26344	-18.54494	-2.718503	0.11697	0.8548392	0.4479836	5.925855	8.245841
26700	-18.30582	-17.47226	-0.8335619	0.05209644	0.6889619	0.2694628	13.30508	9.996934
26710	-17.23731	-16.06296	-1.174347	0.06771329	0.7536594	0.2720068	10.2365	9.468453
26720	-18.30807	-16.69559	-1.612471	0.08073567	0.791296	0.3197744	8.585389	9.827631
26730	-17.45214	-16.0221	-1.43004	0.07206794	0.7675522	0.3202539	9.617969	9.979262
26740	-16.40877	-15.37853	-1.030235	0.06202503	0.7330952	0.2657137	11.17528	9.947937
26750	-17.86684	-16.0485	-1.818347	0.08548128	0.8024634	0.355239	8.10876	9.184281
26760	-19.33238	-18.05415	-1.27823	0.08008569	0.7896737	0.2320998	8.655069	9.003278
26770	-18.2143	-17.1644	-1.049896	0.07377474	0.7726128	0.2111887	9.395455	9.569881
26780	-16.54282	-15.33736	-1.205468	0.06592831	0.7475212	0.2914372	10.51365	9.893813
26790	-19.53237	-17.25859	-2.273773	0.1097966	0.8454387	0.3343695	6.313012	9.224793
26800	-18.19908	-16.18053	-2.01855	0.09910463	0.8289989	0.3250262	6.994095	9.197911
26810	-17.74273	-16.72594	-1.016794	0.05773398	0.7154568	0.2871584	12.00588	9.771379
26820	-18.60353	-17.86175	-0.7417793	0.06178449	0.732158	0.2001501	11.21879	9.810341
26830	-16.49594	-15.35717	-1.138774	0.068356	0.7558039	0.258945	10.14025	9.789973
26840	-18.56002	-16.27862	-2.281396	0.1100585	0.8458028	0.3350608	6.297989	9.016374
26850	-17.26498	-15.75431	-1.510673	0.07440652	0.7744349	0.3303399	9.315677	9.542971
26860	-17.36528	-15.79071	-1.57457	0.07914864	0.7872931	0.3184267	8.757537	9.613463
26870	-17.78878	-16.85456	-0.9342232	0.06228516	0.734102	0.2400597	11.12861	9.62805
26880	-20.45335	-18.54283	-1.910521	0.0857269	0.8030108	0.3875141	8.085527	8.538511
26890	-24.94524	-22.13099	-2.814253	0.1331041	0.8723543	0.3500734	5.207559	7.917945
26900	-19.70564	-16.85518	-2.850461	0.1290964	0.8684056	0.3952007	5.369223	8.909472
26910	-17.46089	-16.33231	-1.128579	0.05891497	0.7205123	0.3131739	11.76521	9.859025
26920	-17.96604	-16.10189	-1.864151	0.097211	0.8257283	0.2899448	7.130337	8.872794
26930	-19.95175	-17.21446	-2.737289	0.1186948	0.8569343	0.4400742	5.839746	8.545585
26940	-19.49312	-16.89893	-2.594181	0.1152402	0.8526764	0.4104039	6.014805	8.56005
26950	-18.63296	-16.24361	-2.389347	0.1148697	0.852205	0.3370294	6.034205	8.653158
26960	-17.43482	-16.03743	-1.397392	0.07031989	0.762151	0.3216808	9.857057	9.43214
26970	-17.25071	-15.76173	-1.488975	0.0819762	0.794328	0.2752819	8.455468	9.488768
26980	-17.03657	-16.02346	-1.013109	0.06847173	0.7561864	0.2278061	10.12312	9.906114
26990	-16.99106	-16.04962	-0.9414465	0.05864711	0.7193796	0.2612062	11.81895	9.898545
27000	-19.99573	-16.65905	-3.336684	0.1499885	0.8866953	0.4125208	4.621335	8.517162
27010	-18.56531	-16.23966	-2.325655	0.1132424	0.8500987	0.327343	6.120916	8.93563
27020	-16.58543	-15.60211	-0.9833159	0.06461447	0.7428245	0.2399792	10.72743	9.865913
27030	-16.34064	-15.33168	-1.008961	0.06196169	0.732849	0.2604705	11.1867	9.985072
27040	-20.40149	-17.6766	-2.724889	0.1323371	0.8716169	0.3253996	5.23774	8.3572
27050	-18.34401	-16.46357	-1.880432	0.08685068	0.8054789	0.3671671	7.980906	8.973523
27060	-18.52845	-16.2735	-2.254949	0.1133113	0.850189	0.3045517	6.117194	8.773649
27070	-18.79735	-16.96261	-1.834733	0.08794354	0.8078235	0.3427245	7.88173	9.642702
27080	-17.97977	-16.34042	-1.639346	0.09173944	0.8155653	0.2600806	7.555607	9.018528
27090	-16.9966	-16.11845	-0.8781543	0.06254446	0.735099	0.2257247	11.08247	9.876212
27100	-17.70714	-16.18851	-1.518628	0.07901475	0.7869488	0.3019588	8.772377	9.778157
27110	-20.44901	-17.71904	-2.729969	0.1156099	0.8531439	0.4664194	5.995571	8.535021
27120	-17.0793	-15.71622	-1.363083	0.07489848	0.7758352	0.2820525	9.25449	9.798507
27130	-18.66051	-17.28534	-1.375171	0.08585064	0.8032854	0.2262808	8.073873	9.180173
27140	-16.62616	-15.36331	-1.262859	0.06942801	0.7593062	0.2865613	9.983683	9.87206
27150	-17.54448	-16.02134	-1.523136	0.07564784	0.7779376	0.3257872	9.162815	9.813669
27160	-22.81143	-20.51269	-2.298743	0.08934976	0.8107626	0.5290575	7.757683	8.451767
27170	-17.40008	-16.49229	-0.9077803	0.06625557	0.7486672	0.2149042	10.46172	9.798876
27180	-16.51778	-15.32045	-1.197333	0.06636287	0.7490408	0.2864225	10.4448	9.84833
27190	-17.92874	-16.19257	-1.736168	0.09148957	0.815074	0.2880448	7.576243	8.890384
27200	-16.52315	-15.36335	-1.1598	0.06916404	0.7584523	0.2599514	10.02178	9.780169
27210	-19.94563	-16.80795	-3.137681	0.146254	0.8838064	0.3659615	4.739337	8.442552
27220	-17.35906	-16.01492	-1.344135	0.07058455	0.7629835	0.3032891	9.820098	9.376283
27230	-18.54057	-16.4213	-2.119274	0.1088407	0.8440954	0.2923734	6.368456	8.957831
27240	-17.75231	-16.27299	-1.479327	0.07098791	0.7642419	0.3442332	9.764299	9.998275
27250	-17.57457	-16.40221	-1.172364	0.05992069	0.7246943	0.320282	11.56774	9.804117
27260	-17.98957	-16.44896	-1.540608	0.07707474	0.7818414	0.3216415	8.993182	9.077389
27270	-17.88875	-16.15292	-1.735828	0.08163663	0.7935063	0.3549066	8.490639	9.198265
27280	-18.67819	-16.83106	-1.847129	0.08997707	0.8120462	0.3323443	7.703598	8.727741
27290	-19.86498	-17.85964	-2.00534	0.08386521	0.7987892	0.4432245	8.265015	9.039091
27300	-17.42032	-15.94451	-1.475814	0.0843302	0.7998595	0.2584451	8.219442	9.294085
27310	-17.6363	-16.47018	-1.166119	0.06870595	0.7569573	0.2641546	10.08861	9.362042
27320	-17.13782	-15.79432	-1.3435	0.06749285	0.752916	0.3236482	10.26993	9.70777
27330	-17.08732	-15.6473	-1.44002	0.07711989	0.7819629	0.2905839	8.987917	9.678218
27340	-22.71154	-18.82755	-3.883996	0.1719976	0.9011834	0.4470035	4.029982	8.974563
27350	-18.25027	-16.10901	-2.14126	0.09938576	0.8294743	0.3652752	6.974311	8.962764
27360	-17.5638	-16.24437	-1.319432	0.06355217	0.738911	0.343508	10.90674	9.843319
27370	-17.5456	-16.07157	-1.474026	0.0705457	0.7628616	0.3456414	9.825505	9.85435
27380	-17.0633	-16.17256	-0.8907495	0.05741348	0.7140571	0.2548795	12.0729	9.95125
27390	-17.39037	-16.35704	-1.033333	0.07071683	0.7633975	0.2216451	9.801728	9.739637
27400	-18.19434	-15.99465	-2.199681	0.10494	0.8383694	0.3441962	6.605178	8.963626
27410	-20.36282	-17.92904	-2.433782	0.1186318	0.8568589	0.3253078	5.842843	9.164
27420	-19.58626	-16.64067	-2.945594	0.1341757	0.8733708	0.3902329	5.165967	8.488539
27430	-19.64348	-18.10017	-1.543313	0.08904514	0.8101332	0.2501678	7.784223	8.763333
27440	-20.30284	-17.31316	-2.989682	0.1406632	0.8791967	0.3553729	4.927709	8.347498
27450	-16.89075	-15.69135	-1.1994	0.06310726	0.7372401	0.3075442	10.98364	9.862122
27460	-19.04401	-16.63494	-2.409078	0.1067213	0.8410343	0.4086296	6.494928	8.901562
27470	-18.3097	-16.82993	-1.47977	0.08838396	0.8087533	0.2380828	7.842454	9.187233
27480	-19.19473	-16.45029	-2.74444	0.1243686	0.8634251	0.3929557	5.573332	8.79357
27490	-16.49922	-15.42297	-1.076249	0.06122296	0.7299474	0.2830017	11.32169	9.987818
27500	-17.59773	-16.0157	-1.582024	0.08320585	0.7972529	0.2943449	8.33051	9.5756
27510	-17.16466	-16.07724	-1.087415	0.06271269	0.7357423	0.2772743	11.05274	9.666962
27520	-17.66161	-15.9863	-1.675315	0.08115936	0.7923409	0.3374675	8.54057	9.174855
27530	-17.67888	-15.93419	-1.744689	0.08650077	0.8047167	0.3229506	8.013191	9.431751
27540	-18.6562	-17.10227	-1.553933	0.08453893	0.8003365	0.278209	8.199147	9.710143
27550	-19.88535	-17.90661	-1.978733	0.1009377	0.8320537	0.3004233	6.867081	8.486524
27560	-18.29198	-17.17084	-1.121141	0.06642038	0.7492407	0.2650864	10.43576	9.316806
27570	-19.8572	-17.22963	-2.627565	0.1155499	0.8530683	0.4215562	5.998681	8.490335
27580	-17.15655	-16.12244	-1.034106	0.06814809	0.7551139	0.234243	10.17119	9.612727
27590	-20.76582	-18.54823	-2.217593	0.1022207	0.8341298	0.3712316	6.780888	9.560883
27600	-17.68908	-15.98417	-1.704903	0.08095847	0.7918467	0.3490867	8.561762	9.314051
27610	-18.75451	-16.80718	-1.947332	0.08962853	0.811335	0.370099	7.733555	8.802564
27620	-17.76918	-15.96792	-1.801255	0.08527773	0.8020076	0.3507305	8.128115	9.253408
27630	-18.12531	-16.06642	-2.058887	0.1049182	0.8383364	0.2991303	6.606548	8.88987
27640	-17.66449	-16.37255	-1.291935	0.07688217	0.781322	0.2518545	9.015707	9.780388
27650	-18.55234	-16.26319	-2.289159	0.1059182	0.8398435	0.3686812	6.544176	9.019369
27660	-17.2085	-15.90934	-1.299165	0.06567975	0.7466446	0.3217569	10.55344	9.704962
27670	-18.31302	-16.42093	-1.892091	0.09128909	0.814678	0.3380835	7.592881	8.804675
27680	-18.44621	-16.98573	-1.460487	0.08773746	0.8073855	0.2367618	7.900242	9.085051
27690	-17.22577	-15.90667	-1.319101	0.0779897	0.7842783	0.2527788	8.887676	9.335168
27700	-17.21251	-15.67572	-1.536784	0.07852249	0.785674	0.3107203	8.827372	9.602682
27710	-21.57128	-20.20153	-1.369752	0.05438382	0.7002083	0.4388171	12.74547	9.575508
27720	-21.47752	-17.29958	-4.177942	0.183209	0.9072286	0.4727684	3.783368	8.345197
27730	-20.81205	-19.57863	-1.233417	0.05128728	0.6848085	0.4088938	13.51499	9.851306
27740	-18.1644	-17.07612	-1.088278	0.07467794	0.7752095	0.2152862	9.281819	9.673594
27750	-16.86274	-15.64568	-1.217056	0.06607771	0.7480455	0.2939008	10.48988	9.671717
27760	-18.22254	-16.98791	-1.234639	0.07404115	0.7733845	0.2526087	9.361648	9.158864
27770	-17.23595	-16.02947	-1.206476	0.0667767	0.7504727	0.2865261	10.38008	9.501811
27780	-21.17391	-17.50399	-3.669919	0.1562505	0.8912312	0.5040333	4.436128	8.507579
27790	-17.41217	-16.18795	-1.224217	0.0753446	0.7770912	0.2431699	9.199693	9.353729
27800	-19.56159	-18.61489	-0.946702	0.05263986	0.6916989	0.298282	13.16772	9.715773
27810	-17.18105	-15.64965	-1.531399	0.07645403	0.780159	0.3229186	9.066196	9.512927
27820	-18.67802	-16.41464	-2.263388	0.1126367	0.8492996	0.3115609	6.153832	8.652143
27830	-18.19419	-16.23406	-1.960135	0.09260009	0.8172384	0.3519601	7.485384	8.876295
27840	-20.63075	-17.17975	-3.451004	0.163463	0.8960268	0.3474699	4.240392	8.494207
27850	-18.53176	-17.04778	-1.483983	0.06539003	0.7456158	0.3894602	10.6002	9.877433
27860	-17.78622	-16.80663	-0.9795908	0.06685103	0.7507283	0.228005	10.36853	9.539866
27870	-19.01477	-16.945	-2.069772	0.09072689	0.813559	0.4086683	7.639931	8.967193
27880	-18.24424	-16.40375	-1.840493	0.08363902	0.7982646	0.3776733	8.287366	9.339842
27890	-17.78903	-16.334	-1.455031	0.07780748	0.783797	0.2907061	8.90849	9.080916
27900	-18.63997	-16.97773	-1.662243	0.0730507	0.770491	0.3956235	9.488577	9.732893
27910	-19.42062	-18.25785	-1.162774	0.067931	0.7543896	0.2676376	10.20369	9.104478
27920	-16.38218	-15.29586	-1.086327	0.06410837	0.7409732	0.2688903	10.81212	9.908752
27930	-17.30129	-15.83708	-1.464206	0.08066938	0.7911316	0.2760985	8.592445	9.180846
27940	-17.54591	-16.01356	-1.532356	0.07507419	0.7763315	0.3328318	9.232829	9.323021
27950	-18.76962	-17.14526	-1.62436	0.07930555	0.7876952	0.3335698	8.74021	9.961898
27960	-20.41155	-16.77763	-3.633924	0.1639356	0.8963263	0.4130503	4.228167	8.467354
27970	-17.07856	-15.59694	-1.481623	0.07603648	0.7790136	0.3099729	9.115982	9.403746
27980	-16.74902	-15.47458	-1.274439	0.06951142	0.7595749	0.2893861	9.971702	9.609939
27990	-16.58045	-15.49084	-1.089604	0.06757721	0.753201	0.2506283	10.25712	9.752284
28000	-17.81488	-16.7024	-1.112471	0.05780135	0.7157495	0.3155389	11.99189	9.818805
28010	-18.71659	-16.17283	-2.543763	0.1198408	0.8582939	0.35393	5.783901	8.706408
28020	-18.59986	-16.72982	-1.870044	0.1007208	0.8316977	0.2707257	6.88187	9.12584
28030	-16.67867	-15.53952	-1.139154	0.06284465	0.7362449	0.2911813	11.02953	9.868545
28040	-17.30567	-15.8818	-1.423875	0.07921167	0.7874548	0.2735159	8.750569	9.645131
28050	-17.90978	-16.43893	-1.470845	0.07531533	0.7770092	0.3113785	9.203268	9.118437
28060	-19.59764	-16.64859	-2.949051	0.1409983	0.8794832	0.338805	4.915996	8.613725
28070	-18.6294	-16.5146	-2.114802	0.1024338	0.8344699	0.3334567	6.76678	8.644576
28080	-17.0405	-16.01625	-1.024257	0.05923636	0.7218608	0.2802316	11.70138	9.862997
28090	-17.01735	-15.57786	-1.439493	0.07340828	0.7715434	0.3142298	9.442357	9.691079
28100	-17.39682	-16.47649	-0.9203305	0.05940642	0.7225697	0.2516607	11.66788	9.785948
28110	-17.69332	-16.86326	-0.8300589	0.05560705	0.7059375	0.2492441	12.4651	9.930226
28120	-17.98144	-16.47693	-1.504513	0.06919435	0.7585506	0.3667075	10.0174	9.901935
28130	-17.84748	-16.29451	-1.552973	0.07909913	0.7871659	0.3119507	8.763019	9.05352
28140	-20.32164	-19.67271	-0.6489313	0.05986482	0.7244648	0.1899869	11.57854	9.762702
28150	-23.82926	-17.48202	-6.34724	0.2803412	0.9393706	0.5267694	2.472513	8.463939
28160	-20.49261	-17.88234	-2.610268	0.1092302	0.8446454	0.4737883	6.345749	8.624246
28170	-16.97493	-15.50183	-1.473104	0.07604559	0.7790387	0.3072839	9.11489	9.522654
28180	-16.96396	-15.63275	-1.331205	0.07174619	0.766575	0.292103	9.6611	9.912689
28190	-16.66027	-15.3803	-1.279972	0.07237947	0.7684912	0.2738102	9.576572	9.60749
28200	-16.99682	-15.61977	-1.377051	0.06982357	0.7605755	0.3185406	9.927123	9.722302
