Iteration	Posterior	Likelihood	Prior	alpha	p_th	sigma2	t_half	theta
2840	-17.32337	-15.85303	-1.470341	0.08309308	0.7969879	0.2638715	8.341816	9.221699
2850	-19.05283	-17.30526	-1.747569	0.07718473	0.7821371	0.394676	8.980367	9.100722
2860	-16.46964	-15.35495	-1.114693	0.06285988	0.7363028	0.2840532	11.02686	9.953124
2870	-18.92345	-17.16753	-1.755922	0.07619204	0.7794416	0.4064588	9.09737	9.673525
2880	-17.58023	-16.72425	-0.8559783	0.06411634	0.7410026	0.2135317	10.81077	9.794443
2890	-17.41327	-16.16841	-1.244852	0.06961013	0.7598921	0.2803617	9.957562	9.364591
2900	-20.06097	-17.35914	-2.701829	0.1183216	0.8564861	0.4281191	5.858162	8.449281
2910	-18.70585	-17.56263	-1.143221	0.06802505	0.7547039	0.2619319	10.18959	9.212092
2920	-18.62319	-17.01587	-1.607323	0.07199457	0.76733	0.382969	9.62777	9.352779
2930	-19.18244	-17.23358	-1.948869	0.08481653	0.8009675	0.4105175	8.172313	8.999365
2940	-21.99698	-19.13418	-2.862795	0.1472678	0.884605	0.2720891	4.706711	8.624449
2950	-17.71594	-16.18081	-1.535132	0.07323877	0.7710456	0.3470127	9.464212	9.841428
2960	-18.39568	-16.51782	-1.877859	0.09375725	0.8194427	0.3162984	7.392998	8.741346
2970	-19.37718	-17.36838	-2.008803	0.1003086	0.8310174	0.3137543	6.910145	8.532517
2980	-17.14056	-15.76967	-1.370886	0.06806615	0.754841	0.3286121	10.18343	9.848791
2990	-18.1642	-16.63838	-1.525828	0.07525512	0.7768404	0.3293993	9.210632	9.095158
3000	-18.38702	-16.70961	-1.677404	0.094768	0.8213268	0.2533529	7.314148	9.141246
3010	-20.44181	-18.43019	-2.011619	0.083556	0.7980715	0.4489522	8.2956	9.768085
3020	-17.8342	-16.77887	-1.055332	0.05716086	0.7129453	0.3020927	12.12626	9.805817
3030	-19.73629	-17.29456	-2.441731	0.1097356	0.8453537	0.3960333	6.316519	8.46371
3040	-18.37851	-16.16599	-2.212522	0.1021609	0.8340342	0.3698228	6.784855	8.977112
3050	-19.07273	-17.90925	-1.163472	0.05426814	0.6996565	0.3579012	12.77264	9.872622
3060	-17.7937	-16.07181	-1.721891	0.08112381	0.7922536	0.3538241	8.544312	9.278235
3070	-18.20441	-16.9887	-1.215715	0.07772712	0.7835841	0.2292244	8.9177	9.242476
3080	-17.52308	-16.00892	-1.514156	0.07608393	0.7791443	0.3199007	9.110297	9.234928
3090	-19.30799	-17.04349	-2.264503	0.09800794	0.8271193	0.4254433	7.072357	9.081396
3100	-17.6668	-16.08788	-1.578921	0.07778887	0.7837477	0.3291776	8.910622	9.185655
3110	-19.16972	-17.16411	-2.005615	0.0920402	0.8161533	0.3727388	7.530918	8.672206
3120	-17.05777	-15.51912	-1.538649	0.08033232	0.7902921	0.2995714	8.628497	9.339132
3130	-18.41677	-16.89496	-1.521818	0.06780787	0.7539771	0.384249	10.22222	9.998369
3140	-21.92047	-19.11024	-2.810229	0.111603	0.8479164	0.5502489	6.21083	8.70221
3150	-16.80655	-15.48367	-1.322876	0.07363814	0.7722153	0.2782807	9.412883	9.477865
3160	-17.42364	-15.95224	-1.4714	0.0801083	0.7897306	0.2814227	8.652626	9.651732
3170	-16.53047	-15.55965	-0.9708218	0.06103625	0.7292052	0.2556957	11.35632	9.93445
3180	-18.63738	-16.18342	-2.453966	0.1143746	0.8515703	0.3633237	6.060325	8.717908
3190	-19.32289	-16.43615	-2.886737	0.1307814	0.8700949	0.3954062	5.300044	8.683614
3200	-18.33226	-16.77042	-1.561846	0.08253782	0.7956737	0.2925832	8.397934	8.89279
3210	-16.6204	-15.33906	-1.281342	0.07143833	0.7656329	0.2797165	9.702736	9.715154
3220	-17.25258	-15.83019	-1.42239	0.07820823	0.7848528	0.2789876	8.862842	9.686573
3230	-18.00998	-16.32743	-1.682555	0.08028614	0.7901765	0.346277	8.63346	9.093049
3240	-16.62118	-15.59164	-1.029542	0.06362822	0.7391947	0.2566483	10.89371	9.804012
3250	-20.42659	-18.80067	-1.625914	0.08975842	0.8116007	0.2676275	7.722363	9.704859
3260	-19.44246	-17.54487	-1.89759	0.08007099	0.7896368	0.4313154	8.656659	9.311315
3270	-16.66556	-15.37395	-1.291604	0.07256278	0.7690405	0.2759382	9.552379	9.608048
3280	-19.62066	-17.00375	-2.616911	0.129955	0.8692719	0.3072379	5.333746	8.549845
3290	-16.71338	-15.38541	-1.327969	0.07248094	0.7687956	0.2866549	9.563165	9.590368
3300	-17.72088	-15.88075	-1.840129	0.09120255	0.8145066	0.3215546	7.600086	9.279696
3310	-19.30565	-17.21469	-2.09096	0.09006994	0.8122348	0.4232793	7.695655	8.986209
3320	-17.44758	-16.04928	-1.398304	0.07768975	0.783485	0.2753612	8.92199	9.763339
3330	-20.84326	-17.7266	-3.116656	0.1425935	0.8808288	0.3872924	4.861002	8.967333
3340	-16.55517	-15.46697	-1.088199	0.06741093	0.7526387	0.251161	10.28242	9.980443
3350	-19.74252	-16.74672	-2.995802	0.1420044	0.8803354	0.3475214	4.881167	8.494101
3360	-18.01271	-16.50543	-1.507281	0.08711341	0.8060475	0.2514114	7.956836	9.053168
3370	-17.42555	-15.96018	-1.465367	0.07075149	0.7635058	0.3411684	9.796927	9.794993
3380	-17.28247	-16.18901	-1.093451	0.06159097	0.7313998	0.2856726	11.25404	9.692331
3390	-18.69922	-17.63587	-1.063349	0.07520586	0.776702	0.2076463	9.216665	9.451171
3400	-22.5164	-20.79631	-1.720085	0.09963605	0.8298955	0.2384512	6.956791	8.497699
3410	-17.40694	-15.86588	-1.541058	0.0830793	0.7969555	0.2832902	8.343199	9.110039
3420	-17.62317	-15.74141	-1.881763	0.09322645	0.8184379	0.3211327	7.435091	9.066665
3430	-21.82001	-20.01281	-1.8072	0.08316168	0.7971492	0.3690253	8.334934	8.362973
3440	-16.96564	-15.5359	-1.429735	0.07726022	0.7823395	0.2867554	8.971592	9.611177
3450	-20.22538	-17.58041	-2.64497	0.1165983	0.8543797	0.41952	5.944745	9.154257
3460	-21.24706	-18.37196	-2.875093	0.1177101	0.8557456	0.5157598	5.888594	8.925841
3470	-19.46208	-17.07743	-2.384657	0.105216	0.838788	0.4117147	6.58785	9.167017
3480	-17.64439	-15.89054	-1.75385	0.09136273	0.8148237	0.2939733	7.58676	8.974819
3490	-19.74508	-17.73669	-2.008391	0.08903873	0.8101199	0.3983559	7.784783	9.676256
3500	-18.18173	-16.98035	-1.201381	0.06269374	0.73567	0.3108703	11.05608	9.467303
3510	-17.4966	-16.15067	-1.345934	0.07389902	0.7729734	0.2831999	9.379653	9.232776
3520	-18.97195	-17.22707	-1.744882	0.09580909	0.8232284	0.2651165	7.23467	8.742636
3530	-20.64996	-19.83441	-0.8155586	0.04751991	0.6641624	0.2916461	14.58646	9.897802
3540	-17.53361	-15.71218	-1.821436	0.09116241	0.814427	0.3158684	7.603432	9.170569
3550	-19.79882	-17.48709	-2.311726	0.09761289	0.8264325	0.4497702	7.10098	9.072761
3560	-17.63155	-15.87042	-1.761122	0.08537704	0.8022302	0.336224	8.11866	9.133889
3570	-17.74063	-16.41964	-1.32099	0.0659606	0.7476347	0.3269024	10.5085	9.504322
3580	-18.85156	-17.50239	-1.349171	0.05917742	0.7216144	0.3883012	11.71303	9.936568
3590	-20.04196	-17.40894	-2.633024	0.1159004	0.8535094	0.4207225	5.980539	9.118484
3600	-19.42402	-16.59093	-2.833087	0.1289797	0.868287	0.3893566	5.37408	8.519472
3610	-17.46632	-15.88311	-1.58321	0.08688185	0.8055465	0.2725802	7.978044	9.318906
3620	-19.65623	-17.29744	-2.358789	0.1043868	0.8375242	0.4083225	6.640179	9.258257
3630	-17.69224	-16.55636	-1.135882	0.06539764	0.7456429	0.2749255	10.59896	9.443331
3640	-20.29082	-17.04419	-3.246625	0.1441626	0.8821235	0.4266024	4.808092	8.395122
3650	-18.38766	-16.78923	-1.598436	0.07337654	0.7714504	0.3686108	9.446441	9.275916
3660	-18.11849	-16.49435	-1.62414	0.08722038	0.8062781	0.2819359	7.947078	9.526504
3670	-17.37663	-15.85334	-1.523292	0.07440696	0.7744362	0.3345319	9.315623	9.690956
3680	-19.86241	-17.04314	-2.819269	0.1338732	0.8730855	0.3461379	5.177639	8.410264
3690	-19.30673	-17.00565	-2.301076	0.11623	0.8539216	0.2997753	5.963585	8.995283
3700	-18.74263	-17.40303	-1.339603	0.07809661	0.7845597	0.2574303	8.875509	8.984795
3710	-18.61529	-16.82081	-1.794477	0.08357904	0.7981251	0.3611472	8.293314	8.902608
3720	-17.3589	-15.91966	-1.439236	0.07050939	0.7627476	0.3340807	9.830565	9.890696
3730	-21.69169	-17.7861	-3.905585	0.1708849	0.9005402	0.4676718	4.056223	8.82365
3740	-19.884	-17.06635	-2.817642	0.1385974	0.8774002	0.3126122	5.001155	8.684793
3750	-18.59049	-16.18879	-2.401695	0.1109735	0.8470618	0.3706266	6.246062	8.781893
3760	-18.53666	-16.7467	-1.789965	0.08433562	0.7998719	0.3537956	8.218914	9.674437
3770	-19.26104	-16.96257	-2.298475	0.1005307	0.8313846	0.4172019	6.894882	9.125088
3780	-17.19015	-16.10053	-1.089629	0.07123915	0.7650196	0.2318962	9.729863	9.589758
3790	-17.44845	-15.75361	-1.694845	0.08742015	0.8067074	0.301312	7.928918	9.064784
3800	-18.57545	-17.15646	-1.418995	0.06748684	0.7528957	0.3490725	10.27085	9.295767
3810	-18.62603	-17.28046	-1.345568	0.06037246	0.726537	0.3772166	11.48118	9.833441
3820	-18.30048	-16.7442	-1.556271	0.06973906	0.7603054	0.3817491	9.939152	9.810927
3830	-17.30896	-15.92506	-1.383905	0.07254442	0.7689856	0.302738	9.554796	9.970192
3840	-16.90773	-15.50774	-1.399998	0.07414938	0.7736966	0.2973481	9.347983	9.720474
3850	-16.54618	-15.39212	-1.154065	0.06837592	0.7558698	0.2628237	10.1373	9.716407
3860	-16.49781	-15.44846	-1.049349	0.06243327	0.7346723	0.2685052	11.10221	9.892641
3870	-21.56127	-18.9658	-2.595471	0.1160276	0.8536687	0.4041247	5.973987	9.396645
3880	-18.77742	-17.48755	-1.289869	0.07135712	0.7653832	0.2825985	9.713777	9.063672
3890	-20.84361	-18.26808	-2.575534	0.1095735	0.8451272	0.4542931	6.325868	9.29566
3900	-17.38586	-15.98328	-1.402583	0.06778728	0.753908	0.3412079	10.22533	9.855569
3910	-19.30258	-16.73389	-2.568684	0.1227259	0.8616065	0.3413122	5.647927	8.950543
3920	-18.57092	-16.53101	-2.039913	0.1032318	0.8357313	0.3042014	6.714471	8.673102
3930	-17.95928	-16.05906	-1.900222	0.0995661	0.829778	0.285941	6.961678	8.981779
3940	-18.83553	-16.66862	-2.166909	0.09889686	0.8286458	0.3786734	7.008789	8.715122
3950	-19.41627	-17.94364	-1.472637	0.0644044	0.742059	0.393205	10.76242	9.424381
3960	-16.79032	-15.51905	-1.271268	0.07431707	0.7741786	0.2605033	9.326891	9.607839
3970	-17.72004	-15.98213	-1.73791	0.08949465	0.8110605	0.301024	7.745124	9.369046
3980	-16.57608	-15.46974	-1.106339	0.06144941	0.7308428	0.2902485	11.27997	9.979666
3990	-19.56593	-17.94569	-1.620234	0.06766354	0.753492	0.4252892	10.24403	9.57981
4000	-17.89426	-15.95842	-1.93584	0.09917864	0.8291243	0.2987558	6.988876	9.060194
4010	-18.70793	-16.8096	-1.898335	0.08535233	0.8021749	0.3858756	8.121011	8.982681
4020	-17.92703	-16.93416	-0.9928761	0.06265469	0.7355208	0.2525726	11.06297	9.545126
4030	-16.97933	-15.93578	-1.043553	0.06933854	0.7590174	0.2305677	9.996565	9.809411
4040	-16.75699	-15.43314	-1.323854	0.07133169	0.7653049	0.2925253	9.717241	9.81369
4050	-17.47829	-15.88125	-1.597049	0.07824824	0.7849577	0.3319477	8.85831	9.285901
4060	-20.25679	-17.4878	-2.768997	0.1217543	0.860508	0.4256976	5.693001	8.383646
4070	-21.65828	-17.63642	-4.021861	0.188467	0.9098163	0.3617494	3.677818	8.553361
4080	-18.94819	-17.06638	-1.881807	0.08925177	0.8105605	0.3494081	7.766201	8.703894
4090	-17.33285	-16.07393	-1.258926	0.06227591	0.7340664	0.3322163	11.13026	9.903596
4100	-17.47791	-15.69451	-1.783397	0.09135433	0.8148071	0.3028429	7.587458	9.107416
4110	-17.56233	-16.35926	-1.203068	0.06487856	0.7437811	0.2972878	10.68376	9.500741
4120	-17.86715	-16.32672	-1.540436	0.0742213	0.7739035	0.3416598	9.338925	9.914855
4130	-18.38973	-16.05029	-2.339435	0.1120437	0.8485091	0.3404354	6.186403	8.775816
4140	-17.55452	-16.12564	-1.428887	0.07563797	0.7779101	0.2965468	9.16401	9.181798
4150	-19.5511	-16.97718	-2.573921	0.1128459	0.8495765	0.4231337	6.142422	8.992582
4160	-17.77092	-16.833	-0.937926	0.06871687	0.7569931	0.2102106	10.087	9.884513
4170	-18.78246	-16.70773	-2.074728	0.09654405	0.8245475	0.3630062	7.179595	8.69307
4180	-20.11945	-18.89841	-1.221044	0.05307488	0.6938602	0.3888331	13.0598	9.813251
4190	-24.71153	-22.77631	-1.93522	0.0907188	0.8135428	0.3572814	7.640612	8.000473
4200	-18.51422	-17.39762	-1.1166	0.05601099	0.7077878	0.3291132	12.3752	9.781
4210	-16.59638	-15.33944	-1.256939	0.07041228	0.7624422	0.2789816	9.844124	9.679313
4220	-17.30719	-16.02928	-1.277911	0.0674686	0.752834	0.3032577	10.27363	9.491891
4230	-18.43427	-16.5658	-1.868477	0.1009639	0.8320967	0.2689106	6.865296	9.044518
4240	-17.12974	-15.63621	-1.493529	0.08022501	0.7900234	0.2870079	8.640039	9.539011
4250	-16.44613	-15.30596	-1.140173	0.06683298	0.7506663	0.2678248	10.37133	9.991838
4260	-18.2236	-17.23483	-0.9887706	0.07174067	0.7665581	0.2074291	9.661845	9.645161
4270	-18.33628	-16.76754	-1.568742	0.07049909	0.7627152	0.3803558	9.832002	9.57341
4280	-22.26029	-20.10834	-2.151955	0.08946003	0.8109894	0.4557617	7.748122	8.299831
4290	-23.34079	-21.87779	-1.463006	0.07133777	0.7653236	0.3361555	9.716413	8.432506
4300	-18.26499	-16.51543	-1.749558	0.09418516	0.820245	0.2756977	7.35941	8.836217
4310	-19.76313	-16.79798	-2.965145	0.130919	0.870231	0.4264097	5.294472	8.775369
4320	-19.33969	-17.49125	-1.84844	0.08307385	0.7969427	0.3852795	8.343747	8.813827
4330	-20.6863	-18	-2.686296	0.1373727	0.8763098	0.2813515	5.045742	8.611842
4340	-16.61904	-15.37393	-1.245102	0.06841526	0.7559999	0.2876331	10.13147	9.719301
4350	-17.10858	-16.034	-1.074578	0.06613642	0.748251	0.2545556	10.48057	9.579635
4360	-17.56454	-16.26496	-1.299582	0.07533918	0.777076	0.262235	9.200355	9.222215
4370	-19.56147	-16.90263	-2.658838	0.1158061	0.8533909	0.4325897	5.985411	8.814949
4380	-17.26278	-15.61418	-1.648601	0.08642591	0.8045529	0.2938294	8.020132	9.246423
4390	-17.44925	-16.30334	-1.145911	0.07145969	0.7656985	0.2441766	9.699834	9.399519
4400	-17.70243	-16.42197	-1.280463	0.07973302	0.7887836	0.2343661	8.693351	9.430701
4410	-21.55073	-19.9037	-1.647025	0.06216142	0.7336239	0.4909365	11.15076	9.665389
4420	-19.31832	-16.75965	-2.55867	0.1233714	0.8623268	0.3333144	5.618379	8.497225
4430	-16.96739	-15.73626	-1.231131	0.06320392	0.7376048	0.316809	10.96684	9.914382
4440	-18.35068	-16.97982	-1.370859	0.06441522	0.7420985	0.3550728	10.76061	9.528627
4450	-18.72002	-16.66265	-2.057373	0.09261141	0.8172602	0.38781	7.484468	8.882108
4460	-16.97331	-15.87205	-1.101261	0.06268822	0.7356489	0.281286	11.05706	9.726325
4470	-16.93712	-15.55386	-1.383267	0.07120142	0.7649032	0.3112911	9.735019	9.623227
4480	-17.50612	-16.3865	-1.119611	0.06792283	0.7543623	0.2563758	10.20492	9.430104
4490	-17.1642	-16.16776	-0.9964422	0.061893	0.7325815	0.2576051	11.19912	9.714054
4500	-17.50474	-15.95666	-1.548082	0.08158758	0.7933871	0.2944618	8.495744	9.089334
4510	-18.09725	-16.13103	-1.966221	0.09358252	0.8191131	0.3468028	7.406801	8.884224
4520	-17.47912	-15.74718	-1.731942	0.09094346	0.8139916	0.2901731	7.621738	9.097763
4530	-16.72088	-15.53762	-1.183257	0.06638117	0.7491045	0.2823096	10.44192	9.684109
4540	-16.88006	-15.64289	-1.23717	0.07353633	0.7719181	0.2559763	9.425914	9.732936
4550	-17.46112	-15.97982	-1.481308	0.07478666	0.7755184	0.3182035	9.268327	9.281006
4560	-18.76455	-16.73751	-2.027041	0.1046356	0.8379055	0.2914968	6.624389	9.139915
4570	-17.19292	-15.9836	-1.209314	0.06315218	0.7374097	0.3103127	10.97582	9.733191
4580	-18.72239	-16.72983	-1.992567	0.104955	0.8383922	0.2797173	6.604234	8.722551
4590	-17.29461	-15.81314	-1.481466	0.07329947	0.7712241	0.3284573	9.456374	9.480735
4600	-21.22357	-19.54258	-1.680988	0.06406341	0.7408076	0.4878062	10.8197	9.758091
4610	-17.55226	-15.90962	-1.642641	0.08090721	0.7917202	0.3283718	8.567187	9.57201
4620	-18.69059	-16.97276	-1.717832	0.08887979	0.8097899	0.298915	7.798704	8.744018
4630	-18.37746	-16.50485	-1.87261	0.08432674	0.7998516	0.3843495	8.219779	9.256781
4640	-18.00878	-16.03751	-1.971278	0.09523644	0.8221873	0.3365401	7.278172	8.870146
4650	-17.67755	-16.47768	-1.199865	0.06551476	0.7460596	0.2923632	10.58001	9.442554
4660	-16.93623	-15.93563	-1.000598	0.06729468	0.7522443	0.2306637	10.30018	9.750713
4670	-17.9843	-16.05839	-1.925912	0.09020186	0.8125022	0.3578752	7.6844	9.083789
4680	-16.90675	-15.47728	-1.429468	0.07519837	0.776681	0.2995001	9.217583	9.63347
4690	-19.04905	-17.91071	-1.138338	0.05518844	0.7039984	0.3422682	12.55965	9.74027
4700	-20.82383	-18.71905	-2.104778	0.0857113	0.8029761	0.4707561	8.086999	9.678778
4710	-19.80288	-17.82267	-1.980211	0.08226328	0.7950179	0.4471708	8.425961	9.421048
4720	-16.49145	-15.28507	-1.206381	0.06756698	0.7531665	0.2817344	10.25867	9.87531
4730	-17.89265	-15.99876	-1.893886	0.0931722	0.8183346	0.3254238	7.439421	9.274089
4740	-17.45604	-16.01213	-1.443916	0.07476262	0.7754501	0.3066814	9.271307	9.24501
4750	-17.55371	-16.33841	-1.215305	0.06262216	0.7353965	0.3157082	11.06872	9.654516
4760	-19.84393	-17.76629	-2.077637	0.08649865	0.8047121	0.4505602	8.013387	9.161919
4770	-16.84416	-15.65307	-1.191086	0.07137465	0.7654371	0.2559218	9.711392	9.867015
4780	-18.82977	-16.52499	-2.304781	0.1069066	0.8413065	0.3667133	6.483673	8.630337
4790	-18.56859	-16.97621	-1.592387	0.07370132	0.7723993	0.3638716	9.404813	9.164154
4800	-20.15585	-18.55377	-1.602084	0.06533437	0.7454173	0.4388004	10.60923	9.528474
4810	-20.46751	-18.07584	-2.391673	0.1007718	0.8317816	0.4556168	6.878384	8.577079
4820	-18.83425	-16.89727	-1.936982	0.09224659	0.8165547	0.3464942	7.514068	9.51509
4830	-17.35268	-15.75282	-1.599854	0.08213188	0.7947027	0.3065471	8.439441	9.522044
4840	-16.68747	-15.37263	-1.314842	0.07305559	0.7705055	0.2794876	9.487941	9.6667
4850	-17.4784	-16.16416	-1.314247	0.06561866	0.7464282	0.3270701	10.56326	9.618883
4860	-19.79478	-17.27365	-2.521129	0.1129404	0.8497013	0.4005708	6.137283	9.163133
4870	-17.13467	-15.72482	-1.409855	0.07041918	0.762464	0.3250294	9.843158	9.655565
4880	-18.2301	-16.21691	-2.013191	0.1033314	0.8358873	0.2955553	6.708003	9.047103
4890	-18.09297	-16.24347	-1.849499	0.08713626	0.8060968	0.3538327	7.95475	9.431506
4900	-16.92507	-15.55028	-1.374787	0.07164913	0.7662787	0.305744	9.674188	9.822748
4910	-19.84577	-17.79258	-2.053184	0.09297601	0.8179601	0.3832125	7.455119	9.630499
4920	-21.1728	-19.14507	-2.027736	0.08289475	0.7965203	0.4626937	8.361774	9.939549
4930	-17.42087	-16.00202	-1.418852	0.06972963	0.7602752	0.3328011	9.940497	9.545053
4940	-17.63091	-16.63359	-0.9973285	0.05747302	0.7143181	0.2831866	12.06039	9.807615
4950	-19.10305	-16.38772	-2.715323	0.1231571	0.8620885	0.3916178	5.628154	8.689195
4960	-16.64086	-15.4415	-1.199366	0.06982228	0.7605714	0.2666916	9.927306	9.902365
4970	-16.948	-15.4771	-1.470897	0.07864544	0.7859938	0.2901497	8.813571	9.486839
4980	-16.67119	-15.5184	-1.152796	0.06616443	0.748349	0.275102	10.47613	9.698181
4990	-18.51643	-16.99855	-1.517878	0.08599601	0.8036072	0.2601865	8.060225	8.900865
5000	-17.93987	-16.07155	-1.868318	0.08793668	0.807809	0.3544823	7.882344	9.077894
5010	-22.82327	-17.53619	-5.287078	0.2318788	0.9266993	0.5102857	2.989265	8.320397
5020	-17.77939	-15.87738	-1.902008	0.09779759	0.8267543	0.2974065	7.087569	8.981448
5030	-17.92751	-16.17734	-1.750164	0.09295973	0.817929	0.2831324	7.456424	9.275236
5040	-17.82145	-15.91943	-1.902024	0.09667131	0.824774	0.3046049	7.170144	9.140351
5050	-18.42421	-16.55243	-1.871786	0.1011414	0.8323868	0.2687875	6.853246	9.028516
5060	-16.82009	-15.80993	-1.010161	0.05889316	0.7204204	0.2783289	11.76957	9.945091
5070	-19.09388	-16.999	-2.094874	0.1112329	0.8474152	0.271203	6.231492	8.896598
5080	-17.91244	-16.75972	-1.152723	0.0699247	0.7608981	0.2539853	9.912765	9.304378
5090	-18.12441	-15.94801	-2.176393	0.1056425	0.8394307	0.3312974	6.561254	8.846522
5100	-18.77351	-17.49284	-1.280668	0.06346624	0.7385897	0.3310503	10.92151	9.34501
5110	-24.08962	-20.04353	-4.046092	0.1763373	0.9036144	0.479418	3.930802	7.935047
5120	-16.75026	-15.39501	-1.355254	0.07311852	0.7706913	0.2906253	9.479776	9.679964
5130	-18.00243	-17.05559	-0.9468395	0.06978888	0.7604647	0.2073224	9.932058	9.775792
5140	-16.52863	-15.37144	-1.15719	0.06917466	0.7584868	0.2592155	10.02025	9.814621
5150	-16.65819	-15.76291	-0.8952829	0.05927233	0.722011	0.2461348	11.69428	9.986974
5160	-19.3366	-16.39403	-2.942573	0.1365905	0.8756033	0.3696219	5.074637	8.648373
5170	-18.84751	-16.8225	-2.025011	0.09892409	0.8286922	0.3283888	7.006859	8.61605
5180	-17.84613	-16.7599	-1.086227	0.05856053	0.7190117	0.3024535	11.83642	9.72729
5190	-18.51961	-16.24227	-2.277333	0.1042548	0.8373212	0.3774365	6.648586	8.935542
5200	-19.1689	-18.20407	-0.9648293	0.06151587	0.7311045	0.2515943	11.26778	9.410823
5210	-16.93195	-15.89249	-1.039462	0.06783614	0.7540719	0.2370651	10.21796	9.674355
5220	-21.24072	-18.98976	-2.250955	0.1167898	0.8546168	0.2817534	5.934996	9.16824
5230	-18.02799	-16.05019	-1.977798	0.1020866	0.8339151	0.2929138	6.789799	8.945749
5240	-19.49202	-16.84026	-2.651758	0.130243	0.8695598	0.3161953	5.321955	8.794061
5250	-17.17963	-15.64537	-1.534255	0.08324974	0.7973558	0.2803536	8.326118	9.386565
5260	-19.19637	-17.30514	-1.89123	0.08087549	0.7916419	0.4213265	8.570547	9.30663
5270	-25.01812	-23.87179	-1.146331	0.06128178	0.7301805	0.3031678	11.31082	8.622532
5280	-17.26267	-15.62367	-1.638997	0.0852826	0.8020186	0.2981677	8.127651	9.333997
5290	-16.99603	-15.92654	-1.06949	0.06994255	0.760955	0.2336127	9.910236	9.673337
5300	-17.70451	-15.91215	-1.792367	0.08613058	0.8039042	0.3413924	8.047631	9.126803
5310	-23.03992	-18.10463	-4.935296	0.2081674	0.9183502	0.5936817	3.329758	8.535063
5320	-18.34923	-16.65865	-1.690576	0.08887748	0.8097851	0.290892	7.798907	9.528723
5330	-18.7551	-17.03684	-1.718264	0.07929222	0.7876611	0.3665147	8.74168	8.973516
5340	-17.10552	-15.76652	-1.338999	0.07794485	0.78416	0.2581047	8.89279	9.356357
5350	-16.72684	-15.80454	-0.9223033	0.06000713	0.7250485	0.2489637	11.55108	9.926219
5360	-21.56775	-18.23922	-3.328534	0.1422698	0.8805582	0.4819913	4.872061	8.992026
5370	-18.00957	-16.31275	-1.696824	0.08783915	0.8076019	0.2992362	7.891096	9.505341
5380	-17.15122	-16.12998	-1.021243	0.06068947	0.7278171	0.2709048	11.42121	9.756919
5390	-18.18898	-16.49346	-1.695515	0.08465597	0.800603	0.3197283	8.187813	9.653432
5400	-17.04304	-15.68783	-1.355205	0.07678289	0.7810533	0.26887	9.027365	9.664097
5410	-16.93158	-15.77831	-1.153274	0.06667843	0.750134	0.2722478	10.39537	9.585475
5420	-17.82234	-16.48854	-1.333793	0.0818907	0.7941217	0.2361407	8.464296	9.321775
5430	-16.65826	-15.37068	-1.287572	0.06949684	0.759528	0.2933026	9.973794	9.732749
