Iteration	Posterior	Likelihood	Prior	alpha	is_BM	is_OU	p_th	sigma2	t_half	theta
28180	-20.97461	-19.00511	-1.969498	0.08604379	0	1	0.8037127	0.2041506	8.055749	9.308358
28190	-21.51803	-18.19859	-3.319443	0.1106696	0	1	0.8466459	0.4669597	6.263211	8.439283
28200	-19.16094	-16.88064	-2.280301	0.07281564	0	1	0.7697943	0.3688394	9.519207	9.262057
28210	-24.08161	-21.41266	-2.668949	0.115868	0	1	0.8534687	0.218206	5.982213	8.619703
28220	-19.08591	-16.27611	-2.809808	0.1000261	0	1	0.8305479	0.351589	6.929661	8.752315
28230	-17.95035	-15.83117	-2.119181	0.0701085	0	1	0.7614823	0.3325155	9.886778	9.678391
28240	-19.09214	-16.89978	-2.192355	0.06699526	0	1	0.751223	0.3821922	10.34621	9.716522
28250	-18.20861	-16.25139	-1.95722	0.07421438	0	1	0.7738836	0.2591998	9.339796	9.916298
28260	-18.05718	-15.80811	-2.249071	0.07584507	0	1	0.7784849	0.3352402	9.138988	9.550459
28270	-17.68437	-15.63721	-2.047156	0.07138847	0	1	0.7654796	0.3011177	9.709512	9.911164
28280	-20.0086	-17.13505	-2.873542	0.09420173	0	1	0.8202759	0.4240242	7.358115	9.205733
28290	-19.88264	-17.53173	-2.350903	0.07416682	0	1	0.7737468	0.3846337	9.345785	9.071622
28300	-17.73769	-15.78458	-1.953113	0.06355573	0	1	0.7389243	0.3236519	10.90613	9.951995
28310	-18.51072	-15.98205	-2.528672	0.09645233	0	1	0.8243839	0.2863352	7.186423	9.087813
28320	-17.54174	-15.95542	-1.586319	0.06132346	0	1	0.7303455	0.2351545	11.30313	9.893749
28330	-19.24759	-16.56177	-2.685824	0.1015315	0	1	0.8330208	0.3008273	6.82692	8.685358
28340	-18.06577	-15.65585	-2.409928	0.0873127	0	1	0.8064767	0.3086974	7.938675	9.138166
28350	-24.32685	-19.89055	-4.436296	0.1584337	0	1	0.8927287	0.5177769	4.374998	7.960284
28360	-17.56467	-15.43511	-2.129563	0.07672863	0	1	0.7809063	0.2919521	9.033749	9.497674
28370	-18.16863	-16.12537	-2.043262	0.08014324	0	1	0.7898183	0.2490942	8.648853	9.531017
28380	-21.28764	-19.48097	-1.806671	0.05771783	0	1	0.7153866	0.3164314	12.00924	9.257278
28390	-19.04105	-16.03911	-3.001937	0.1119152	0	1	0.8483368	0.3310619	6.193502	8.815362
28400	-18.02735	-15.72725	-2.300103	0.08119979	0	1	0.7924401	0.314899	8.536317	9.206091
28410	-18.13516	-15.92562	-2.209537	0.07644281	0	1	0.7801283	0.3181837	9.067527	9.250709
28420	-19.78685	-16.56838	-3.218471	0.1126327	0	1	0.8492942	0.4048902	6.154051	8.87943
28430	-18.88967	-17.0521	-1.837567	0.06936826	0	1	0.7591134	0.254877	9.992282	9.269693
28440	-18.28161	-16.03694	-2.244673	0.07406163	0	1	0.7734436	0.3466424	9.359059	9.70146
28450	-21.21016	-19.0154	-2.194761	0.08684009	0	1	0.8054559	0.2514447	7.98188	8.68572
28460	-18.70355	-16.19839	-2.505154	0.09047102	0	1	0.8130454	0.3175288	7.661538	9.41315
28470	-17.68975	-15.73268	-1.957074	0.07473255	0	1	0.7753647	0.2563281	9.275038	9.715136
28480	-21.99805	-19.40901	-2.589039	0.08579997	0	1	0.803173	0.3812946	8.078641	8.396621
28490	-17.52172	-15.65692	-1.864793	0.06413533	0	1	0.7410725	0.292671	10.80757	9.75272
28500	-18.45102	-16.6886	-1.762422	0.05589779	0	1	0.7072713	0.3146556	12.40026	9.945545
28510	-20.07995	-17.00436	-3.07559	0.1035047	0	1	0.8361583	0.4259961	6.696771	8.799311
28520	-19.40496	-16.67969	-2.72527	0.09969449	0	1	0.8299935	0.3253697	6.952713	8.637792
28530	-19.10199	-16.60068	-2.501316	0.08899369	0	1	0.8100265	0.3263854	7.788723	8.789471
28540	-18.27227	-15.86915	-2.40312	0.08217998	0	1	0.7948182	0.3418833	8.434501	9.308974
28550	-17.89978	-16.1272	-1.772588	0.06472948	0	1	0.7432419	0.2635483	10.70837	9.585014
28560	-20.81064	-18.11363	-2.697013	0.08358302	0	1	0.7981344	0.4452295	8.292919	9.665456
28570	-20.80473	-17.53096	-3.27377	0.1285997	0	1	0.8678993	0.3049339	5.38996	8.914381
28580	-17.5929	-15.54893	-2.043973	0.07614417	0	1	0.7793101	0.271348	9.103089	9.632642
28590	-20.16969	-16.62734	-3.542355	0.130391	0	1	0.8697074	0.3840097	5.315912	8.844513
28600	-18.38916	-16.49222	-1.896941	0.07620686	0	1	0.7794823	0.2339343	9.095601	9.697416
28610	-18.70508	-16.85085	-1.854238	0.0762334	0	1	0.7795552	0.2240285	9.092434	9.670258
28620	-18.56867	-15.97062	-2.598052	0.09875363	0	1	0.8284016	0.2922793	7.018954	8.938937
28630	-17.96704	-15.71725	-2.249799	0.07688517	0	1	0.7813302	0.328161	9.015356	9.536362
28640	-18.57247	-16.72218	-1.850298	0.06639922	0	1	0.7491672	0.2749295	10.43909	9.372016
28650	-17.52718	-15.43639	-2.09079	0.07532051	0	1	0.7770237	0.2893675	9.202636	9.620161
28660	-21.17945	-17.12944	-4.050008	0.1456053	0	1	0.8832895	0.4619579	4.760453	8.48894
28670	-19.57639	-17.51323	-2.063159	0.081353	0	1	0.7928152	0.2476601	8.520241	8.956544
28680	-17.71717	-15.54606	-2.171104	0.08002894	0	1	0.789531	0.2837516	8.661207	9.480248
28690	-17.40215	-15.47155	-1.930603	0.06566543	0	1	0.7465939	0.3025936	10.55574	9.857602
28700	-20.23574	-17.77343	-2.462318	0.07615172	0	1	0.7793308	0.4122321	9.102186	9.962834
28710	-19.04168	-16.43603	-2.605652	0.09254287	0	1	0.8171281	0.3359967	7.490012	8.779002
28720	-21.35437	-18.59336	-2.761008	0.08800162	0	1	0.8079466	0.4321717	7.876527	9.797854
28730	-20.0235	-16.66793	-3.355573	0.1203462	0	1	0.8588854	0.3942707	5.759611	8.545391
28740	-18.2486	-15.83217	-2.416426	0.08941561	0	1	0.8108981	0.2971497	7.751971	9.010257
28750	-18.38191	-16.95555	-1.42636	0.05922131	0	1	0.7217979	0.2095352	11.70436	9.976187
28760	-17.22331	-15.58809	-1.635226	0.06352706	0	1	0.7388172	0.2356599	10.91105	9.959423
28770	-18.33545	-15.8148	-2.52065	0.09469327	0	1	0.8211888	0.2948503	7.31992	9.08333
28780	-17.38962	-15.46037	-1.92925	0.07247682	0	1	0.7687832	0.2615172	9.563708	9.703898
28790	-17.6045	-15.49065	-2.113858	0.07423195	0	1	0.7739341	0.30304	9.337585	9.668851
28800	-17.44672	-15.40916	-2.037564	0.0746046	0	1	0.7750007	0.2785681	9.290944	9.534289
28810	-18.86191	-16.59716	-2.264746	0.07416146	0	1	0.7737314	0.3529224	9.34646	9.223513
28820	-18.06913	-15.794	-2.27513	0.08437401	0	1	0.7999598	0.2871264	8.215174	9.447633
28830	-23.76931	-17.81334	-5.955972	0.2255062	0	1	0.9246279	0.570175	3.073738	8.581241
28840	-17.61782	-15.81722	-1.800608	0.06719408	0	1	0.751902	0.2572268	10.3156	9.59103
28850	-20.24548	-17.69302	-2.552461	0.07926943	0	1	0.7876028	0.4222394	8.744193	9.76248
28860	-21.32309	-17.01439	-4.308699	0.1635976	0	1	0.8961123	0.4084497	4.236902	8.710496
28870	-18.26938	-15.82001	-2.449364	0.0853164	0	1	0.8020944	0.3350097	8.12443	9.17074
28880	-18.80518	-16.25806	-2.547125	0.08519492	0	1	0.8018216	0.3703681	8.136015	9.278291
28890	-18.84734	-16.33442	-2.512922	0.09817025	0	1	0.8274	0.2717706	7.060664	9.075502
28900	-18.41372	-15.86105	-2.552671	0.09062615	0	1	0.8133571	0.3318866	7.648423	9.253106
28910	-19.96472	-16.50032	-3.464399	0.1261754	0	1	0.8653719	0.3884508	5.49352	8.825441
28920	-18.58511	-16.55194	-2.033169	0.06407381	0	1	0.740846	0.3467941	10.81795	9.666288
28930	-22.83753	-20.84886	-1.988668	0.04964341	0	1	0.6760724	0.4505379	13.96252	9.815212
28940	-18.72569	-16.48693	-2.238763	0.08851532	0	1	0.8090289	0.2535793	7.830816	9.031743
28950	-21.70378	-17.73529	-3.968489	0.1546697	0	1	0.8901206	0.3512892	4.481468	8.307845
28960	-22.22608	-18.98244	-3.243634	0.1014242	0	1	0.8328469	0.5266956	6.834141	9.118212
28970	-21.82843	-19.61228	-2.216151	0.08852342	0	1	0.8090459	0.2478672	7.8301	9.728868
28980	-19.00944	-16.41181	-2.597633	0.0974798	0	1	0.8261999	0.3001616	7.110675	9.26499
28990	-17.99243	-15.65328	-2.339154	0.08641854	0	1	0.8045368	0.293114	8.020816	9.152964
29000	-21.39933	-18.64255	-2.756778	0.08231549	0	1	0.7951429	0.4855354	8.420617	9.377152
29010	-17.61362	-15.56102	-2.0526	0.0730113	0	1	0.7703745	0.2925129	9.493698	9.818026
29020	-17.89084	-15.84042	-2.050423	0.07517419	0	1	0.776613	0.2787834	9.220547	9.822833
29030	-17.51012	-15.73973	-1.770387	0.06474268	0	1	0.7432897	0.2628954	10.70619	9.690499
29040	-17.78343	-15.69624	-2.087189	0.07016593	0	1	0.7616643	0.3216539	9.878686	9.644809
29050	-17.9116	-16.07743	-1.834172	0.06201446	0	1	0.7330541	0.2969113	11.17719	9.716553
29060	-18.58386	-16.07965	-2.50421	0.09396402	0	1	0.8198312	0.2945659	7.37673	8.881665
29070	-20.8449	-17.74972	-3.095173	0.1198876	0	1	0.8583488	0.3068532	5.781644	9.076478
29080	-18.93585	-16.82364	-2.112209	0.08408968	0	1	0.7993072	0.2454357	8.242952	9.522426
29090	-20.05668	-16.65435	-3.402322	0.1289821	0	1	0.8682894	0.3439627	5.373982	8.854763
29100	-24.72631	-17.86095	-6.865365	0.2782207	0	1	0.9389086	0.4625424	2.491357	8.392113
29110	-20.20348	-17.54358	-2.659896	0.08286737	0	1	0.7964556	0.4355716	8.364537	9.274182
29120	-19.17743	-16.6765	-2.500927	0.09828565	0	1	0.827599	0.2678734	7.052374	9.162583
29130	-17.08018	-15.43015	-1.650028	0.06110635	0	1	0.7294843	0.2517809	11.34329	9.999202
29140	-19.72816	-17.2106	-2.517564	0.08954936	0	1	0.8111728	0.3278434	7.740393	8.665723
29150	-17.52662	-15.46399	-2.06263	0.07309119	0	1	0.7706106	0.2949612	9.48332	9.743627
29160	-22.91346	-17.3904	-5.523065	0.2135616	0	1	0.9204124	0.4765164	3.245655	8.331031
29170	-23.9177	-21.00572	-2.911982	0.1081365	0	1	0.8430911	0.3278431	6.409929	8.092435
29180	-24.48858	-18.00791	-6.480675	0.2600191	0	1	0.9346321	0.4632584	2.665755	8.622992
29190	-17.91913	-15.58975	-2.329377	0.08451361	0	1	0.8002787	0.3022358	8.201604	9.220608
29200	-19.88582	-16.52969	-3.356132	0.1268842	0	1	0.8661207	0.3433874	5.462833	8.84514
29210	-18.093	-15.72716	-2.365841	0.08211847	0	1	0.7946705	0.3298033	8.44082	9.319531
29220	-18.96335	-16.10432	-2.859035	0.1044956	0	1	0.837691	0.3359117	6.633269	9.055552
29230	-21.15002	-18.12414	-3.025878	0.1034021	0	1	0.835998	0.40622	6.703416	8.379733
29240	-19.03652	-16.26211	-2.774409	0.09798752	0	1	0.827084	0.3543635	7.073831	8.790796
29250	-18.65132	-15.97431	-2.677013	0.09424919	0	1	0.8203644	0.3480179	7.35441	9.152547
29260	-18.16722	-16.24353	-1.923688	0.07510579	0	1	0.7764205	0.2459558	9.228944	9.319154
29270	-17.62475	-15.95837	-1.66638	0.06379351	0	1	0.7398094	0.2417466	10.86548	9.749085
29280	-17.46581	-15.91457	-1.551239	0.06094128	0	1	0.7288263	0.2288972	11.37402	9.973652
29290	-17.42173	-15.40963	-2.012103	0.07418252	0	1	0.773792	0.2740082	9.343808	9.562231
29300	-18.43097	-15.8585	-2.572476	0.09602507	0	1	0.823618	0.3018811	7.218398	8.947072
29310	-18.87076	-17.13573	-1.735022	0.05730694	0	1	0.7135891	0.2971321	12.09535	9.708459
29320	-18.97123	-16.05023	-2.920999	0.1099589	0	1	0.8456645	0.3182639	6.303693	8.861578
29330	-19.45751	-16.69512	-2.762391	0.09176921	0	1	0.8156236	0.3995176	7.553156	9.017785
29340	-20.66652	-17.11212	-3.554399	0.1243133	0	1	0.8633648	0.4421637	5.575807	8.873037
29350	-19.83648	-16.91899	-2.917495	0.1004661	0	1	0.8312779	0.3879259	6.899315	9.274766
29360	-17.23434	-15.58255	-1.651793	0.06378744	0	1	0.7397869	0.2382764	10.86652	9.920124
29370	-19.2979	-16.17459	-3.123315	0.1127096	0	1	0.8493962	0.367538	6.14985	8.855093
29380	-17.80325	-15.65833	-2.144921	0.07706893	0	1	0.7818258	0.2943376	8.99386	9.297359
29390	-18.44185	-16.21374	-2.22811	0.08433823	0	1	0.7998779	0.2741462	8.218659	9.019559
29400	-18.41406	-16.22762	-2.186441	0.08588449	0	1	0.8033604	0.2544694	8.070691	9.12859
29410	-19.77654	-16.99228	-2.784254	0.1107891	0	1	0.8468097	0.27274	6.256456	8.931382
29420	-20.50651	-18.00888	-2.497634	0.07945805	0	1	0.7880847	0.3981158	8.723436	8.822647
29430	-20.91608	-17.89951	-3.016572	0.09779034	0	1	0.8267416	0.4533527	7.088095	9.313975
29440	-19.69902	-17.3643	-2.334723	0.08539661	0	1	0.8022741	0.2982154	8.1168	9.765944
29450	-18.58657	-16.09304	-2.49353	0.08897408	0	1	0.8099858	0.3239889	7.79044	8.919899
29460	-19.14873	-16.37819	-2.770538	0.0941047	0	1	0.8200947	0.3833104	7.365702	9.023533
29470	-18.73311	-16.81293	-1.920179	0.07490473	0	1	0.7758529	0.2461422	9.253717	9.930634
29480	-17.81377	-15.79804	-2.015726	0.06884583	0	1	0.7574156	0.3079773	10.06811	9.534689
29490	-18.53512	-15.85727	-2.677852	0.09602133	0	1	0.8236113	0.3354555	7.218679	8.976167
29500	-20.82576	-18.0464	-2.779363	0.09206845	0	1	0.8162083	0.4037838	7.528607	8.546998
29510	-18.73709	-17.19776	-1.539337	0.05330458	0	1	0.6949909	0.2659801	13.00352	9.971014
29520	-18.76344	-16.23728	-2.526162	0.08697512	0	1	0.8057486	0.3492399	7.969488	9.454861
29530	-21.18027	-17.61572	-3.564544	0.1220064	0	1	0.8607947	0.4690821	5.681235	8.939803
29540	-18.98292	-16.41005	-2.572867	0.0853968	0	1	0.8022745	0.3784014	8.116782	9.328988
29550	-19.39139	-16.83073	-2.560653	0.08806312	0	1	0.8080768	0.3532452	7.871027	8.783086
29560	-17.91141	-15.889	-2.022412	0.07421679	0	1	0.7738905	0.2766464	9.339493	9.302865
29570	-18.385	-15.83223	-2.552771	0.09537864	0	1	0.8224469	0.3000791	7.267321	8.974076
29580	-18.91463	-17.03652	-1.878103	0.0742141	0	1	0.7738828	0.2394843	9.339831	9.216879
29590	-20.30177	-18.07953	-2.222239	0.07504258	0	1	0.7762424	0.3319699	9.236718	8.82178
29600	-17.36171	-15.57198	-1.789732	0.06391786	0	1	0.7402701	0.272763	10.84434	9.770937
29610	-17.34346	-15.47408	-1.869382	0.06463437	0	1	0.7428968	0.29092	10.72413	9.816383
29620	-19.67408	-16.94092	-2.733163	0.08890058	0	1	0.8098331	0.4123622	7.79688	9.136744
29630	-23.95953	-19.33886	-4.62067	0.1632241	0	1	0.8958747	0.5624293	4.246597	8.990923
29640	-19.17325	-16.60176	-2.571486	0.09390443	0	1	0.8197194	0.3154636	7.381411	9.416516
29650	-19.8137	-17.16665	-2.647047	0.08775574	0	1	0.8074244	0.387641	7.898597	8.801403
29660	-17.57682	-15.83418	-1.742648	0.06619781	0	1	0.7484656	0.247928	10.47085	9.662418
29670	-18.26288	-15.85972	-2.403158	0.08934149	0	1	0.8107455	0.2936945	7.758402	9.006517
29680	-20.44469	-16.57936	-3.86533	0.146809	0	1	0.8842449	0.3743734	4.721421	8.525271
29690	-19.57337	-17.2465	-2.326864	0.07136504	0	1	0.7654076	0.3984995	9.7127	9.433129
29700	-18.14593	-16.12997	-2.015961	0.07695274	0	1	0.7815126	0.259364	9.00744	9.758055
29710	-18.45012	-16.26799	-2.182132	0.06959125	0	1	0.7598315	0.3580291	9.960263	9.737966
29720	-17.06639	-15.34335	-1.723034	0.06494938	0	1	0.7440366	0.2496391	10.67211	9.964909
29730	-17.83387	-16.02008	-1.813795	0.06417593	0	1	0.7412217	0.2778801	10.80074	9.615151
29740	-22.10653	-19.18734	-2.919194	0.09189118	0	1	0.8158624	0.4661339	7.543131	9.738068
29750	-19.67832	-16.50253	-3.175788	0.1114604	0	1	0.8477237	0.3977434	6.218773	8.909189
29760	-19.97718	-16.87654	-3.100642	0.107139	0	1	0.8416468	0.4043831	6.469607	8.633988
29770	-17.88286	-15.90912	-1.973737	0.06674189	0	1	0.7503528	0.3087965	10.38549	9.581757
29780	-17.84967	-15.88671	-1.962956	0.07648079	0	1	0.780232	0.2484502	9.063023	9.410293
29790	-19.66574	-16.78959	-2.876146	0.09913076	0	1	0.8290432	0.3829104	6.992251	8.687421
29800	-20.09217	-17.9751	-2.117067	0.07448236	0	1	0.7746518	0.3024027	9.306192	8.87331
29810	-19.97374	-16.73166	-3.242081	0.1254401	0	1	0.8645862	0.3159087	5.525725	8.55979
29820	-20.56526	-17.72353	-2.841729	0.09075789	0	1	0.813621	0.4418878	7.637321	8.859602
29830	-18.63411	-16.22745	-2.406656	0.08863118	0	1	0.8092715	0.2991999	7.820579	9.461203
29840	-18.39946	-16.70585	-1.693607	0.07005249	0	1	0.7613046	0.2175224	9.894683	9.909639
29850	-19.35032	-17.48123	-1.869094	0.05570945	0	1	0.7064085	0.3514781	12.44218	9.873064
29860	-18.49874	-16.13335	-2.36539	0.08358071	0	1	0.798129	0.3195826	8.293148	9.594379
29870	-18.30903	-15.87342	-2.435616	0.08421043	0	1	0.7995849	0.3382818	8.231132	9.17786
29880	-22.10094	-20.39909	-1.701846	0.0562038	0	1	0.7086639	0.2942439	12.33275	9.246068
29890	-18.05748	-15.88987	-2.167611	0.0766856	0	1	0.7807895	0.3035515	9.038819	9.781505
29900	-19.2545	-16.57731	-2.677192	0.09053773	0	1	0.8131795	0.3766027	7.655893	9.377971
29910	-18.80651	-15.98198	-2.824528	0.103675	0	1	0.8364238	0.3302183	6.685768	9.014624
29920	-18.21826	-15.70872	-2.509539	0.09191143	0	1	0.815902	0.3093235	7.541469	9.070209
29930	-19.74027	-17.88035	-1.859925	0.05965218	0	1	0.7235886	0.320318	11.61981	9.437495
29940	-23.7525	-19.8823	-3.870198	0.1573007	0	1	0.8919568	0.3011136	4.40651	8.857699
29950	-18.07184	-15.95844	-2.113393	0.06871357	0	1	0.7569823	0.3405288	10.08749	9.818604
29960	-21.00137	-17.58351	-3.417855	0.1370883	0	1	0.8760538	0.2941391	5.056211	8.550164
29970	-20.39906	-16.65626	-3.7428	0.1388182	0	1	0.8775947	0.3924032	4.993202	8.47835
29980	-17.74121	-15.62076	-2.120457	0.07243669	0	1	0.7686629	0.3168915	9.569007	9.748752
29990	-21.20304	-18.40066	-2.802389	0.09306569	0	1	0.8181315	0.4045376	7.447935	9.709107
30000	-17.88552	-15.77913	-2.106398	0.07256288	0	1	0.7690408	0.3116317	9.552366	9.889236
30010	-18.63006	-16.45458	-2.175476	0.07036073	0	1	0.7622798	0.3498939	9.851336	9.41711
30020	-20.07719	-17.5125	-2.56469	0.07920781	0	1	0.7874449	0.427994	8.750995	9.310824
30030	-18.96934	-17.33991	-1.629434	0.05791637	0	1	0.716248	0.2639228	11.96807	9.671178
30040	-19.76416	-17.23579	-2.528368	0.08186884	0	1	0.7940689	0.3900674	8.466557	9.746972
30050	-17.69258	-15.76647	-1.926117	0.07099037	0	1	0.7642496	0.2690535	9.763961	9.984019
30060	-18.95799	-16.40814	-2.54985	0.08880485	0	1	0.8096339	0.3439925	7.805285	8.861726
30070	-18.43697	-15.95468	-2.482286	0.09496299	0	1	0.8216859	0.2821337	7.299129	9.027087
30080	-18.87473	-16.09082	-2.783908	0.09920794	0	1	0.8291739	0.3486	6.986812	9.126742
30090	-17.96805	-15.64136	-2.32669	0.08653403	0	1	0.8047894	0.2887747	8.010111	9.25621
30100	-18.48529	-15.92908	-2.556216	0.08933329	0	1	0.8107286	0.3423291	7.759114	9.270633
30110	-17.8683	-15.7071	-2.161206	0.08224242	0	1	0.794968	0.2680652	8.428098	9.377958
30120	-20.98609	-17.44438	-3.541717	0.1239377	0	1	0.8629526	0.440086	5.592709	8.417411
30130	-18.48806	-15.88877	-2.599287	0.09624852	0	1	0.8240194	0.3086175	7.20164	8.910765
30140	-18.55408	-16.08311	-2.470969	0.08346223	0	1	0.7978529	0.3560635	8.30492	9.220159
30150	-18.62303	-16.62749	-1.99554	0.06478657	0	1	0.7434486	0.3289736	10.69893	9.5015
30160	-18.83376	-16.80557	-2.028183	0.06118035	0	1	0.7297784	0.3669202	11.32957	9.941558
30170	-18.32308	-15.85605	-2.467026	0.09152671	0	1	0.8151472	0.298879	7.573168	9.254682
30180	-17.77719	-16.08353	-1.693665	0.06824761	0	1	0.7554446	0.2260282	10.15636	9.924445
30190	-17.2489	-15.36728	-1.881623	0.06681696	0	1	0.7506112	0.2811744	10.37382	9.761632
30200	-21.28836	-18.90312	-2.385238	0.06634563	0	1	0.7489809	0.4699341	10.44752	9.845549
30210	-20.64818	-18.03246	-2.615719	0.08115281	0	1	0.7923248	0.4321899	8.541259	8.943004
30220	-19.38974	-17.10536	-2.284375	0.06962383	0	1	0.7599361	0.3962977	9.955602	9.635187
30230	-17.31838	-15.4235	-1.894881	0.07091256	0	1	0.7640078	0.26121	9.774674	9.659583
30240	-21.9886	-19.49095	-2.497653	0.09240278	0	1	0.8168574	0.3024983	7.501367	8.393655
30250	-21.90452	-17.27759	-4.626927	0.1709069	0	1	0.900553	0.4808211	4.055701	8.394477
30260	-17.98733	-15.71085	-2.276474	0.08094883	0	1	0.7918229	0.3091876	8.562782	9.538496
30270	-18.38563	-15.88277	-2.502864	0.08871452	0	1	0.8094455	0.3288332	7.813232	9.020289
30280	-18.75324	-17.27821	-1.475029	0.05701163	0	1	0.712285	0.2305459	12.158	9.863967
30290	-18.7418	-16.89562	-1.846175	0.0613337	0	1	0.730386	0.3048688	11.30124	9.547243
30300	-18.25774	-16.16345	-2.094292	0.07647135	0	1	0.7802063	0.2833772	9.064142	9.85999
30310	-18.70983	-16.3775	-2.332329	0.07779907	0	1	0.7837747	0.3495483	8.909453	9.164841
30320	-18.07449	-15.91281	-2.161683	0.08018759	0	1	0.7899296	0.280146	8.644071	9.152825
30330	-18.07716	-15.72508	-2.352076	0.08156052	0	1	0.7933213	0.3291687	8.498562	9.316981
30340	-17.70651	-15.5188	-2.187712	0.07879201	0	1	0.7863737	0.2961762	8.797176	9.348312
30350	-18.98165	-16.42729	-2.554362	0.08465717	0	1	0.8006057	0.3773396	8.187696	9.160772
30360	-17.14055	-15.28303	-1.857525	0.0678396	0	1	0.7540836	0.2685875	10.21744	9.858647
30370	-20.17537	-18.34069	-1.834688	0.05288641	0	1	0.692927	0.3605555	13.10634	9.857072
30380	-17.45581	-15.4461	-2.009705	0.07481407	0	1	0.7755961	0.2697132	9.264931	9.5852
30390	-18.58975	-16.84591	-1.743842	0.0583832	0	1	0.7182557	0.2929959	11.87237	9.708464
30400	-17.74516	-15.68762	-2.057545	0.06940985	0	1	0.7592476	0.317309	9.986294	9.933289
30410	-18.9857	-16.43107	-2.554632	0.0928548	0	1	0.817728	0.3171776	7.46485	8.771084
30420	-18.68991	-16.59539	-2.094522	0.07140468	0	1	0.7655295	0.3156152	9.707308	9.208081
30430	-19.02879	-16.11892	-2.909877	0.1031137	0	1	0.8355456	0.3639494	6.722167	8.862238
30440	-18.81522	-15.96746	-2.847763	0.106248	0	1	0.8403347	0.3200217	6.523859	8.91776
30450	-18.23584	-16.05208	-2.18376	0.07148378	0	1	0.7657724	0.344496	9.696565	9.827625
30460	-19.86127	-16.96626	-2.895013	0.1139594	0	1	0.8510339	0.2848621	6.082406	8.639555
30470	-17.13763	-15.36418	-1.773453	0.06678755	0	1	0.75051	0.2525046	10.37839	9.915426
30480	-19.58392	-16.2399	-3.344021	0.1246811	0	1	0.8637658	0.3554907	5.559361	8.742532
30490	-19.23134	-17.09282	-2.138517	0.0653751	0	1	0.7455625	0.3748273	10.60262	9.580951
30500	-22.76789	-17.75201	-5.01588	0.1857901	0	1	0.9085172	0.517302	3.730808	8.707038
30510	-18.21515	-16.01391	-2.201248	0.07701185	0	1	0.781672	0.3117699	9.000527	9.187419
30520	-20.36238	-17.43045	-2.931937	0.09477041	0	1	0.8213313	0.4441305	7.313962	9.099994
30530	-21.83808	-18.53887	-3.299217	0.1052413	0	1	0.8388263	0.5134772	6.586265	8.825488
30540	-17.83498	-16.1118	-1.723186	0.06529187	0	1	0.7452655	0.2478691	10.61613	9.619869
30550	-20.33633	-16.9501	-3.386234	0.1334359	0	1	0.8726708	0.3079491	5.194607	8.694783
30560	-17.45831	-15.41402	-2.044295	0.07512491	0	1	0.7764744	0.27737	9.226595	9.568666
30570	-17.61785	-15.49577	-2.122073	0.07768652	0	1	0.7834764	0.2839432	8.922362	9.385663
30580	-17.2887	-15.52131	-1.767397	0.06179207	0	1	0.7321876	0.2790462	11.21741	9.897487
30590	-18.14809	-16.16192	-1.986165	0.06489405	0	1	0.743837	0.3251615	10.68121	9.645391
30600	-19.21707	-16.49966	-2.717416	0.10382	0	1	0.8366491	0.2957648	6.676431	8.703382
30610	-18.03887	-16.12211	-1.916759	0.06342232	0	1	0.7384253	0.3129819	10.92907	9.677194
30620	-19.77951	-16.64161	-3.137895	0.1127375	0	1	0.8494332	0.3727149	6.148326	8.558449
30630	-19.38772	-16.5417	-2.846019	0.1062444	0	1	0.8403293	0.3194888	6.524081	8.622799
30640	-18.70941	-16.68029	-2.02912	0.06342704	0	1	0.738443	0.3501656	10.92826	9.671537
30650	-17.85107	-15.79846	-2.052608	0.07023622	0	1	0.7618868	0.310258	9.8688	9.488107
30660	-18.17884	-15.7514	-2.427437	0.09035885	0	1	0.8128194	0.294486	7.671049	9.057281
30670	-18.10352	-15.71969	-2.383824	0.0842482	0	1	0.7996715	0.3209503	8.227442	9.388674
30680	-19.1763	-17.04196	-2.134343	0.06461965	0	1	0.7428433	0.3792982	10.72657	9.71063
30690	-19.14282	-16.51691	-2.625905	0.09285842	0	1	0.817735	0.3405829	7.464559	8.758848
30700	-20.93425	-19.07199	-1.862253	0.0515093	0	1	0.6859575	0.381623	13.45674	9.844251
30710	-18.81856	-16.74258	-2.075972	0.08369539	0	1	0.7983956	0.2386898	8.281785	9.140038
30720	-19.88053	-16.34202	-3.538506	0.1318222	0	1	0.8711171	0.3710918	5.258198	8.632208
30730	-18.67882	-16.60382	-2.075004	0.07293033	0	1	0.7701347	0.2996548	9.504238	9.149416
30740	-17.71551	-15.66104	-2.054465	0.07022734	0	1	0.7618587	0.3108932	9.870047	9.930985
30750	-18.03815	-16.30717	-1.730985	0.06358916	0	1	0.7390491	0.2590008	10.9004	9.603754
30760	-18.00152	-16.08005	-1.921472	0.06496832	0	1	0.7441048	0.3043118	10.669	9.58769
30770	-19.3176	-16.87269	-2.44491	0.08859855	0	1	0.8092032	0.3110824	7.823459	9.60642
30780	-19.32828	-16.47641	-2.851863	0.1047507	0	1	0.8380812	0.3317102	6.617111	8.635443
30790	-22.4941	-18.08893	-4.405175	0.165434	0	1	0.8972648	0.432628	4.189872	8.172107
30800	-18.06643	-15.67733	-2.389099	0.08410809	0	1	0.7993496	0.3236086	8.241147	9.309414
30810	-18.00912	-15.92074	-2.088374	0.06792644	0	1	0.7543744	0.3377085	10.20438	9.840436
