Iteration	Replicate_ID	Posterior	Likelihood	Prior	sigma2
7366	0	-14.49562	-15.84291	1.347296	0.06498552
7367	1	-13.68995	-15.25237	1.562415	0.05240733
7368	0	-12.96003	-14.97785	2.017818	0.03323632
7369	1	-15.93871	-16.99259	1.053879	0.08714573
7370	0	-13.27515	-14.99209	1.716943	0.04490362
7371	1	-13.5532	-15.16081	1.607611	0.05009143
7372	0	-12.97784	-15.03897	2.06113	0.0318275
7373	1	-13.24219	-14.9746	1.732409	0.04421444
7374	0	-13.29779	-15.55555	2.257761	0.0261461
7375	1	-14.09312	-15.53985	1.446726	0.0588349
7376	0	-12.96106	-14.98339	2.022326	0.03308681
7377	1	-13.69115	-15.25318	1.562037	0.05242713
7378	0	-13.42386	-15.07862	1.654755	0.0477847
7379	1	-12.96683	-14.91616	1.949322	0.03559264
7380	0	-12.984	-14.90134	1.917347	0.0367491
7381	1	-14.90017	-16.15748	1.257313	0.07110432
7382	0	-12.96167	-14.92646	1.964791	0.03504629
7383	1	-13.96904	-16.40332	2.434271	0.0219154
7384	0	-13.02007	-14.89479	1.874723	0.03834937
7385	1	-14.36454	-15.74293	1.378385	0.06299632
7386	0	-13.09889	-15.26584	2.166955	0.02863146
7387	1	-13.05781	-14.89968	1.841863	0.03963046
7388	0	-12.97113	-15.02025	2.049121	0.03221202
7389	1	-13.64896	-16.01176	2.362801	0.02353902
7390	0	-13.93592	-15.4253	1.489382	0.05637798
7391	1	-14.5106	-15.85441	1.34381	0.0652125
7392	0	-12.99394	-15.07729	2.083356	0.03112792
7393	1	-14.29263	-16.78689	2.494267	0.02063924
7394	0	-13.4579	-15.09974	1.641841	0.04840579
7395	1	-13.40663	-15.70159	2.294951	0.02519157
7396	0	-12.97456	-15.03013	2.055567	0.03200507
7397	1	-13.06516	-15.21072	2.145561	0.0292506
7398	0	-13.70078	-15.25978	1.558998	0.05258667
7399	1	-12.97936	-14.90394	1.924576	0.03648439
7400	0	-13.13631	-15.32404	2.187724	0.02804293
7401	1	-15.64857	-16.75626	1.107693	0.08258001
7402	0	-13.44222	-15.08996	1.647741	0.04812107
7403	1	-12.96251	-14.92431	1.961804	0.03515113
7404	0	-13.24544	-14.97629	1.730848	0.04428353
7405	1	-12.96017	-14.93122	1.971045	0.03482781
7406	0	-13.52268	-15.85215	2.32947	0.02433682
7407	1	-12.96622	-14.9171	1.950875	0.03553741
7408	0	-15.00176	-16.23765	1.235885	0.07264437
7409	1	-15.32353	-16.49403	1.170506	0.07755248
7410	0	-13.73882	-15.28598	1.547164	0.05321269
7411	1	-13.0217	-14.89483	1.873134	0.03841033
7412	0	-13.22887	-15.45959	2.230725	0.02686263
7413	1	-13.316	-15.01475	1.69875	0.045728
7414	0	-16.50284	-17.45701	0.9541605	0.09628384
7415	1	-13.47777	-15.11225	1.634485	0.0487632
7416	0	-13.11583	-15.29251	2.17668	0.02835437
7417	1	-14.87866	-16.14056	1.261903	0.0707787
7418	0	-14.56697	-15.89778	1.330813	0.0660656
7419	1	-14.26863	-15.6705	1.401869	0.06153413
7420	0	-12.98533	-15.05762	2.072293	0.0314742
7421	1	-13.29387	-15.55018	2.256307	0.02618413
7422	0	-13.3574	-15.03865	1.681241	0.0465357
7423	1	-13.85669	-15.36865	1.511961	0.05511933
7424	0	-12.95774	-14.94779	1.990049	0.03417218
7425	1	-13.71454	-15.26923	1.554689	0.05281375
7426	0	-14.20741	-15.62464	1.417221	0.06059664
7427	1	-13.04095	-14.8966	1.855644	0.03908807
7428	0	-13.65241	-16.01608	2.363664	0.02351873
7429	1	-12.96108	-14.92817	1.967085	0.03496599
7430	0	-13.71655	-15.27061	1.55406	0.05284698
7431	1	-12.98777	-15.06336	2.075588	0.03137065
7432	0	-13.06061	-14.9003	1.839689	0.03971669
7433	1	-14.00064	-15.47214	1.471502	0.05739509
7434	0	-14.82356	-16.09732	1.273752	0.06994499
7435	1	-13.32971	-15.02256	1.692857	0.04599828
7436	0	-13.34811	-15.62377	2.275659	0.02568231
7437	1	-13.03015	-14.89534	1.865181	0.03871704
7438	0	-12.986	-14.90042	1.914418	0.03685692
7439	1	-14.18217	-15.60581	1.423642	0.06020885
7440	0	-13.14759	-14.92972	1.782129	0.04206989
7441	1	-13.07551	-14.90405	1.828541	0.04016194
7442	0	-13.03581	-15.15964	2.123834	0.02989308
7443	1	-12.97105	-14.91083	1.939782	0.03593384
7444	0	-13.78858	-15.32063	1.532045	0.05402334
7445	1	-13.8883	-15.39116	1.502855	0.05562351
7446	0	-13.37084	-15.65416	2.283326	0.02548613
7447	1	-13.14423	-14.92832	1.784089	0.0419875
7448	0	-14.79225	-16.07279	1.280546	0.06947138
7449	1	-13.14423	-14.92832	1.784089	0.0419875
7450	0	-13.16034	-14.93519	1.774849	0.04237724
7451	1	-13.58886	-15.18429	1.595426	0.05070554
7452	0	-13.19151	-15.40601	2.214498	0.02730209
7453	1	-14.01928	-16.46353	2.444248	0.02169785
7454	0	-12.99109	-14.89848	1.907396	0.03711663
7455	1	-13.15361	-14.93227	1.778668	0.04221572
7456	0	-13.65104	-16.01437	2.363323	0.02352675
7457	1	-12.98048	-14.90325	1.922762	0.03655064
7458	0	-13.10397	-15.2739	2.169934	0.02854629
7459	1	-14.79516	-17.36764	2.572482	0.01908645
7460	0	-13.08683	-15.24649	2.159654	0.02884125
7461	1	-13.81671	-15.34038	1.523669	0.05447772
7462	0	-12.96501	-15.00008	2.035072	0.03266777
7463	1	-13.01314	-14.89486	1.881714	0.0380822
7464	0	-14.36888	-15.74622	1.377337	0.06306233
7465	1	-12.95793	-14.96082	2.002886	0.03373633
7466	0	-12.99889	-15.08799	2.089102	0.03094957
7467	1	-13.8498	-15.36376	1.513963	0.05500908
7468	0	-13.57772	-15.17692	1.599199	0.05051456
7469	1	-13.07799	-14.90474	1.82675	0.04023395
7470	0	-13.48462	-15.1166	1.631976	0.04888572
7471	1	-12.99201	-14.89819	1.906187	0.03716151
7472	0	-13.08714	-14.90743	1.820293	0.04049456
7473	1	-12.95794	-14.96097	2.00303	0.03373146
7474	0	-13.16146	-14.93568	1.774221	0.04240387
7475	1	-15.0356	-16.26444	1.228838	0.07315812
7476	0	-14.20644	-15.62391	1.417468	0.06058169
7477	1	-13.02016	-14.8948	1.874638	0.03835262
7478	0	-13.0403	-14.8965	1.856201	0.03906629
7479	1	-13.81947	-15.34232	1.522852	0.05452224
7480	0	-14.25564	-15.66074	1.405104	0.06133539
7481	1	-12.97533	-14.90683	1.931499	0.0362327
7482	0	-13.76638	-15.30512	1.538742	0.05366274
7483	1	-12.97655	-14.90588	1.929328	0.03631143
7484	0	-14.21347	-15.62916	1.415689	0.06068956
7485	1	-12.96304	-14.99234	2.029301	0.03285685
7486	0	-13.85063	-16.26021	2.409577	0.02246333
7487	1	-13.16633	-14.93783	1.771505	0.0425192
7488	0	-13.64615	-16.00825	2.362099	0.02355556
7489	1	-13.84493	-15.36031	1.515381	0.0549311
7490	0	-12.9715	-15.02137	2.049866	0.03218805
7491	1	-13.20623	-14.95648	1.750251	0.0434326
7492	0	-13.09421	-14.90966	1.815446	0.04069132
7493	1	-12.97239	-14.90945	1.937058	0.03603185
7494	0	-15.22869	-16.41811	1.189413	0.07609999
7495	1	-14.01655	-15.48373	1.467175	0.05764396
7496	0	-12.98844	-14.89942	1.910982	0.03698376
7497	1	-15.16931	-16.37071	1.2014	0.0751932
7498	0	-13.98714	-15.46233	1.475192	0.05718373
7499	1	-15.08553	-16.30405	1.218516	0.07391713
7500	0	-12.9589	-14.93699	1.978088	0.03458335
7501	1	-13.32289	-15.01867	1.695774	0.04586431
7502	0	-12.96654	-14.91661	1.950076	0.03556583
7503	1	-13.38496	-15.67294	2.287978	0.02536786
7504	0	-15.09044	-16.30795	1.217506	0.07399182
7505	1	-12.96484	-14.91944	1.954608	0.035405
7506	0	-13.54347	-15.15446	1.610989	0.04992252
7507	1	-12.98645	-14.90022	1.913777	0.03688053
7508	0	-13.0221	-15.13431	2.11221	0.03024258
7509	1	-14.64694	-15.95961	1.312675	0.06727484
7510	0	-13.0661	-15.2123	2.146201	0.02923188
7511	1	-13.61197	-15.96539	2.353419	0.02376091
7512	0	-15.06024	-16.28397	1.223734	0.07353245
7513	1	-13.67227	-15.24031	1.56804	0.05211336
7514	0	-13.69031	-15.25261	1.562303	0.05241316
7515	1	-13.1097	-14.91493	1.805235	0.04110895
7516	0	-13.87038	-16.2842	2.41382	0.02236822
7517	1	-13.16318	-15.36442	2.201236	0.02766657
7518	0	-13.00801	-14.89518	1.887167	0.03787511
7519	1	-13.81411	-15.33855	1.524439	0.05443582
7520	0	-14.79675	-16.07632	1.279567	0.06953946
7521	1	-13.06524	-14.90138	1.836148	0.03985761
7522	0	-14.00802	-15.47751	1.46949	0.05751067
7523	1	-16.04305	-17.07803	1.034981	0.08880831
7524	0	-12.96605	-15.00383	2.037781	0.0325794
7525	1	-14.37928	-16.88814	2.508859	0.02034025
7526	0	-13.2166	-14.96159	1.744991	0.04366165
7527	1	-12.95804	-14.94346	1.985418	0.03433081
7528	0	-13.05931	-15.20082	2.141508	0.02936939
7529	1	-12.98636	-15.06006	2.073703	0.03142983
7530	0	-13.04836	-14.8978	1.84944	0.03933129
7531	1	-13.84396	-15.35962	1.515664	0.05491557
7532	0	-12.99917	-15.0886	2.089425	0.03093957
7533	1	-14.82343	-16.09721	1.273781	0.06994294
7534	0	-14.05981	-15.51536	1.455551	0.05831798
7535	1	-13.11513	-15.29142	2.176288	0.02836548
7536	0	-13.23483	-14.9708	1.735975	0.04405706
7537	1	-14.34144	-15.72542	1.383982	0.0626447
7538	0	-13.45951	-15.10075	1.641243	0.04843478
7539	1	-13.12035	-15.29953	2.17918	0.02828356
7540	0	-12.99537	-14.89725	1.901883	0.03732182
7541	1	-15.04447	-16.27146	1.226999	0.07329279
7542	0	-14.901	-16.15814	1.257136	0.07111692
7543	1	-12.96215	-14.98852	2.026368	0.03295335
7544	0	-13.23451	-15.46758	2.23307	0.02679971
7545	1	-12.98539	-14.90069	1.9153	0.03682442
7546	0	-13.2296	-14.96813	1.738531	0.04394462
7547	1	-14.33743	-15.72239	1.384956	0.06258371
7548	0	-13.01785	-15.12619	2.108348	0.0303596
7549	1	-13.19564	-15.412	2.216357	0.02725137
7550	0	-13.20219	-15.42146	2.219269	0.02717213
7551	1	-13.28136	-14.99547	1.714109	0.04503104
7552	0	-13.47221	-15.10874	1.63653	0.04866359
7553	1	-13.04294	-15.17239	2.129456	0.02972549
7554	0	-13.81904	-15.34202	1.522979	0.05451532
7555	1	-15.43164	-16.58092	1.149286	0.07921569
7556	0	-13.18019	-14.94411	1.763926	0.04284267
7557	1	-12.96691	-14.91605	1.94914	0.03559913
7558	0	-13.2309	-14.96879	1.737894	0.04397259
7559	1	-13.9864	-15.4618	1.475395	0.05717212
7560	0	-13.03703	-15.16184	2.124811	0.02986389
7561	1	-15.26221	-16.44491	1.182697	0.07661276
7562	0	-13.826	-16.23021	2.40421	0.02258422
7563	1	-14.20166	-15.62034	1.418679	0.06050836
7564	0	-13.41778	-15.07489	1.657106	0.0476725
7565	1	-13.42578	-15.0798	1.654016	0.04782002
7566	0	-14.52031	-15.86187	1.341558	0.06535948
7567	1	-13.50696	-15.13085	1.623895	0.04928237
7568	0	-13.32875	-15.59768	2.268931	0.02585567
7569	1	-14.186	-15.60866	1.422663	0.06026781
7570	0	-13.01512	-14.8948	1.879673	0.03815999
7571	1	-16.52651	-17.47661	0.9500997	0.09667562
7572	0	-14.17682	-15.60183	1.425008	0.06012666
7573	1	-13.20149	-14.95418	1.752691	0.04332672
7574	0	-12.98331	-15.05276	2.069451	0.03156377
7575	1	-14.82599	-16.09922	1.273227	0.06998169
7576	0	-13.05271	-15.18949	2.136778	0.02950863
7577	1	-12.96284	-14.92351	1.960665	0.03519121
7578	0	-13.47554	-15.11085	1.635302	0.04872335
7579	1	-13.19937	-14.95315	1.753789	0.0432792
7580	0	-13.54142	-15.15313	1.611705	0.04988677
7581	1	-13.03661	-14.89601	1.859404	0.03894135
7582	0	-14.55773	-15.89066	1.33293	0.06592587
7583	1	-13.0793	-15.23421	2.154908	0.02897848
7584	0	-13.29845	-15.00489	1.706443	0.04537758
7585	1	-14.39436	-15.76557	1.371216	0.06344954
7586	0	-13.20499	-14.95588	1.750888	0.04340491
7587	1	-13.52688	-15.14369	1.616807	0.04963289
7588	0	-13.59982	-15.19156	1.591743	0.0508926
7589	1	-13.08946	-15.25073	2.161273	0.02879461
7590	0	-13.77201	-15.30905	1.537034	0.05375446
7591	1	-13.05485	-15.19317	2.138327	0.02946295
7592	0	-13.43105	-15.08305	1.651994	0.04791682
7593	1	-12.97644	-15.03526	2.058818	0.03190118
7594	0	-13.43045	-15.08268	1.652224	0.04790583
7595	1	-12.96473	-14.91965	1.954919	0.035394
7596	0	-12.99795	-14.89665	1.898705	0.03744062
7597	1	-13.03833	-14.89623	1.8579	0.03899997
7598	0	-13.09351	-14.90943	1.815926	0.0406718
7599	1	-13.07137	-15.22111	2.149738	0.02912866
7600	0	-12.96927	-14.91286	1.943588	0.0357973
7601	1	-12.98725	-14.89989	1.912632	0.03692277
7602	0	-15.46345	-16.60656	1.143107	0.07970672
7603	1	-13.43053	-15.73296	2.30243	0.02500388
7604	0	-14.49886	-15.8454	1.34654	0.06503472
7605	1	-13.1999	-14.95341	1.753513	0.04329112
7606	0	-13.08568	-14.90699	1.821306	0.04045358
7607	1	-12.96102	-14.98315	2.022135	0.03309315
7608	0	-12.96024	-14.97907	2.018824	0.0332029
7609	1	-13.28748	-14.99883	1.711342	0.04515581
7610	0	-13.15746	-15.35591	2.198444	0.02774392
7611	1	-12.98594	-15.05909	2.073141	0.03144752
7612	0	-13.3963	-15.06182	1.665523	0.04727294
7613	1	-14.4556	-15.81227	1.356672	0.06437909
7614	0	-12.98443	-15.05547	2.071045	0.03151351
7615	1	-13.13019	-15.31469	2.184499	0.02813353
7616	0	-13.02452	-14.89495	1.870431	0.03851431
7617	1	-16.6883	-17.61087	0.9225713	0.09937392
7618	0	-14.15263	-15.58385	1.43122	0.05975426
7619	1	-13.01319	-15.11714	2.10395	0.03049343
7620	0	-16.04305	-17.07803	1.03498	0.0888084
7621	1	-13.13186	-14.92329	1.791436	0.04168015
7622	0	-13.56231	-15.16678	1.604467	0.05024914
7623	1	-13.12743	-15.31045	2.18302	0.02817516
7624	0	-13.99273	-16.43174	2.439009	0.02181181
7625	1	-13.09401	-14.9096	1.815582	0.04068579
7626	0	-13.12	-15.29898	2.178985	0.02828909
7627	1	-13.1122	-15.28684	2.174644	0.02841215
7628	0	-13.30661	-15.56761	2.260998	0.02606161
7629	1	-13.1118	-15.28622	2.17442	0.02841852
7630	0	-14.27877	-16.77065	2.491882	0.02068852
7631	1	-15.68113	-16.78269	1.101555	0.0830885
7632	0	-17.07846	-19.89909	2.820637	0.01489199
7633	1	-13.09122	-15.25357	2.162351	0.02876358
7634	0	-13.18469	-14.9462	1.761511	0.04294628
7635	1	-13.01072	-14.89498	1.884261	0.03798531
7636	0	-14.76653	-16.05269	1.286158	0.06908257
7637	1	-13.10831	-15.28075	2.172436	0.02847495
7638	0	-13.13313	-15.31919	2.186056	0.02808976
7639	1	-15.07178	-16.29313	1.221349	0.07370802
7640	0	-13.39702	-15.06225	1.665238	0.04728639
7641	1	-13.69619	-15.25663	1.560444	0.05251068
7642	0	-13.78864	-15.32066	1.532028	0.05402423
7643	1	-12.95819	-14.94195	1.983759	0.03438782
7644	0	-13.41258	-15.07171	1.659126	0.04757632
7645	1	-14.56982	-17.10903	2.539208	0.01973223
7646	0	-13.24149	-15.47743	2.235934	0.02672307
7647	1	-13.24003	-14.97348	1.733448	0.04416853
7648	0	-12.96209	-14.98825	2.026159	0.03296024
7649	1	-13.25941	-14.98364	1.724231	0.04457755
7650	0	-13.09704	-14.91058	1.813543	0.04076884
7651	1	-12.96569	-15.00254	2.036858	0.03260948
7652	0	-12.95771	-14.95654	1.998833	0.03387332
7653	1	-13.15045	-15.34541	2.194961	0.02784074
7654	0	-14.1251	-15.56345	1.438354	0.05932952
7655	1	-13.31454	-15.01392	1.69938	0.04569918
7656	0	-13.3923	-15.68266	2.290359	0.02530753
7657	1	-13.01535	-15.12136	2.106014	0.03043056
7658	0	-13.32077	-15.58687	2.2661	0.02592898
7659	1	-12.96999	-15.01679	2.046798	0.03228696
7660	0	-13.29618	-15.55334	2.257162	0.02616175
7661	1	-13.25966	-14.98377	1.724115	0.04458272
7662	0	-12.97297	-15.02565	2.052677	0.03209767
7663	1	-13.16393	-15.36553	2.2016	0.02765649
7664	0	-13.02721	-15.14389	2.116681	0.03010767
7665	1	-13.55292	-15.16063	1.607707	0.05008662
7666	0	-13.20549	-14.95612	1.750631	0.04341609
7667	1	-12.98133	-15.04789	2.06656	0.03165515
7668	0	-13.03624	-15.16043	2.124184	0.02988262
7669	1	-13.55601	-15.16265	1.60664	0.05014008
7670	0	-13.60107	-15.19239	1.591324	0.05091394
7671	1	-12.98316	-15.05239	2.069237	0.03157053
7672	0	-13.85695	-15.36883	1.511884	0.05512353
7673	1	-12.96106	-14.98338	2.02232	0.03308701
7674	0	-13.16706	-14.93816	1.771099	0.04253647
7675	1	-13.02524	-15.14022	2.11498	0.03015894
7676	0	-14.31548	-15.7058	1.390314	0.06224925
7677	1	-14.59422	-15.91881	1.324594	0.06647774
7678	0	-12.96324	-14.92263	1.959387	0.0352362
7679	1	-14.0218	-15.48756	1.465755	0.05772593
7680	0	-14.89943	-16.1569	1.25747	0.07109311
7681	1	-15.09958	-16.31521	1.21563	0.07413082
7682	0	-12.98542	-14.90068	1.91526	0.03682587
7683	1	-12.96085	-14.92888	1.968024	0.03493317
7684	0	-14.93186	-17.52335	2.591496	0.01872698
7685	1	-13.64845	-15.22416	1.575715	0.05171491
7686	0	-15.81891	-16.89478	1.075865	0.08525066
7687	1	-14.07726	-15.52817	1.450915	0.05858892
7688	0	-13.76357	-15.30317	1.539594	0.05361706
7689	1	-13.59588	-15.18895	1.593063	0.0508255
7690	0	-12.9623	-14.92482	1.962517	0.03512608
7691	1	-13.19372	-14.95045	1.756732	0.04315201
7692	0	-13.39751	-15.68955	2.292038	0.02526506
7693	1	-13.25199	-14.97972	1.72773	0.04442182
7694	0	-13.09209	-15.25498	2.162882	0.02874832
7695	1	-16.57183	-17.51418	0.9423472	0.09742801
7696	0	-13.47873	-15.11286	1.634133	0.04878038
7697	1	-13.89434	-15.39547	1.501132	0.05571945
7698	0	-13.40604	-15.06772	1.661684	0.04745477
7699	1	-13.8077	-16.20787	2.400166	0.02267573
7700	0	-13.20325	-14.95503	1.75178	0.04336625
7701	1	-12.95769	-14.95586	1.99817	0.0338958
7702	0	-13.24274	-14.97488	1.732147	0.04422606
7703	1	-12.96949	-14.9126	1.943116	0.03581423
7704	0	-13.03315	-15.15482	2.121667	0.02995791
7705	1	-12.99781	-15.08569	2.087883	0.03098732
7706	0	-13.33481	-15.0255	1.690688	0.04609815
7707	1	-13.5578	-15.16382	1.60602	0.05017118
7708	0	-16.50522	-17.45897	0.9537528	0.09632309
7709	1	-13.0025	-15.09559	2.093082	0.03082664
7710	0	-13.0207	-15.13165	2.110951	0.03028067
7711	1	-12.96966	-15.01577	2.046111	0.03230913
7712	0	-13.2271	-15.45708	2.229984	0.02688255
7713	1	-13.1323	-14.92347	1.79117	0.04169123
7714	0	-13.10331	-14.9127	1.809386	0.04093866
7715	1	-12.98256	-15.05094	2.068378	0.03159766
7716	0	-12.96168	-14.98636	2.024682	0.03300897
7717	1	-13.22453	-14.96556	1.741034	0.04383477
7718	0	-13.79681	-16.19455	2.397735	0.02273092
7719	1	-13.35995	-15.63963	2.279682	0.02557919
7720	0	-13.16004	-15.35975	2.19971	0.02770884
7721	1	-13.24186	-14.97443	1.73257	0.04420735
7722	0	-12.98454	-14.90108	1.916541	0.03677873
7723	1	-13.52544	-15.85568	2.330241	0.02431807
7724	0	-13.13601	-15.32358	2.187569	0.02804729
7725	1	-13.66554	-15.23574	1.570196	0.0520011
7726	0	-13.44084	-15.08911	1.648263	0.04809596
7727	1	-13.1579	-15.35656	2.19866	0.02773793
7728	0	-13.06665	-14.90173	1.835077	0.03990029
7729	1	-12.99032	-15.06922	2.078896	0.03126707
7730	0	-13.69332	-15.25467	1.56135	0.05246316
7731	1	-13.06641	-15.21283	2.146413	0.02922568
7732	0	-14.1542	-15.58501	1.430815	0.05977846
7733	1	-13.13287	-15.31879	2.185917	0.02809367
7734	0	-13.59034	-15.18527	1.594928	0.05073078
7735	1	-12.95764	-14.95329	1.995643	0.03398154
7736	0	-13.42343	-15.72366	2.300229	0.02505897
7737	1	-13.24458	-14.97584	1.731263	0.04426516
7738	0	-13.18572	-14.94668	1.76096	0.04296995
7739	1	-13.03108	-14.89542	1.864335	0.03874981
7740	0	-15.43975	-16.58746	1.147708	0.07934081
7741	1	-13.32576	-15.0203	1.694542	0.04592084
7742	0	-13.0012	-14.89604	1.894842	0.03758551
7743	1	-14.07888	-15.52937	1.450485	0.05861413
7744	0	-12.99168	-15.07227	2.080593	0.03121403
7745	1	-12.95771	-14.94854	1.990826	0.03414564
7746	0	-12.99168	-15.07227	2.080593	0.03121403
7747	1	-13.39854	-15.06318	1.664634	0.04731496
7748	0	-12.98247	-14.90212	1.919648	0.03666465
7749	1	-12.9759	-15.0338	2.057902	0.03193042
7750	0	-12.98247	-14.90212	1.919648	0.03666465
7751	1	-13.40597	-15.06768	1.661711	0.04745347
7752	0	-12.97363	-14.90829	1.934661	0.03611831
7753	1	-13.78031	-15.31484	1.534531	0.05388921
7754	0	-13.1962	-14.95164	1.755436	0.04320795
7755	1	-14.4107	-15.77801	1.36731	0.06369785
7756	0	-14.40567	-15.77418	1.36851	0.06362144
7757	1	-13.1593	-14.93474	1.775433	0.04235252
7758	0	-15.13188	-16.3409	1.209016	0.07462271
7759	1	-13.15398	-15.35071	2.196723	0.02779171
7760	0	-12.95825	-14.96478	2.006523	0.03361384
7761	1	-15.94173	-16.99506	1.053328	0.08719376
7762	0	-13.1872	-15.39974	2.212538	0.02735563
7763	1	-13.13593	-15.32346	2.187525	0.02804851
7764	0	-13.12503	-14.92063	1.795596	0.04150711
7765	1	-12.96769	-14.91492	1.947235	0.03566701
7766	0	-13.12824	-14.92187	1.793633	0.04158866
7767	1	-13.32265	-15.01853	1.695877	0.04585955
7768	0	-13.01899	-15.12839	2.109401	0.03032767
7769	1	-12.96091	-14.92871	1.967808	0.03494074
7770	0	-14.72442	-17.28673	2.562311	0.01928157
7771	1	-12.98611	-15.05947	2.073362	0.03144056
7772	0	-13.10318	-14.91265	1.809473	0.0409351
7773	1	-12.96173	-14.92631	1.964583	0.03505358
7774	0	-12.96839	-15.01175	2.043355	0.03239829
7775	1	-12.98519	-15.0573	2.072108	0.03148002
7776	0	-13.59744	-15.18998	1.592541	0.05085204
7777	1	-13.33341	-15.60397	2.270565	0.02581345
7778	0	-12.96529	-15.00111	2.035818	0.03264341
7779	1	-13.94465	-16.37397	2.429324	0.02202409
7780	0	-14.30106	-15.69492	1.393853	0.06202936
7781	1	-12.96007	-14.97809	2.018021	0.03322958
7782	0	-13.88693	-15.39018	1.503248	0.05560164
7783	1	-12.95784	-14.95936	2.001518	0.0337825
7784	0	-13.89647	-15.39699	1.500525	0.05575325
7785	1	-13.91724	-15.41187	1.494635	0.05608261
7786	0	-13.35617	-15.03792	1.68175	0.04651205
7787	1	-13.19262	-14.94993	1.757312	0.043127
7788	0	-13.32663	-15.0208	1.694171	0.04593787
7789	1	-13.05319	-15.19031	2.137126	0.02949837
7790	0	-13.58584	-15.93245	2.34661	0.02392325
7791	1	-15.04588	-16.27259	1.226705	0.07331434
7792	0	-13.96826	-15.44865	1.480387	0.0568874
7793	1	-14.34029	-15.72455	1.38426	0.06262729
7794	0	-13.52982	-15.86127	2.331458	0.02428851
7795	1	-13.04308	-14.89692	1.853838	0.03915871
7796	0	-13.3803	-15.66676	2.286453	0.02540658
7797	1	-13.67295	-15.24078	1.567822	0.05212472
7798	0	-14.82332	-16.09713	1.273804	0.06994132
7799	1	-13.11774	-14.91786	1.800128	0.04131943
7800	0	-13.36137	-15.04098	1.679608	0.04661178
7801	1	-15.31507	-16.48725	1.172181	0.07742273
7802	0	-13.43899	-15.08796	1.648968	0.04806206
7803	1	-14.91317	-16.16772	1.254546	0.0713013
7804	0	-13.54387	-15.15472	1.610852	0.04992937
7805	1	-13.88738	-15.3905	1.50312	0.05560875
7806	0	-13.19089	-15.4051	2.214214	0.02730983
7807	1	-13.01569	-15.12203	2.106339	0.03042066
7808	0	-12.98831	-15.06461	2.076301	0.03134829
7809	1	-14.13356	-15.56972	1.436153	0.05946024
7810	0	-14.26906	-16.75926	2.490203	0.02072328
7811	1	-13.21356	-15.4378	2.224232	0.02703762
7812	0	-13.12669	-15.30931	2.182624	0.02818634
7813	1	-12.99371	-14.89769	1.903978	0.03724372
7814	0	-13.25505	-14.98133	1.726281	0.04448625
7815	1	-13.86017	-16.27181	2.411633	0.02241719
7816	0	-14.69726	-15.99869	1.301433	0.06803541
7817	1	-13.52131	-15.14009	1.618778	0.04953519
7818	0	-12.99168	-15.07228	2.080601	0.03121379
7819	1	-13.00373	-14.89566	1.891926	0.03769527
7820	0	-13.92432	-15.41696	1.49264	0.05619463
7821	1	-14.73666	-16.02938	1.292716	0.06863102
7822	0	-13.66211	-15.23341	1.571299	0.05194378
7823	1	-14.45059	-15.80845	1.357852	0.06430318
7824	0	-15.37266	-18.02057	2.64791	0.01769976
7825	1	-12.96184	-14.98712	2.025279	0.03298926
7826	0	-13.3416	-15.61501	2.273415	0.02573999
7827	1	-14.01443	-15.48218	1.467752	0.05761074
7828	0	-12.96338	-14.99375	2.030368	0.03282181
7829	1	-13.50687	-15.1308	1.623927	0.04928076
7830	0	-13.18722	-14.94738	1.760161	0.04300427
7831	1	-14.3638	-15.74236	1.378565	0.06298498
7832	0	-13.29808	-15.00469	1.706606	0.04537018
7833	1	-12.98106	-15.04722	2.066156	0.03166795
7834	0	-13.72094	-15.27363	1.552696	0.05291912
7835	1	-13.47362	-15.78902	2.315405	0.02468156
7836	0	-14.17276	-15.59881	1.426046	0.06006427
7837	1	-13.80539	-15.33241	1.527026	0.05429516
7838	0	-13.44041	-15.08884	1.648429	0.04808795
7839	1	-13.29047	-15.00047	1.71	0.04521645
7840	0	-15.60282	-16.71918	1.116361	0.08186734
7841	1	-13.81714	-16.2194	2.402257	0.02262835
7842	0	-13.25832	-15.50101	2.242687	0.02654321
7843	1	-13.69152	-15.25344	1.56192	0.05243325
7844	0	-13.16006	-14.93507	1.775006	0.04237059
7845	1	-13.10083	-14.91185	1.811021	0.04087179
7846	0	-13.20247	-14.95465	1.752184	0.04334869
7847	1	-13.03001	-15.14907	2.119057	0.03003621
7848	0	-12.98234	-14.90219	1.919851	0.03665721
7849	1	-13.07138	-15.22113	2.149749	0.02912835
7850	0	-13.00816	-15.10714	2.098984	0.03064524
7851	1	-14.16035	-15.58958	1.429232	0.05987322
7852	0	-13.18734	-15.39995	2.212602	0.02735389
7853	1	-13.58931	-15.18459	1.595274	0.05071322
7854	0	-13.44178	-15.74766	2.305879	0.02491778
7855	1	-14.77758	-16.06132	1.283744	0.06924959
7856	0	-12.9623	-14.98916	2.026862	0.03293709
7857	1	-13.14399	-14.92822	1.784226	0.04198173
7858	0	-13.04588	-14.89737	1.851492	0.0392507
7859	1	-13.39455	-15.68564	2.291086	0.02528914
7860	0	-13.02673	-14.89508	1.86835	0.03859455
7861	1	-14.045	-16.49424	2.449248	0.02158962
7862	0	-13.05903	-14.89994	1.840912	0.03966817
7863	1	-13.04494	-15.17594	2.130993	0.02967983
7864	0	-13.45704	-15.09921	1.642163	0.04839021
