Iteration	Posterior	Likelihood	Prior	sigma2
24270	-13.23909	-14.97299	1.733905	0.04414836
24280	-13.77738	-15.31279	1.535415	0.05384158
24290	-13.0086	-14.89513	1.886525	0.03789942
24300	-13.07865	-15.23315	2.154492	0.02899052
24310	-16.68363	-17.60699	0.9233609	0.09929548
24320	-12.99268	-15.0745	2.081827	0.03117556
24330	-13.66996	-16.03797	2.368006	0.02341683
24340	-14.03669	-15.49843	1.461741	0.0579581
24350	-13.41504	-15.71265	2.297606	0.02512479
24360	-12.9638	-14.99542	2.031625	0.03278058
24370	-13.02581	-14.89502	1.869211	0.03856132
24380	-12.9712	-14.91067	1.939468	0.0359451
24390	-13.35702	-15.03842	1.681401	0.04652828
24400	-14.28416	-15.68218	1.398022	0.06177129
24410	-14.73904	-16.03123	1.292193	0.06866693
24420	-13.19669	-15.41352	2.216826	0.0272386
24430	-15.18836	-16.3859	1.197541	0.07548395
24440	-13.43598	-15.08609	1.650113	0.04800706
24450	-12.96977	-15.01611	2.046338	0.03230179
24460	-13.66747	-15.23704	1.569579	0.05203318
24470	-14.34162	-15.72555	1.383939	0.06264741
24480	-13.37757	-15.05058	1.673009	0.04692039
24490	-13.60649	-15.196	1.589514	0.05100619
24500	-13.05038	-14.89817	1.847794	0.0393961
24510	-12.9665	-14.91667	1.950166	0.03556262
24520	-13.00541	-14.89545	1.890039	0.03776647
24530	-13.73745	-16.12162	2.384164	0.0230415
24540	-13.79294	-16.18981	2.396866	0.02275067
24550	-12.969	-14.91319	1.944188	0.03577583
24560	-13.05841	-14.89981	1.841399	0.03964884
24570	-13.84384	-15.35954	1.515697	0.05491375
24580	-13.13899	-14.92616	1.787169	0.04185837
24590	-14.60958	-17.15485	2.54527	0.01961296
24600	-13.03257	-15.15377	2.121194	0.02997211
24610	-14.06418	-15.51857	1.454386	0.05838593
24620	-14.00402	-15.4746	1.470581	0.05744799
24630	-15.1286	-16.33828	1.209688	0.07457261
24640	-13.31123	-15.01205	1.700821	0.04563338
24650	-14.78895	-16.07021	1.281265	0.06942148
24660	-12.95772	-14.9567	1.998987	0.03386812
24670	-12.95772	-14.9567	1.998987	0.03386812
24680	-13.34025	-15.02864	1.688393	0.04620408
24690	-12.96549	-15.00183	2.036344	0.03262623
24700	-13.58789	-15.18364	1.595754	0.05068888
24710	-12.98189	-14.90244	1.920554	0.03663145
24720	-12.95997	-14.93199	1.972021	0.03479382
24730	-13.68877	-16.06137	2.372593	0.02330967
24740	-14.05341	-15.51067	1.457259	0.05821843
24750	-12.96687	-14.91611	1.949238	0.03559562
24760	-13.05212	-14.8985	1.846384	0.03945169
24770	-13.5752	-15.17526	1.600059	0.05047117
24780	-13.83416	-15.35269	1.51853	0.0547584
24790	-13.07983	-15.23508	2.155248	0.02896861
24800	-15.71458	-16.80986	1.095277	0.08361176
24810	-13.26822	-14.98835	1.720131	0.04476066
24820	-13.19167	-14.94948	1.757807	0.04310562
24830	-13.2578	-14.98278	1.724989	0.04454374
24840	-12.96119	-14.98403	2.022839	0.03306983
24850	-14.65759	-17.21007	2.552478	0.01947211
24860	-12.96786	-15.01	2.042143	0.0324376
24870	-15.27412	-17.91	2.635876	0.01791404
24880	-13.61971	-15.20484	1.585126	0.05123052
24890	-12.99698	-15.08391	2.086931	0.03101683
24900	-14.95395	-16.19987	1.245919	0.07191912
24910	-13.07968	-14.90522	1.825537	0.04028276
24920	-13.42641	-15.08019	1.653774	0.04783163
24930	-13.6326	-15.21348	1.580885	0.05144824
24940	-13.08753	-14.90755	1.82002	0.04050564
24950	-15.04608	-16.27275	1.226663	0.07331736
24960	-13.43066	-15.73313	2.30247	0.02500288
24970	-13.1764	-14.94238	1.765972	0.04275512
24980	-13.07305	-14.90338	1.830332	0.04009007
24990	-12.9589	-14.97046	2.011563	0.03344486
25000	-15.54082	-16.66901	1.128196	0.08090416
25010	-13.86053	-16.27224	2.41171	0.02241546
25020	-13.44348	-15.74987	2.306395	0.02490494
25030	-13.9592	-15.44209	1.482896	0.05674485
25040	-16.9799	-19.79194	2.812041	0.01502057
25050	-13.36975	-15.65272	2.282966	0.02549532
25060	-15.41739	-16.56945	1.152064	0.07899599
25070	-14.38054	-15.75507	1.374531	0.06323957
25080	-15.1501	-16.3554	1.205303	0.0749003
25090	-13.18781	-14.94766	1.759852	0.04301759
25100	-12.98777	-15.06337	2.075598	0.03137033
25110	-13.88546	-15.38913	1.503668	0.05557831
25120	-13.70872	-15.26522	1.556509	0.05271773
25130	-13.55582	-15.16252	1.606706	0.05013677
25140	-14.03837	-15.49966	1.461288	0.05798433
25150	-14.79503	-16.07497	1.279941	0.06951343
25160	-14.7544	-17.32105	2.56665	0.01919809
25170	-13.59866	-15.19079	1.592131	0.05087286
25180	-12.96105	-14.92825	1.9672	0.03496198
25190	-13.16511	-14.93729	1.772181	0.04249048
25200	-13.11619	-14.91729	1.801099	0.04127935
25210	-12.99639	-15.08263	2.086246	0.03103809
25220	-13.13618	-14.92502	1.78884	0.0417885
25230	-13.0718	-15.22182	2.150024	0.02912033
25240	-12.97122	-15.02051	2.049297	0.03220636
25250	-12.96591	-14.91759	1.951678	0.0355089
25260	-12.98383	-15.05402	2.070194	0.03154031
25270	-15.49735	-16.6339	1.136554	0.08023076
25280	-13.06186	-15.20515	2.143289	0.02931713
25290	-13.04855	-14.89783	1.849288	0.0393373
25300	-13.19033	-14.94884	1.758518	0.04307499
25310	-12.99405	-14.8976	1.903544	0.03725989
25320	-13.28107	-15.53256	2.251495	0.02631045
25330	-13.02177	-15.13369	2.111917	0.03025143
25340	-13.15577	-14.9332	1.777437	0.04226774
25350	-13.03891	-15.16523	2.126314	0.02981903
25360	-13.37047	-15.04636	1.675889	0.04678545
25370	-12.99089	-14.89855	1.907657	0.03710692
25380	-13.29317	-15.54922	2.256047	0.02619096
25390	-13.3496	-15.03407	1.684478	0.0463853
25400	-13.28669	-14.99839	1.711698	0.04513973
25410	-14.18237	-16.65724	2.474877	0.02104333
25420	-13.08773	-15.24794	2.16021	0.02882523
25430	-12.97991	-14.90359	1.92368	0.03651712
25440	-12.9852	-14.90077	1.915571	0.03681443
25450	-13.33459	-15.02537	1.69078	0.04609393
25460	-13.3647	-15.04294	1.678241	0.04667552
25470	-13.03296	-14.8956	1.86264	0.03881554
25480	-13.92545	-15.41777	1.49232	0.05621262
25490	-13.12414	-14.92029	1.796141	0.0414845
25500	-14.74766	-16.03796	1.290297	0.06879726
25510	-13.40437	-15.06671	1.66234	0.04742365
25520	-12.97433	-14.90768	1.933348	0.03616575
25530	-13.01033	-14.895	1.884676	0.03796955
25540	-13.22737	-14.967	1.739629	0.0438964
25550	-13.10911	-15.28201	2.172893	0.02846195
25560	-14.22067	-15.63454	1.413873	0.06079988
25570	-12.95959	-14.9752	2.015609	0.03330979
25580	-13.22319	-15.45154	2.228342	0.02692673
25590	-13.09288	-14.90923	1.816351	0.04065453
25600	-13.16017	-14.93512	1.774943	0.04237329
25610	-13.09103	-14.90864	1.817615	0.04060316
25620	-13.22068	-15.44796	2.227276	0.02695543
25630	-13.55518	-15.16211	1.606925	0.0501258
25640	-13.22258	-15.45066	2.228082	0.02693373
25650	-13.34724	-15.0327	1.685461	0.04633973
25660	-13.08796	-15.24831	2.16035	0.0288212
25670	-14.39058	-15.7627	1.37212	0.0633922
25680	-13.01874	-15.12791	2.109169	0.0303347
25690	-13.37609	-15.66115	2.285065	0.02544187
25700	-12.96076	-14.98182	2.021065	0.03312856
25710	-13.14989	-15.34456	2.194677	0.02784864
25720	-13.95382	-15.43821	1.484389	0.05666018
25730	-13.76339	-16.15356	2.390164	0.02290366
25740	-13.24444	-15.48158	2.237133	0.02669103
25750	-13.14205	-15.33274	2.190694	0.02795977
25760	-12.95804	-14.94352	1.985482	0.0343286
25770	-13.18999	-15.4038	2.213808	0.02732094
25780	-13.13997	-14.92656	1.786594	0.04188245
25790	-14.80789	-16.08504	1.277148	0.06970787
25800	-13.15906	-14.93463	1.775573	0.0423466
25810	-13.01734	-14.89477	1.877435	0.0382455
25820	-12.96148	-14.92699	1.965511	0.03502106
25830	-13.15303	-14.93203	1.779	0.04220173
25840	-14.15235	-15.58364	1.431292	0.05975
25850	-12.96191	-14.98743	2.025522	0.03298125
25860	-13.5584	-15.16422	1.605815	0.05018149
25870	-13.00251	-15.0956	2.09309	0.0308264
25880	-13.53972	-15.15202	1.6123	0.0498571
25890	-13.0445	-14.89714	1.852645	0.03920546
25900	-13.47658	-15.1115	1.634921	0.04874193
25910	-12.96214	-14.98847	2.026332	0.03295454
25920	-13.76142	-15.30166	1.540249	0.05358193
25930	-12.98623	-14.90032	1.914092	0.03686893
25940	-13.40424	-15.69843	2.29419	0.02521075
25950	-13.62373	-15.20753	1.5838	0.05129849
25960	-14.37959	-15.75435	1.37476	0.06322508
25970	-13.00136	-14.89601	1.894649	0.03759277
25980	-13.41477	-15.71229	2.297522	0.02512691
25990	-13.01584	-14.89479	1.878946	0.03818774
26000	-13.19773	-14.95237	1.754638	0.04324245
26010	-13.22034	-14.96346	1.743119	0.04374347
26020	-13.05415	-14.89891	1.844753	0.03951609
26030	-13.26006	-14.98399	1.723926	0.04459115
26040	-12.9592	-14.93539	1.976188	0.03464912
26050	-12.9882	-15.06436	2.076159	0.03135276
26060	-12.96555	-14.9182	1.952647	0.03547449
26070	-13.296	-15.00353	1.707532	0.04532816
26080	-14.65194	-15.96349	1.311552	0.06735042
26090	-14.68259	-15.98728	1.304697	0.06781368
26100	-15.23855	-16.42598	1.187434	0.0762507
26110	-13.43174	-15.08347	1.651729	0.04792953
26120	-13.15634	-14.93345	1.777108	0.04228164
26130	-12.97741	-14.90526	1.927848	0.03636521
26140	-13.02838	-14.89519	1.866813	0.03865391
26150	-13.95914	-15.44205	1.482913	0.05674386
26160	-13.44923	-15.75737	2.308138	0.02486157
26170	-13.47208	-15.78703	2.314951	0.02469275
26180	-13.0296	-15.14832	2.118715	0.03004649
26190	-13.80747	-15.33388	1.526406	0.0543288
26200	-13.15186	-14.93153	1.779669	0.04217349
26210	-15.14543	-16.35168	1.206255	0.07482906
26220	-13.52639	-15.8569	2.330506	0.02431163
26230	-14.03004	-15.49357	1.46353	0.05785448
26240	-12.95771	-14.95644	1.998734	0.03387667
26250	-12.98972	-15.06784	2.078125	0.03129117
26260	-13.10995	-14.91503	1.805072	0.04111567
26270	-13.81452	-16.2162	2.401678	0.02264146
26280	-14.4771	-15.82872	1.351624	0.06470493
26290	-13.44782	-15.09344	1.645626	0.04822295
26300	-13.63478	-15.21495	1.580169	0.05148508
26310	-13.67781	-15.24408	1.566272	0.05220558
26320	-13.16106	-14.93551	1.774443	0.04239446
26330	-13.16106	-14.93551	1.774443	0.04239446
26340	-13.16106	-14.93551	1.774443	0.04239446
26350	-13.13129	-14.92307	1.791781	0.04166578
26360	-13.24963	-14.97848	1.728848	0.04437221
26370	-12.95819	-14.96411	2.005921	0.03363409
26380	-14.00402	-16.44527	2.441246	0.02176308
26390	-14.19008	-15.61171	1.421623	0.06033053
26400	-13.62459	-15.98125	2.356654	0.02368417
26410	-13.31564	-15.01454	1.698906	0.04572086
26420	-13.56628	-15.16939	1.603106	0.0503176
26430	-13.3901	-15.67975	2.289647	0.02532554
26440	-13.16911	-14.93907	1.769967	0.04258466
26450	-12.95771	-14.94864	1.99093	0.0341421
26460	-13.10268	-14.91248	1.809798	0.04092181
26470	-13.93147	-15.4221	1.49063	0.05630767
26480	-12.96091	-14.98262	2.021709	0.03310725
26490	-14.08063	-15.53065	1.450023	0.05864124
26500	-13.182	-15.39214	2.210145	0.02742118
26510	-13.04464	-14.89716	1.852525	0.03921014
26520	-13.3831	-15.67048	2.28737	0.02538328
26530	-13.15229	-14.93171	1.779421	0.04218394
26540	-13.31894	-15.01642	1.697477	0.04578625
26550	-13.28403	-14.99693	1.712898	0.0450856
26560	-13.16589	-14.93764	1.771749	0.04250883
26570	-12.97961	-15.04356	2.063943	0.03173812
26580	-12.99511	-14.89732	1.902211	0.03730959
26590	-13.02326	-14.89489	1.871628	0.03846825
26600	-13.00658	-15.10395	2.09737	0.03069473
26610	-12.97073	-14.91117	1.940434	0.0359104
26620	-13.91114	-16.33355	2.422414	0.02217679
26630	-15.54622	-16.67338	1.127161	0.08098788
26640	-13.80699	-15.33354	1.526548	0.05432108
26650	-13.1529	-14.93197	1.779071	0.04219871
26660	-13.24731	-14.97726	1.729955	0.04432308
26670	-13.33542	-15.02585	1.690429	0.04611009
26680	-14.21113	-16.69116	2.48003	0.02093518
26690	-14.18937	-15.61118	1.421803	0.06031965
26700	-13.29542	-15.55231	2.256884	0.02616905
26710	-12.95772	-14.94849	1.990779	0.03414723
26720	-13.03804	-14.8962	1.858152	0.03899014
26730	-15.93548	-16.98995	1.054467	0.08709447
26740	-13.15784	-14.9341	1.776258	0.0423176
26750	-14.08759	-16.54498	2.457386	0.02141464
26760	-12.96953	-14.91255	1.943026	0.03581743
26770	-12.96126	-14.98433	2.023077	0.03306198
26780	-13.37953	-15.05175	1.67222	0.0469574
26790	-13.10492	-14.91325	1.808331	0.04098186
26800	-14.11599	-15.55672	1.440729	0.05918879
26810	-15.15159	-17.77206	2.620473	0.01819211
26820	-13.05201	-14.89848	1.846475	0.0394481
26830	-13.07135	-14.90293	1.83158	0.04004009
26840	-13.37839	-15.66421	2.285822	0.0254226
26850	-12.97642	-14.90598	1.929556	0.03630316
26860	-13.04625	-14.89743	1.851184	0.03926279
26870	-13.00172	-15.09395	2.092234	0.03085279
26880	-13.16452	-14.93703	1.772512	0.04247643
26890	-12.96017	-14.93122	1.971044	0.03482785
26900	-13.02341	-15.13678	2.113374	0.0302074
26910	-15.72221	-16.81606	1.093849	0.08373124
26920	-16.25095	-17.24891	0.9979646	0.09215725
26930	-13.25859	-15.50139	2.242793	0.02654039
26940	-12.95782	-14.95894	2.00112	0.03379596
26950	-13.32243	-15.0184	1.695974	0.04585514
26960	-13.86592	-15.37521	1.509287	0.05526686
26970	-13.10642	-15.27778	2.171352	0.02850583
26980	-13.49235	-15.12151	1.629162	0.04902348
26990	-13.52045	-15.13954	1.619082	0.0495201
27000	-13.25204	-14.97975	1.727704	0.04442297
27010	-14.78	-16.06321	1.283216	0.06928612
27020	-14.36628	-15.74424	1.377966	0.06302267
27030	-13.70389	-16.08012	2.376232	0.023225
27040	-13.68717	-16.05937	2.372204	0.02331874
27050	-15.02746	-16.25799	1.230528	0.07303455
27060	-14.926	-16.17782	1.251826	0.07149552
27070	-13.29202	-15.00132	1.709309	0.04524771
27080	-12.99501	-14.89734	1.902333	0.03730502
27090	-13.09614	-15.26146	2.165322	0.02867826
27100	-12.97339	-14.9085	1.93511	0.03610211
27110	-13.5187	-15.13841	1.619704	0.04948932
27120	-13.44547	-15.75247	2.307	0.02488987
27130	-13.13571	-15.32312	2.18741	0.02805174
27140	-12.98502	-14.90086	1.915838	0.03680462
27150	-13.69177	-16.06509	2.373319	0.02329275
27160	-13.16067	-14.93534	1.774663	0.04238515
27170	-13.02358	-15.13711	2.113528	0.03020275
27180	-13.2472	-15.48544	2.238246	0.02666135
27190	-12.98688	-14.90004	1.91316	0.03690329
27200	-12.96304	-14.92305	1.96001	0.03521427
27210	-12.97135	-14.91051	1.939157	0.03595629
27220	-13.45784	-15.0997	1.641866	0.04840461
27230	-15.16057	-17.78219	2.621619	0.01817127
27240	-13.06745	-14.90193	1.834476	0.03992428
27250	-12.99664	-15.08318	2.086538	0.03102902
27260	-12.95856	-14.93907	1.980506	0.03449984
27270	-13.0137	-14.89484	1.881134	0.0381043
27280	-13.46543	-15.77842	2.312987	0.02474129
27290	-13.28319	-15.5355	2.252302	0.02628922
27300	-13.02877	-14.89522	1.866449	0.03866798
27310	-13.46988	-15.10727	1.637391	0.04862169
27320	-12.98988	-15.0682	2.078327	0.03128486
27330	-13.15195	-15.34766	2.19571	0.02781988
27340	-14.87811	-16.14013	1.262021	0.07077031
27350	-15.08902	-16.30682	1.217799	0.0739702
27360	-13.14699	-15.34021	2.193219	0.02788928
27370	-13.44233	-15.09003	1.647698	0.04812313
27380	-13.09086	-14.90859	1.81773	0.04059849
27390	-13.94661	-15.433	1.486396	0.05654657
27400	-12.96208	-14.98822	2.026131	0.03296115
27410	-13.06292	-14.90083	1.837911	0.03978739
27420	-15.24598	-17.87836	2.632383	0.01797673
27430	-12.97908	-15.04219	2.063106	0.03176468
27440	-13.02419	-15.13825	2.11406	0.03018668
27450	-14.31036	-16.80766	2.497297	0.02057679
27460	-13.20273	-14.95478	1.752049	0.04335457
27470	-13.50208	-15.82573	2.323649	0.0244789
27480	-14.40546	-15.77402	1.36856	0.06361825
27490	-12.98391	-15.05422	2.07031	0.03153667
27500	-14.8496	-16.11774	1.268136	0.07033887
27510	-14.61743	-15.93676	1.319328	0.06682873
27520	-13.0222	-14.89485	1.872648	0.038429
27530	-13.20384	-14.95532	1.751479	0.04337926
27540	-13.07669	-14.90438	1.827682	0.04019647
27550	-13.614	-15.96794	2.353942	0.0237485
27560	-12.96434	-14.99755	2.03321	0.03272865
27570	-12.96165	-14.92652	1.964871	0.03504349
27580	-13.52153	-15.85068	2.329149	0.02434465
27590	-14.58208	-15.90944	1.32736	0.06629413
27600	-13.00952	-14.89506	1.885537	0.03793689
27610	-13.77162	-15.30878	1.537152	0.05374811
27620	-12.98093	-15.04689	2.065957	0.03167423
27630	-16.09701	-17.1223	1.025292	0.08967291
27640	-13.35075	-15.03475	1.684	0.04640749
27650	-13.05936	-14.90002	1.840655	0.03967838
27660	-13.34932	-15.62539	2.276072	0.02567168
27670	-13.18938	-14.9484	1.759017	0.04305351
27680	-13.05805	-15.19867	2.140616	0.02939561
27690	-12.96239	-14.92459	1.962199	0.03513725
27700	-12.95852	-14.96735	2.008831	0.03353635
27710	-12.97914	-14.90408	1.924942	0.03647107
27720	-13.04302	-15.17254	2.129518	0.02972364
27730	-12.98947	-14.89904	1.909575	0.03703585
27740	-13.02326	-15.13651	2.113244	0.03021132
27750	-16.09964	-18.82825	2.728603	0.01632761
27760	-14.63152	-17.1801	2.548579	0.01954817
27770	-12.99572	-15.08118	2.085463	0.03106239
27780	-12.98186	-15.04922	2.067351	0.03163012
27790	-13.35191	-15.03543	1.683514	0.04643005
27800	-13.15776	-14.93406	1.776308	0.04231546
27810	-12.95782	-14.9463	1.988477	0.03422594
27820	-13.12968	-15.31391	2.184225	0.02814123
27830	-13.00357	-15.0978	2.094227	0.03079134
27840	-14.4947	-15.84221	1.347509	0.06497171
27850	-13.47745	-15.11205	1.634601	0.04875754
27860	-12.99594	-15.08167	2.085728	0.03105415
27870	-14.65301	-15.96432	1.311312	0.0673666
27880	-13.80031	-15.32885	1.528537	0.05421318
27890	-13.02002	-14.89479	1.874772	0.0383475
27900	-13.16366	-15.36512	2.201467	0.02766018
27910	-16.24629	-17.24508	0.998785	0.09208167
27920	-13.41472	-15.07301	1.658296	0.04761581
27930	-13.65732	-15.23016	1.572844	0.05186356
27940	-13.39573	-15.06147	1.665749	0.04726226
27950	-12.97256	-14.90929	1.936723	0.0360439
27960	-15.18418	-16.38257	1.198387	0.07542007
27970	-12.98883	-14.89927	1.910443	0.03700368
27980	-13.63168	-15.21287	1.581184	0.05143286
27990	-15.80725	-16.88527	1.078022	0.08506695
28000	-13.00173	-14.89595	1.894228	0.03760862
28010	-13.29132	-15.00094	1.70962	0.04523362
28020	-13.36357	-15.04227	1.678707	0.04665379
28030	-13.4941	-15.12263	1.628528	0.04905456
28040	-12.96195	-14.9257	1.963747	0.0350829
28050	-12.97237	-15.02391	2.05154	0.03213419
28060	-13.35103	-15.03491	1.683883	0.04641291
28070	-14.495	-15.84244	1.34744	0.06497618
28080	-13.49007	-15.12006	1.62999	0.0489829
28090	-14.48892	-15.83778	1.348859	0.06488406
28100	-12.95931	-14.93483	1.97552	0.03467231
28110	-12.99448	-14.89748	1.902998	0.03728021
28120	-13.99162	-15.46559	1.473964	0.05725398
28130	-13.07907	-14.90505	1.825972	0.04026526
28140	-13.60428	-15.19453	1.590252	0.05096858
28150	-16.35049	-19.10422	2.75373	0.01592246
28160	-13.59346	-15.94207	2.348611	0.02387542
28170	-13.41299	-15.07196	1.658968	0.04758384
28180	-12.95814	-14.94245	1.984305	0.03436902
28190	-13.11494	-15.29112	2.176183	0.02836846
28200	-14.35457	-15.73537	1.380795	0.06284464
28210	-12.96299	-14.92317	1.960181	0.03520824
28220	-12.97379	-14.90814	1.934352	0.03612949
28230	-12.96668	-14.91638	1.9497	0.03557918
28240	-13.22523	-14.96592	1.740688	0.0438499
28250	-13.08752	-14.90755	1.820028	0.04050531
28260	-15.14734	-16.35321	1.205865	0.07485822
28270	-13.85584	-15.36805	1.512205	0.05510586
28280	-16.31804	-17.30423	0.9861914	0.09324864
28290	-14.78702	-16.0687	1.281685	0.06939229
28300	-12.97881	-14.90429	1.925478	0.03645151
28310	-14.22462	-15.6375	1.412877	0.06086049
28320	-13.03394	-14.89571	1.861768	0.03884941
28330	-13.29644	-15.5537	2.25726	0.02615921
28340	-14.69615	-15.99783	1.30168	0.0680186
28350	-14.13243	-15.56888	1.436447	0.05944278
28360	-13.08364	-15.2413	2.157658	0.02889888
28370	-13.23497	-14.97088	1.735904	0.04406021
28380	-13.2778	-14.99353	1.715731	0.04495806
28390	-13.46612	-15.1049	1.638785	0.04855399
28400	-12.9577	-14.94881	1.991108	0.03413601
28410	-14.06613	-16.51944	2.453309	0.02150213
28420	-13.12575	-14.9209	1.795152	0.04152557
28430	-12.9735	-15.02715	2.053651	0.03206643
28440	-14.42191	-16.93775	2.515846	0.02019863
28450	-12.95785	-14.95959	2.001734	0.0337752
28460	-12.97647	-14.90594	1.929472	0.03630622
28470	-14.73523	-16.02826	1.293031	0.06860942
28480	-12.96405	-14.92093	1.956877	0.03532476
28490	-14.122	-15.56116	1.439162	0.05928162
28500	-13.42454	-15.07904	1.654493	0.04779726
28510	-13.45126	-15.09559	1.644332	0.04828539
28520	-12.97139	-15.02104	2.049643	0.03219521
28530	-13.0873	-15.24724	2.159941	0.02883297
28540	-13.54398	-15.15479	1.610811	0.04993139
28550	-13.32131	-15.58761	2.266294	0.02592394
28560	-13.91358	-15.40925	1.495668	0.05602471
28570	-14.25812	-16.74642	2.488302	0.02076272
28580	-13.01298	-15.11673	2.103752	0.03049944
28590	-13.22256	-14.96457	1.742012	0.0437919
28600	-13.12232	-15.30258	2.180258	0.0282531
28610	-13.5925	-15.1867	1.594201	0.05076767
28620	-15.8495	-16.91972	1.070222	0.08573313
28630	-13.02933	-14.89527	1.865934	0.03868788
28640	-13.548	-15.15741	1.609415	0.05000115
28650	-12.95766	-14.95485	1.997189	0.03392908
28660	-13.11545	-15.29192	2.176469	0.02836034
28670	-14.00686	-15.47666	1.469808	0.0574924
28680	-13.28335	-15.5357	2.252359	0.02628772
28690	-15.11593	-16.32821	1.212278	0.07437971
28700	-14.24862	-16.73526	2.486643	0.02079719
28710	-13.33654	-15.0265	1.689955	0.04613197
28720	-13.10891	-14.91465	1.805745	0.041088
28730	-13.39801	-15.06285	1.664845	0.04730499
28740	-13.00251	-15.0956	2.093089	0.03082642
28750	-13.26175	-14.98489	1.723138	0.04462627
28760	-13.1052	-15.27585	2.170648	0.02852591
28770	-13.20702	-15.42841	2.221392	0.02711452
28780	-14.09137	-15.53855	1.447188	0.05880771
28790	-14.77547	-16.05967	1.284205	0.06921765
28800	-14.17379	-15.59958	1.425782	0.06008011
28810	-13.07726	-15.23086	2.153595	0.02901653
28820	-13.59183	-15.18626	1.594425	0.05075629
28830	-13.23104	-14.96887	1.737823	0.04397571
28840	-14.65403	-15.96511	1.311083	0.06738197
28850	-12.95911	-14.97202	2.012907	0.03339992
28860	-13.57494	-15.17509	1.600145	0.05046681
28870	-15.05105	-16.27669	1.225634	0.07339288
28880	-13.40506	-15.06713	1.662068	0.04743656
28890	-14.02948	-15.49316	1.463682	0.05784569
28900	-13.41475	-15.07303	1.658282	0.04761646
28910	-12.96462	-14.91984	1.955219	0.03538337
28920	-13.06842	-14.90217	1.833753	0.03995317
28930	-12.96114	-14.92799	1.966846	0.03497436
28940	-12.99161	-15.07211	2.080506	0.03121675
28950	-15.40095	-16.55623	1.155274	0.07874281
28960	-13.02754	-14.89513	1.86759	0.03862387
28970	-13.10317	-14.91265	1.80948	0.04093481
28980	-13.65676	-16.0215	2.364745	0.02349332
28990	-13.46598	-15.77913	2.313149	0.02473728
29000	-13.01628	-14.89478	1.878503	0.03820469
29010	-16.11484	-17.13694	1.022105	0.08995918
29020	-13.64899	-16.0118	2.36281	0.02353882
29030	-12.96068	-14.92943	1.968744	0.03490805
29040	-13.06511	-15.21063	2.145525	0.02925164
29050	-13.23573	-15.4693	2.233572	0.02678625
29060	-15.56985	-16.69249	1.122642	0.08135475
29070	-13.01307	-15.11691	2.103839	0.03049682
29080	-13.24093	-15.47663	2.235704	0.02672921
29090	-13.05383	-14.89884	1.845012	0.03950586
29100	-16.2342	-17.23511	1.000917	0.09188556
29110	-13.40107	-15.06471	1.663638	0.04736212
29120	-12.96953	-15.01536	2.045828	0.03231829
29130	-14.35585	-15.73633	1.380487	0.06286401
29140	-15.79722	-16.8771	1.079879	0.08490913
29150	-15.65211	-16.75913	1.107025	0.08263523
29160	-13.18939	-14.9484	1.759011	0.04305376
29170	-13.45797	-15.76873	2.310764	0.02479635
29180	-12.96003	-14.93177	1.971737	0.03480369
29190	-13.50686	-15.13079	1.62393	0.04928063
29200	-13.03052	-15.15	2.119485	0.03002338
29210	-13.00059	-15.09159	2.090998	0.03089093
29220	-13.80431	-15.33166	1.527345	0.05427781
29230	-12.95931	-14.97338	2.014066	0.03336123
29240	-13.08289	-15.24007	2.157185	0.02891256
29250	-12.96066	-14.98133	2.02067	0.03314167
29260	-14.69923	-16.00023	1.300994	0.06806525
29270	-12.9756	-14.90662	1.931026	0.03624983
29280	-12.98265	-14.90203	1.919385	0.03667427
29290	-13.0106	-14.89499	1.884384	0.03798065
29300	-13.21463	-14.96062	1.745981	0.04361845
29310	-12.973	-15.02573	2.052732	0.03209593
29320	-13.08895	-14.90799	1.819037	0.04054545
29330	-12.98866	-14.89933	1.91067	0.03699531
29340	-12.98038	-15.0455	2.065121	0.03170074
29350	-12.95807	-14.96265	2.004579	0.03367924
29360	-12.99668	-14.89694	1.900253	0.0373827
29370	-15.00963	-16.24387	1.234242	0.0727638
29380	-14.15175	-15.5832	1.431446	0.0597408
29390	-13.02116	-14.89482	1.873654	0.03839037
29400	-13.19851	-15.41615	2.217638	0.02721649
29410	-13.17293	-15.37883	2.205903	0.02753775
29420	-13.80484	-15.33203	1.527188	0.05428636
29430	-13.82466	-16.22858	2.403915	0.02259088
29440	-13.54365	-15.87893	2.335274	0.02419598
29450	-14.5849	-15.91162	1.326715	0.06633686
29460	-12.95889	-14.93706	1.978178	0.03458026
29470	-13.39082	-15.6807	2.28988	0.02531966
29480	-15.24664	-16.43245	1.185814	0.07637439
29490	-13.32566	-15.59349	2.267836	0.02588399
29500	-13.2908	-15.00065	1.709853	0.04522312
29510	-12.96051	-14.93001	1.969497	0.03488176
29520	-13.05219	-15.18859	2.136398	0.02951985
29530	-13.34427	-15.03098	1.686701	0.04628232
29540	-13.81306	-15.33781	1.524748	0.05441895
29550	-15.33504	-17.97839	2.643351	0.01778063
29560	-13.31784	-15.01579	1.697951	0.04576454
29570	-13.0408	-15.1686	2.127797	0.02977484
29580	-14.12041	-15.55998	1.439576	0.05925706
29590	-14.44471	-15.80395	1.359241	0.06421393
29600	-13.18842	-14.94795	1.759526	0.04303163
29610	-12.98275	-15.05141	2.068654	0.03158893
29620	-13.81491	-16.21668	2.401765	0.0226395
29630	-16.37201	-17.34879	0.9767765	0.09413072
29640	-15.18589	-16.38393	1.198041	0.07544622
